run,ticker,entry_date,entry_px,shares,last_date,bridged,exit_date,exit_px,reason,added,add_date
ADDS_ONLY,BMY,2017-08-04,55.56,239.0359,2017-09-01,False,2017-09-05,59.54,rollback,,
ADDS_ONLY,MSFT,2017-08-15,73.59,179.8287,2017-09-01,False,2017-09-05,73.34,rollback,,
ADDS_ONLY,CSCO,2017-07-18,31.41,405.873,2017-09-05,False,2017-09-06,31.75,rollback,,
ADDS_ONLY,SPLS,2017-08-15,10.2,1297.2818,2017-09-12,False,2017-09-12,10.25,delisted,,
ADDS_ONLY,BAC,2017-07-26,24.271,1078.4299,2017-09-25,False,2017-09-26,24.83,rollback,1.0,2017-08-25
ADDS_ONLY,PFE,2017-08-04,33.58,395.5379,2017-09-25,False,2017-09-26,35.51,rollback,,
ADDS_ONLY,GE,2017-09-05,124.4791,212.4576,2017-09-26,False,2017-09-27,124.6032,rollback,1.0,2017-09-06
ADDS_ONLY,GOOGL,2017-09-28,47.8125,284.3617,2017-10-02,False,2017-10-03,48.378,rollback,,
ADDS_ONLY,GOOG,2017-09-28,47.068,288.8451,2017-10-02,False,2017-10-03,47.7,rollback,,
ADDS_ONLY,HPE,2017-09-26,14.74,924.3412,2017-10-03,False,2017-10-04,14.7,rollback,,
ADDS_ONLY,WFC,2017-09-13,51.39,256.9256,2017-10-09,False,2017-10-10,55.37,rollback,,
ADDS_ONLY,MO,2017-09-26,64.15,212.3789,2017-10-13,False,2017-10-16,65.05,rollback,,
ADDS_ONLY,MDLZ,2017-10-03,41.29,327.5374,2017-10-13,False,2017-10-16,41.64,rollback,,
ADDS_ONLY,SBUX,2017-07-28,55.23,238.693,2017-11-13,False,2017-11-14,56.47,rollback,,
ADDS_ONLY,PG,2017-10-16,92.97,149.2433,2017-11-17,False,2017-11-20,88.43,rollback,,
ADDS_ONLY,VIAB,2017-11-20,26.41,494.2457,2017-11-24,False,2017-11-27,26.26,rollback,,
ADDS_ONLY,T,2017-11-14,34.19,379.1869,2017-12-06,False,2017-12-07,36.13,rollback,,
ADDS_ONLY,TJX,2017-09-26,37.0,368.2007,2017-12-08,False,2017-12-11,36.87,rollback,,
ADDS_ONLY,CMG,2017-09-05,6.2298,4309.5313,2017-12-14,False,2017-12-15,6.256,rollback,1.0,2017-10-10
ADDS_ONLY,GOOGL,2017-12-08,52.5905,263.2795,2017-12-20,False,2017-12-21,53.7695,rollback,,
ADDS_ONLY,INTC,2017-12-18,45.15,306.4243,2017-12-26,False,2017-12-27,46.11,rollback,,
ADDS_ONLY,MU,2017-12-21,45.55,313.185,2018-01-08,False,2018-01-09,45.27,rollback,,
ADDS_ONLY,FCX,2017-10-03,14.42,937.8186,2018-01-09,False,2018-01-10,19.07,rollback,,
ADDS_ONLY,CSX,2017-08-15,17.2833,1568.4921,2018-01-10,False,2018-01-11,19.54,rollback,1.0,2017-10-16
ADDS_ONLY,GLW,2017-12-11,32.4,428.8094,2018-01-10,False,2018-01-11,33.44,rollback,,
ADDS_ONLY,MRO,2017-11-27,14.87,880.6333,2018-01-16,False,2018-01-17,18.35,rollback,,
ADDS_ONLY,TJX,2018-01-11,38.075,391.0241,2018-01-16,False,2018-01-17,38.36,rollback,,
ADDS_ONLY,AES,2017-08-09,11.307,2371.8104,2018-01-24,False,2018-01-25,11.15,rollback,1.0,2017-10-04
ADDS_ONLY,PM,2018-01-18,105.46,146.1293,2018-01-25,False,2018-01-26,107.36,rollback,,
ADDS_ONLY,C,2018-01-10,75.7,196.1053,2018-01-30,False,2018-01-31,78.78,rollback,,
ADDS_ONLY,MGM,2017-12-28,33.73,423.1041,2018-01-31,False,2018-02-01,36.49,rollback,,
ADDS_ONLY,T,2018-01-29,37.13,428.6713,2018-02-02,False,2018-02-05,37.81,rollback,,
ADDS_ONLY,NEE,2018-01-26,38.715,406.9217,2018-02-05,False,2018-02-06,37.9575,rollback,,
ADDS_ONLY,NFLX,2017-12-18,19.12,723.627,2018-02-20,False,2018-02-21,28.207,rollback,,
ADDS_ONLY,MU,2018-01-18,44.21,348.599,2018-02-21,False,2018-02-22,44.78,rollback,,
ADDS_ONLY,BMY,2018-01-11,61.99,240.1597,2018-02-22,False,2018-02-23,66.17,rollback,,
ADDS_ONLY,PFE,2018-01-17,36.3317,842.1835,2018-02-28,False,2018-03-01,36.12,rollback,1.0,2018-02-22
ADDS_ONLY,PCG,2018-03-01,41.09,384.2,2018-03-07,False,2018-03-08,41.14,rollback,,
ADDS_ONLY,M,2018-01-11,24.7889,1198.1318,2018-03-08,False,2018-03-09,29.31,rollback,1.0,2018-02-13
ADDS_ONLY,KO,2018-03-09,44.57,360.053,2018-03-12,False,2018-03-13,44.67,rollback,,
ADDS_ONLY,SCHW,2018-02-02,54.75,278.8586,2018-03-14,False,2018-03-15,56.32,rollback,,
ADDS_ONLY,EXC,2018-02-01,37.9361,821.663,2018-03-19,False,2018-03-20,38.29,rollback,1.0,2018-02-23
ADDS_ONLY,MRO,2018-03-21,15.38,1027.0047,2018-03-22,False,2018-03-23,15.88,rollback,,
ADDS_ONLY,DHI,2018-03-13,44.6,364.8293,2018-04-06,False,2018-04-09,45.52,rollback,,
ADDS_ONLY,HST,2018-03-15,18.96,848.7672,2018-04-24,False,2018-04-25,19.27,rollback,,
ADDS_ONLY,HAL,2018-03-26,47.01,329.7635,2018-04-24,False,2018-04-25,51.0,rollback,,
ADDS_ONLY,VZ,2018-03-09,49.2,326.1863,2018-04-26,False,2018-04-27,50.25,rollback,,
ADDS_ONLY,KIM,2018-03-01,14.6017,2147.3823,2018-04-30,False,2018-05-01,14.52,rollback,1.0,2018-04-10
ADDS_ONLY,ABBV,2018-04-27,97.44,164.2956,2018-04-30,False,2018-05-01,102.1,rollback,,
ADDS_ONLY,NVDA,2018-03-21,6.233,2534.2727,2018-05-15,False,2018-05-16,6.1,rollback,,
ADDS_ONLY,F,2018-04-27,11.3246,2823.3857,2018-06-11,False,2018-06-12,12.07,rollback,1.0,2018-05-01
ADDS_ONLY,CMCSA,2018-04-26,33.1813,958.0408,2018-06-18,False,2018-06-19,32.17,rollback,1.0,2018-05-16
ADDS_ONLY,NEE,2018-06-19,40.16,401.7384,2018-06-20,False,2018-06-21,40.6625,rollback,,
ADDS_ONLY,CELG,2018-01-29,98.6988,297.2697,2018-07-11,False,2018-07-12,83.88,rollback,1.0,2018-02-21
ADDS_ONLY,FOXA,2018-05-01,36.43,438.166,2018-07-11,False,2018-07-12,47.97,rollback,,
ADDS_ONLY,PM,2018-06-12,80.26,200.4837,2018-07-31,False,2018-08-01,86.03,rollback,,
ADDS_ONLY,WMB,2018-06-19,26.87,600.4696,2018-08-13,False,2018-08-14,30.76,rollback,,
ADDS_ONLY,TJX,2018-07-12,47.515,357.4052,2018-08-13,False,2018-08-14,49.8,rollback,,
ADDS_ONLY,CMG,2018-07-12,9.1978,1846.4153,2018-08-16,False,2018-08-17,10.1008,rollback,,
ADDS_ONLY,WMT,2018-06-22,28.1533,588.7774,2018-08-24,False,2018-08-27,31.7533,rollback,,
ADDS_ONLY,GGP,2018-05-01,20.02,797.3619,2018-08-27,False,2018-08-27,22.06,delisted,,
ADDS_ONLY,MRO,2018-06-12,21.48,749.1447,2018-08-30,False,2018-08-31,21.51,rollback,,
ADDS_ONLY,NLSN,2018-08-15,25.4,655.2841,2018-08-30,False,2018-08-31,25.93,rollback,,
ADDS_ONLY,NVDA,2018-07-13,6.2995,2689.792,2018-09-06,False,2018-09-07,6.725,rollback,,
ADDS_ONLY,V,2018-08-14,140.3,118.2805,2018-09-17,False,2018-09-18,146.2,rollback,,
ADDS_ONLY,GILD,2018-08-31,76.32,225.5581,2018-10-04,False,2018-10-05,76.77,rollback,,
ADDS_ONLY,GE,2018-08-01,64.7392,526.8646,2018-10-11,False,2018-10-12,62.4512,rollback,1.0,2018-08-27
ADDS_ONLY,SBUX,2018-10-15,56.37,280.3436,2018-10-19,False,2018-10-22,58.93,rollback,,
ADDS_ONLY,SO,2018-09-07,44.4169,741.1569,2018-10-23,False,2018-10-24,44.92,rollback,1.0,2018-10-12
ADDS_ONLY,KR,2018-10-24,28.34,552.8612,2018-11-01,False,2018-11-02,29.25,rollback,,
ADDS_ONLY,F,2018-08-28,9.8562,3511.2427,2018-11-09,False,2018-11-12,9.38,rollback,1.0,2018-08-31
ADDS_ONLY,FITB,2018-08-17,29.1311,1147.3719,2018-11-12,False,2018-11-13,27.59,rollback,1.0,2018-10-05
ADDS_ONLY,PBCT,2018-11-16,15.96,1018.8111,2018-11-19,False,2018-11-20,15.99,rollback,,
ADDS_ONLY,NWL,2018-02-08,28.2718,1101.4786,2018-12-04,False,2018-12-06,23.28,rollback,1.0,2018-03-08
ADDS_ONLY,PFE,2018-10-22,44.1233,711.5648,2018-12-04,False,2018-12-06,44.58,rollback,1.0,2018-10-24
ADDS_ONLY,LRCX,2018-11-02,14.6332,2230.3653,2018-12-04,False,2018-12-06,14.5,rollback,1.0,2018-11-20
ADDS_ONLY,KLAC,2018-11-21,9.562,1704.5377,2018-12-04,False,2018-12-06,9.421,rollback,,
ADDS_ONLY,AVGO,2018-12-11,24.346,658.9423,2018-12-18,False,2018-12-19,24.9,rollback,,
ADDS_ONLY,COTY,2018-09-18,10.6724,3132.4155,2019-01-09,False,2019-01-10,7.29,rollback,1.0,2018-11-19
ADDS_ONLY,FB,2018-12-07,139.25,116.2231,2019-01-11,False,2019-01-14,142.0,rollback,,
ADDS_ONLY,GILD,2018-12-07,69.78,231.8718,2019-01-14,False,2019-01-15,67.19,rollback,,
ADDS_ONLY,ANET,2018-12-07,14.8863,1087.1239,2019-01-16,False,2019-01-17,13.7369,rollback,,
ADDS_ONLY,HPQ,2018-12-07,23.9,677.0897,2019-01-22,False,2019-01-23,21.41,rollback,,
ADDS_ONLY,GE,2018-12-20,38.128,390.266,2019-01-22,False,2019-01-23,43.3128,rollback,,
ADDS_ONLY,CSX,2019-01-10,21.27,730.8587,2019-01-22,False,2019-01-23,22.0267,rollback,,
ADDS_ONLY,ABT,2019-01-14,68.41,228.4311,2019-01-23,False,2019-01-24,70.0,rollback,,
ADDS_ONLY,WMB,2018-11-20,25.11,647.5859,2019-02-05,False,2019-02-06,27.15,rollback,,
ADDS_ONLY,ORLY,2019-01-10,22.6773,685.469,2019-02-06,False,2019-02-07,24.1067,rollback,,
ADDS_ONLY,AAPL,2019-01-28,38.9475,404.0233,2019-02-11,False,2019-02-12,42.525,rollback,,
ADDS_ONLY,WDC,2019-01-25,45.5,352.279,2019-02-15,False,2019-02-19,48.42,rollback,,
ADDS_ONLY,KEY,2019-02-08,17.01,955.0601,2019-02-21,False,2019-02-22,17.71,rollback,,
ADDS_ONLY,MDT,2019-01-18,88.52,182.2572,2019-02-25,False,2019-02-26,92.25,rollback,,
ADDS_ONLY,BMY,2018-12-07,51.138,625.5063,2019-03-06,False,2019-03-07,52.7,rollback,1.0,2019-01-17
ADDS_ONLY,WFC,2019-02-26,49.49,332.7906,2019-03-19,False,2019-03-20,51.19,rollback,,
ADDS_ONLY,NVDA,2019-02-13,3.809,4368.5034,2019-03-20,False,2019-03-21,4.3833,rollback,,
ADDS_ONLY,AMZN,2019-02-06,81.7319,409.2764,2019-03-22,False,2019-03-25,87.8895,rollback,1.0,2019-02-19
ADDS_ONLY,DHI,2019-03-08,40.34,391.5316,2019-03-26,False,2019-03-27,42.14,rollback,,
ADDS_ONLY,FCX,2019-03-21,12.71,1321.7181,2019-04-05,False,2019-04-08,13.45,rollback,,
ADDS_ONLY,F,2019-03-27,8.75,1912.87,2019-04-15,False,2019-04-16,9.32,rollback,,
ADDS_ONLY,BKNG,2018-12-07,74.6888,216.6433,2019-04-16,False,2019-04-17,73.9452,rollback,,
ADDS_ONLY,HRB,2019-02-22,24.4825,1363.0585,2019-04-23,False,2019-04-24,26.35,rollback,1.0,2019-03-20
ADDS_ONLY,WMT,2019-04-08,32.8167,521.5052,2019-04-26,False,2019-04-29,33.96,rollback,,
ADDS_ONLY,NEE,2019-04-16,47.765,364.5942,2019-05-01,False,2019-05-02,48.21,rollback,,
ADDS_ONLY,FB,2019-03-27,167.85,99.7127,2019-05-02,False,2019-05-03,194.38,rollback,,
ADDS_ONLY,JNJ,2019-04-17,139.0,125.8993,2019-05-02,False,2019-05-03,141.29,rollback,,
ADDS_ONLY,CVS,2019-01-24,65.5351,487.1103,2019-05-03,False,2019-05-06,55.97,rollback,1.0,2019-01-25
ADDS_ONLY,GE,2019-04-29,47.6984,369.1662,2019-05-07,False,2019-05-08,50.24,rollback,,
ADDS_ONLY,PFE,2019-05-03,41.22,436.7433,2019-05-17,False,2019-05-20,41.4,rollback,,
ADDS_ONLY,COTY,2019-05-06,11.26,1572.468,2019-05-22,False,2019-05-23,13.03,rollback,,
ADDS_ONLY,AMD,2019-05-03,27.4881,1291.5943,2019-06-12,False,2019-06-13,32.39,rollback,1.0,2019-05-09
ADDS_ONLY,CMG,2019-05-03,14.1514,1272.2035,2019-06-13,False,2019-06-14,14.6776,rollback,,
ADDS_ONLY,CTL,2019-03-27,12.25,1366.1992,2019-06-21,False,2019-06-24,11.38,rollback,,
ADDS_ONLY,NVDA,2019-06-14,3.6128,5084.0839,2019-07-02,False,2019-07-03,4.0793,rollback,,
ADDS_ONLY,JCI,2019-06-13,39.82,460.5915,2019-07-08,False,2019-07-09,41.66,rollback,,
ADDS_ONLY,ANET,2019-06-27,16.0494,1184.4843,2019-07-08,False,2019-07-09,16.6244,rollback,,
ADDS_ONLY,ORLY,2019-07-03,25.5333,760.1795,2019-07-19,False,2019-07-22,26.5413,rollback,,
ADDS_ONLY,EW,2019-07-10,63.01,308.7199,2019-08-05,False,2019-08-06,70.4867,rollback,,
ADDS_ONLY,NEE,2019-08-07,52.8475,340.6584,2019-08-14,False,2019-08-15,53.6575,rollback,,
ADDS_ONLY,F,2019-06-14,10.01,1834.8512,2019-09-10,False,2019-09-11,9.29,rollback,,
ADDS_ONLY,ATVI,2019-04-24,46.0447,763.7578,2019-09-16,False,2019-09-17,55.5,rollback,1.0,2019-05-20
ADDS_ONLY,VZ,2019-08-16,56.47,312.8176,2019-09-16,False,2019-09-17,59.32,rollback,,
ADDS_ONLY,WBA,2019-05-06,53.72,329.5812,2019-09-17,False,2019-09-18,54.64,rollback,,
ADDS_ONLY,PBCT,2019-04-24,17.18,1018.6998,2019-09-23,False,2019-09-24,15.99,rollback,,
ADDS_ONLY,FCX,2019-07-22,11.56,1602.1992,2019-09-23,False,2019-09-24,10.31,rollback,,
ADDS_ONLY,NFLX,2019-03-12,35.7374,937.9363,2019-10-18,False,2019-10-21,27.289,rollback,1.0,2019-05-23
ADDS_ONLY,ALXN,2019-09-17,108.86,175.0238,2019-10-25,False,2019-10-28,105.0,rollback,,
ADDS_ONLY,AMD,2019-09-17,31.07,613.2926,2019-10-29,False,2019-10-30,32.93,rollback,,
ADDS_ONLY,CTL,2019-10-21,12.5,1499.8593,2019-10-30,False,2019-10-31,12.86,rollback,,
ADDS_ONLY,FTNT,2019-09-17,15.98,1192.3685,2019-10-31,False,2019-11-01,17.732,rollback,,
ADDS_ONLY,MSFT,2019-09-26,139.44,132.9815,2019-10-31,False,2019-11-01,144.26,rollback,,
ADDS_ONLY,MRK,2019-10-30,85.0,224.6229,2019-11-01,False,2019-11-04,85.59,rollback,,
ADDS_ONLY,XOM,2019-11-04,70.07,275.6077,2019-11-06,False,2019-11-07,72.03,rollback,,
ADDS_ONLY,MRO,2019-11-04,12.32,1567.4404,2019-11-06,False,2019-11-07,12.61,rollback,,
ADDS_ONLY,JNJ,2019-07-09,135.4503,283.4564,2019-11-18,False,2019-11-19,135.0,rollback,1.0,2019-09-11
ADDS_ONLY,HPQ,2019-10-28,17.46,1087.8591,2019-11-20,False,2019-11-21,19.81,rollback,,
ADDS_ONLY,CMG,2019-09-18,16.5,1149.1254,2019-12-04,False,2019-12-05,16.18,rollback,,
ADDS_ONLY,KO,2019-10-21,53.7759,715.1747,2019-12-05,False,2019-12-06,54.31,rollback,1.0,2019-11-19
ADDS_ONLY,F,2019-11-04,8.915,4335.7592,2019-12-17,False,2019-12-18,9.39,rollback,1.0,2019-11-08
ADDS_ONLY,ATVI,2019-10-31,54.9118,705.7967,2019-12-24,False,2019-12-26,58.81,rollback,1.0,2019-11-21
ADDS_ONLY,HAL,2019-12-05,21.6,915.4621,2019-12-26,False,2019-12-27,24.55,rollback,,
ADDS_ONLY,NVDA,2019-11-19,5.2758,3735.7388,2019-12-27,False,2019-12-30,5.8998,rollback,,
ADDS_ONLY,NFLX,2019-12-18,31.626,656.5024,2019-12-27,False,2019-12-30,32.908,rollback,,
ADDS_ONLY,EXC,2019-12-06,44.84,443.295,2020-01-27,False,2020-01-28,47.26,rollback,,
ADDS_ONLY,TSCO,2019-12-06,19.1068,2132.9124,2020-02-07,False,2020-02-10,19.234,rollback,1.0,2020-01-02
ADDS_ONLY,PEP,2019-12-30,136.7,152.5434,2020-02-18,False,2020-02-19,145.62,rollback,,
ADDS_ONLY,WMT,2019-11-07,40.0,490.1505,2020-02-19,False,2020-02-20,39.07,rollback,,
ADDS_ONLY,PM,2019-09-26,74.91,247.5239,2020-04-07,False,2020-04-08,75.17,rollback,,
ADDS_ONLY,CVS,2019-12-26,73.1097,568.3623,2020-04-13,False,2020-04-14,59.88,rollback,1.0,2020-02-10
ADDS_ONLY,HBI,2020-01-02,14.77,1413.2502,2020-04-13,False,2020-04-14,9.49,rollback,,
ADDS_ONLY,USB,2019-12-27,57.2787,724.5491,2020-04-14,False,2020-04-15,35.13,rollback,1.0,2020-02-10
ADDS_ONLY,AVGO,2020-01-29,32.082,643.647,2020-04-20,False,2020-04-21,25.456,rollback,,
ADDS_ONLY,AAPL,2020-02-20,80.6575,254.6802,2020-04-21,False,2020-04-22,68.4025,rollback,,
ADDS_ONLY,GILD,2020-04-17,85.17,188.2768,2020-04-28,False,2020-04-29,83.97,rollback,,
ADDS_ONLY,TWTR,2020-04-23,28.43,547.8578,2020-04-28,False,2020-04-29,30.06,rollback,,
ADDS_ONLY,CCL,2020-04-15,11.88,1329.3846,2020-04-30,False,2020-05-01,14.9,rollback,,
ADDS_ONLY,ORLY,2019-12-18,29.5793,701.8931,2020-05-01,False,2020-05-04,24.9827,rollback,,
ADDS_ONLY,HBAN,2020-04-23,7.87,1978.9124,2020-05-01,False,2020-05-04,8.34,rollback,,
ADDS_ONLY,SYF,2020-04-23,16.06,969.6925,2020-05-01,False,2020-05-04,17.95,rollback,,
ADDS_ONLY,BEN,2020-02-19,21.3474,1725.3505,2020-05-05,False,2020-05-06,18.12,rollback,1.0,2020-04-09
ADDS_ONLY,AMAT,2020-05-08,52.41,327.1604,2020-05-21,False,2020-05-22,55.02,rollback,,
ADDS_ONLY,FTNT,2020-04-30,21.6,827.9263,2020-05-26,False,2020-05-27,27.45,rollback,,
ADDS_ONLY,AAL,2020-04-15,10.7235,2986.5075,2020-05-28,False,2020-05-29,10.48,rollback,1.0,2020-05-04
ADDS_ONLY,BAC,2020-05-11,23.11,750.402,2020-05-28,False,2020-05-29,24.42,rollback,,
ADDS_ONLY,C,2020-05-11,45.21,381.1147,2020-05-28,False,2020-05-29,48.02,rollback,,
ADDS_ONLY,F,2020-05-11,5.18,3348.0035,2020-05-29,False,2020-06-01,5.73,rollback,,
ADDS_ONLY,GPS,2020-05-22,8.21,2172.7218,2020-05-29,False,2020-06-01,9.38,rollback,,
ADDS_ONLY,VZ,2020-05-29,55.33,329.1257,2020-06-01,False,2020-06-02,55.82,rollback,,
ADDS_ONLY,PG,2020-05-29,116.13,142.2269,2020-06-04,False,2020-06-05,116.25,rollback,,
ADDS_ONLY,HPQ,2020-04-29,15.9,1106.9602,2020-06-09,False,2020-06-10,17.36,rollback,,
ADDS_ONLY,MRK,2020-05-29,79.46,229.167,2020-06-09,False,2020-06-10,82.44,rollback,,
ADDS_ONLY,SLB,2020-04-23,15.85,982.6384,2020-06-10,False,2020-06-11,19.12,rollback,,
ADDS_ONLY,WFC,2020-05-27,27.8,703.4701,2020-06-10,False,2020-06-11,27.2,rollback,,
ADDS_ONLY,LRCX,2020-05-11,26.247,660.6822,2020-06-11,False,2020-06-12,29.2803,rollback,,
ADDS_ONLY,COTY,2020-06-02,4.5,4039.2872,2020-06-11,False,2020-06-12,4.95,rollback,,
ADDS_ONLY,CRM,2020-06-11,176.2699,211.0121,2020-06-23,False,2020-06-24,187.51,rollback,1.0,2020-06-12
ADDS_ONLY,NFLX,2020-06-10,43.2427,847.7331,2020-06-24,False,2020-06-25,45.886,rollback,1.0,2020-06-12
ADDS_ONLY,KR,2020-06-05,33.05,601.1515,2020-06-30,False,2020-07-01,33.86,rollback,,
ADDS_ONLY,GOOGL,2020-06-26,71.6315,264.1037,2020-07-13,False,2020-07-14,74.6395,rollback,,
ADDS_ONLY,PFE,2020-05-29,38.27,475.8671,2020-07-14,False,2020-07-15,35.99,rollback,,
ADDS_ONLY,F,2020-07-15,6.54,2983.4126,2020-07-17,False,2020-07-20,6.8,rollback,,
ADDS_ONLY,AMD,2020-06-10,54.8988,697.174,2020-08-17,False,2020-08-18,82.8,rollback,1.0,2020-06-15
ADDS_ONLY,V,2020-07-20,194.74,101.0838,2020-08-31,False,2020-09-01,212.21,rollback,,
ADDS_ONLY,GOOGL,2020-08-18,76.306,275.199,2020-08-31,False,2020-09-01,81.608,rollback,,
ADDS_ONLY,GOOG,2020-08-18,76.309,275.202,2020-09-03,False,2020-09-04,81.213,rollback,,
ADDS_ONLY,KSS,2020-09-04,22.05,987.3143,2020-09-18,False,2020-09-21,22.53,index_drop,,
ADDS_ONLY,MU,2020-07-01,50.8508,760.7059,2020-09-21,False,2020-09-22,49.27,rollback,1.0,2020-07-15
ADDS_ONLY,TWTR,2020-09-21,39.8942,1072.782,2020-09-24,False,2020-09-25,43.21,rollback,1.0,2020-09-22
ADDS_ONLY,NVDA,2020-09-28,13.0403,1657.347,2020-10-02,False,2020-10-05,13.236,rollback,,
ADDS_ONLY,KLAC,2020-09-28,18.814,1148.6777,2020-10-02,False,2020-10-05,19.328,rollback,,
ADDS_ONLY,LRCX,2020-09-25,32.472,654.5659,2020-10-16,False,2020-10-19,36.75,rollback,,
ADDS_ONLY,MS,2020-06-26,48.3,391.6604,2020-11-10,False,2020-11-11,55.94,rollback,,
ADDS_ONLY,KMI,2020-11-11,13.07,1771.2094,2020-11-18,False,2020-11-19,13.7,rollback,,
ADDS_ONLY,AAL,2020-10-05,13.09,1683.23,2020-11-27,False,2020-11-30,14.92,rollback,,
ADDS_ONLY,ABBV,2020-09-01,95.52,227.076,2020-12-01,False,2020-12-02,104.0,rollback,,
ADDS_ONLY,CSCO,2020-06-29,46.34,404.6122,2020-12-08,False,2020-12-09,44.47,rollback,,
ADDS_ONLY,NFLX,2020-11-30,49.008,481.5321,2020-12-08,False,2020-12-09,51.053,rollback,,
ADDS_ONLY,ATVI,2020-10-19,82.28,274.3077,2021-01-04,False,2021-01-05,90.32,rollback,,
ADDS_ONLY,GILD,2020-06-01,74.9153,484.6864,2021-01-13,False,2021-01-14,61.64,rollback,1.0,2020-06-02
ADDS_ONLY,ORLY,2020-09-01,30.8999,1415.0124,2021-01-13,False,2021-01-14,32.224,rollback,1.0,2020-10-05
ADDS_ONLY,EBAY,2020-11-20,49.8,470.0599,2021-01-13,False,2021-01-14,55.83,rollback,,
ADDS_ONLY,GOOGL,2021-01-14,87.4435,285.8252,2021-01-27,False,2021-01-28,91.55,rollback,,
ADDS_ONLY,GOOG,2021-01-14,87.681,242.1637,2021-01-27,False,2021-01-28,92.197,rollback,,
ADDS_ONLY,AAPL,2021-01-14,130.8,191.0918,2021-01-28,False,2021-01-29,135.83,rollback,,
ADDS_ONLY,MSFT,2020-12-02,215.4065,226.496,2021-01-29,False,2021-02-01,235.06,rollback,1.0,2021-01-14
ADDS_ONLY,CSCO,2021-02-02,45.52,537.5674,2021-02-09,False,2021-02-10,46.15,rollback,,
ADDS_ONLY,CMCSA,2021-01-29,50.0852,974.7891,2021-02-12,False,2021-02-16,53.0,rollback,1.0,2021-02-01
ADDS_ONLY,AAL,2021-01-28,20.33,1219.4417,2021-02-25,False,2021-02-26,20.61,rollback,,
ADDS_ONLY,SCHW,2021-02-16,58.93,441.5315,2021-02-25,False,2021-02-26,62.91,rollback,,
ADDS_ONLY,ORCL,2021-01-28,62.55,378.167,2021-03-04,False,2021-03-05,67.3101,rollback,,
ADDS_ONLY,GPS,2020-06-29,16.6416,2555.3031,2021-03-16,False,2021-03-17,31.12,rollback,1.0,2020-12-10
ADDS_ONLY,AVGO,2021-03-02,49.037,537.1224,2021-03-29,False,2021-03-30,46.388,rollback,,
ADDS_ONLY,WMT,2021-01-05,48.4364,1019.5152,2021-03-30,False,2021-03-31,45.1833,rollback,1.0,2021-02-11
ADDS_ONLY,CPRT,2020-12-14,29.5788,1647.6397,2021-04-06,False,2021-04-07,28.1525,rollback,1.0,2021-01-14
ADDS_ONLY,NFLX,2021-03-02,53.6798,1008.1723,2021-04-12,False,2021-04-13,55.7,rollback,1.0,2021-03-17
ADDS_ONLY,TWTR,2021-04-07,66.64,430.7199,2021-04-14,False,2021-04-15,70.55,rollback,,
ADDS_ONLY,AAPL,2021-03-17,124.05,223.9167,2021-04-20,False,2021-04-21,132.36,rollback,,
ADDS_ONLY,WFC,2021-03-31,39.27,708.1477,2021-04-20,False,2021-04-21,42.24,rollback,,
ADDS_ONLY,GOOGL,2021-03-31,102.72,270.7123,2021-04-22,False,2021-04-23,113.35,rollback,,
ADDS_ONLY,T,2021-03-05,29.5039,1871.2725,2021-04-26,False,2021-04-27,30.84,rollback,1.0,2021-04-21
ADDS_ONLY,KEY,2021-04-07,20.41,1406.2585,2021-04-30,False,2021-05-03,22.0,rollback,,
ADDS_ONLY,MOS,2021-04-14,32.44,898.8688,2021-04-30,False,2021-05-03,35.3,rollback,,
ADDS_ONLY,MDLZ,2021-04-21,59.37,490.9506,2021-05-04,False,2021-05-05,60.94,rollback,,
ADDS_ONLY,VZ,2021-05-03,58.23,521.7956,2021-05-07,False,2021-05-10,59.08,rollback,,
ADDS_ONLY,NKE,2021-04-13,134.4545,443.5336,2021-05-10,False,2021-05-11,138.38,rollback,1.0,2021-05-03
ADDS_ONLY,ABBV,2021-03-30,106.4105,536.4585,2021-05-11,False,2021-05-12,114.85,rollback,1.0,2021-04-15
ADDS_ONLY,MS,2021-04-26,81.81,366.7716,2021-05-11,False,2021-05-12,85.4,rollback,,
ADDS_ONLY,KMI,2021-02-16,15.07,1726.6591,2021-05-13,False,2021-05-14,18.23,rollback,,
ADDS_ONLY,MRK,2021-05-06,77.44,392.5478,2021-05-18,False,2021-05-19,78.925,rollback,,
ADDS_ONLY,BMY,2021-05-14,65.0186,943.3223,2021-05-25,False,2021-05-26,66.72,rollback,1.0,2021-05-17
ADDS_ONLY,CCL,2021-04-27,27.59,1086.0215,2021-06-03,False,2021-06-04,30.92,rollback,,
ADDS_ONLY,AAL,2021-05-17,22.32,1380.4007,2021-06-03,False,2021-06-04,25.13,rollback,,
ADDS_ONLY,APH,2021-05-10,33.4458,1836.1173,2021-06-07,False,2021-06-08,34.27,rollback,1.0,2021-05-11
ADDS_ONLY,GM,2021-05-26,56.97,556.575,2021-06-10,False,2021-06-11,61.36,rollback,,
ADDS_ONLY,MSFT,2021-06-07,249.98,133.4119,2021-06-11,False,2021-06-14,257.9,rollback,,
ADDS_ONLY,EBAY,2021-05-11,59.8666,1014.0171,2021-06-14,False,2021-06-15,66.0,rollback,1.0,2021-05-12
ADDS_ONLY,ORLY,2021-06-16,35.8133,926.4301,2021-06-23,False,2021-06-24,36.544,rollback,,
ADDS_ONLY,NOW,2021-06-11,98.0,341.5458,2021-07-01,False,2021-07-02,109.65,rollback,,
