arm,ticker,add_date,add_px,add_dollars,orig_entry,exit_date,exit_px,pos_ret,pos_pnl
ADDS_LAST,QCOM,2017-05-01,53.65,13021.91,2016-11-23,2017-05-26,57.66,-0.0401,-1006.33
ADDS_LAST,FAST,2017-07-25,10.85,13033.5,2017-06-05,2017-09-20,11.1075,0.0128,355.17
ADDS_LAST,CSX,2017-10-16,17.6,14405.13,2017-08-15,2018-01-11,19.54,0.129,3595.51
ADDS_LAST,NRG,2017-10-31,25.01,13641.52,2017-09-20,2017-11-10,27.75,0.1161,3222.26
ADDS_LAST,CELG,2018-03-08,90.54,16744.11,2018-01-29,2018-07-12,83.88,-0.1325,-4096.95
ADDS_LAST,GE,2018-08-06,65.392,17980.43,2018-08-01,2018-10-12,62.4512,-0.061,-2142.54
ADDS_LAST,F,2018-08-31,9.64,18053.47,2018-08-28,2018-11-12,9.38,-0.0492,-1750.3
ADDS_LAST,SO,2018-10-12,43.49,16967.49,2018-09-07,2018-10-24,44.92,0.0104,394.14
ADDS_LAST,PFE,2018-11-14,43.76,16989.96,2018-10-22,2018-12-06,44.58,0.01,370.75
ADDS_LAST,COTY,2018-11-19,9.38,17187.15,2018-09-18,2019-01-10,7.29,-0.3179,-11072.11
ADDS_LAST,LRCX,2018-11-20,14.024,16672.0,2018-11-02,2018-12-06,14.5,-0.0108,-332.7
ADDS_LAST,BKNG,2018-12-06,73.5856,16666.14,2018-06-01,2019-04-17,73.9452,-0.063,-2077.34
ADDS_LAST,BMY,2019-01-17,49.16,15865.07,2018-12-07,2019-03-07,52.7,0.0289,975.26
ADDS_LAST,CVS,2019-01-25,65.57,16241.83,2019-01-24,2019-05-06,55.97,-0.1468,-4711.07
ADDS_LAST,BA,2019-05-02,375.5,17547.8,2019-04-17,2019-06-20,373.0,-0.0186,-612.66
ADDS_LAST,ATVI,2019-08-13,46.99,18374.94,2019-04-24,2019-09-17,55.5,0.1865,6659.12
ADDS_LAST,AMD,2019-08-15,30.63,17994.23,2019-06-28,2019-10-30,32.93,0.0662,2445.79
ADDS_LAST,BEN,2020-02-24,24.26,20058.19,2020-02-19,2020-05-06,18.12,-0.2817,-11589.56
ADDS_LAST,AAL,2020-05-04,9.41,14641.9,2020-04-15,2020-05-29,10.48,-0.0239,-661.55
ADDS_LAST,CRM,2020-06-12,175.9,16893.86,2020-06-11,2020-06-24,187.51,0.0627,2154.83
ADDS_LAST,NFLX,2020-06-12,42.9,16893.01,2020-06-10,2020-06-25,45.886,0.0596,2145.38
ADDS_LAST,AMD,2020-06-15,52.58,16641.93,2020-06-10,2020-08-18,82.8,0.5063,17841.65
ADDS_LAST,ATVI,2020-11-17,77.52,21558.2,2020-10-19,2021-01-05,90.32,0.1316,5507.66
ADDS_LAST,GPS,2020-12-10,21.6,21780.37,2020-06-29,2021-03-17,31.12,0.8624,33300.64
ADDS_LAST,CMCSA,2021-02-01,49.86,22841.59,2021-01-29,2021-02-16,53.0,0.0571,2680.33
ADDS_LAST,T,2021-04-21,29.96,28490.62,2021-03-05,2021-04-27,30.84,0.0443,2458.03
ADDS_LAST,NKE,2021-05-06,132.6,29324.58,2021-04-13,2021-05-11,138.38,0.0311,1865.31
ADDS_LAST,APH,2021-05-11,32.84,29245.18,2021-05-10,2021-06-08,34.27,0.0236,1457.55
ADDS_LAST,EBAY,2021-05-12,59.69,29280.55,2021-05-11,2021-06-15,66.0,0.1014,5993.26
ADDS_LAST,GILD,2021-06-08,67.44,32700.16,2021-06-07,2021-08-20,71.67,0.0604,4016.25
ADDS_LAST,GPS,2022-01-27,17.86,32374.38,2022-01-26,2022-02-02,18.46,0.032,2147.65
ADDS_LAST,NKE,2022-02-22,141.59,31381.63,2021-12-30,2022-04-01,134.45,-0.1279,-8104.28
ADDS_LAST,HST,2022-03-14,18.21,30707.1,2022-03-11,2022-03-22,18.47,0.0061,438.21
ADDS_LAST,CVS,2022-04-12,104.4,32787.22,2022-04-11,2022-07-21,92.52,-0.1226,-7803.0
ADDS_LAST,BKR,2022-04-13,36.87,32904.24,2022-04-11,2022-06-01,36.53,-0.0082,-473.49
ADDS_LAST,HPE,2022-05-19,15.37,30907.82,2022-05-10,2022-07-25,13.89,-0.1149,-7013.58
ADDS_LAST,ATVI,2022-06-02,77.5,31910.26,2022-03-30,2023-02-22,77.28,-0.0228,-1420.75
ADDS_LAST,FCX,2022-07-25,28.54,31968.34,2022-07-21,2022-08-02,29.63,0.0381,2488.26
ADDS_LAST,GILD,2022-09-07,63.67,33312.41,2022-09-02,2022-09-14,64.41,-0.0001,60.45
ADDS_LAST,AAL,2022-09-14,13.62,33869.9,2022-08-02,2022-10-21,13.36,-0.0349,-2282.51
ADDS_LAST,MU,2022-11-04,55.26,33800.38,2022-08-19,2022-11-17,57.3,-0.0201,-1310.13
ADDS_LAST,AMZN,2022-11-17,95.37,34308.13,2022-10-21,2023-01-19,94.74,-0.0908,-6109.69
ADDS_LAST,CSX,2022-12-16,31.44,32913.37,2022-12-13,2023-04-25,31.06,-0.0407,-2693.16
ADDS_LAST,AAL,2023-04-25,13.16,32319.93,2023-03-08,2023-05-22,14.915,0.0171,1203.85
ADDS_LAST,LRCX,2023-04-26,50.325,31691.32,2023-04-21,2023-05-24,56.354,0.0958,6280.56
ADDS_LAST,KO,2023-07-07,60.31,36870.54,2023-06-16,2023-07-26,61.86,0.0138,1107.03
ADDS_LAST,MRO,2023-07-07,22.46,36868.7,2023-05-22,2023-07-17,24.05,0.0548,3964.42
ADDS_LAST,T,2023-07-26,14.91,38580.7,2023-06-28,2023-09-19,15.06,-0.019,-1355.84
ADDS_LAST,CCL,2023-08-03,17.57,38001.9,2023-07-24,2023-11-27,14.38,-0.1895,-14478.63
ADDS_LAST,AMD,2023-08-10,111.3,37751.2,2023-08-01,2023-11-28,121.98,0.0805,6231.71
ADDS_LAST,ORCL,2023-09-20,112.81,36712.99,2023-07-17,2023-11-28,116.0,0.0006,123.24
ADDS_LAST,PFE,2023-12-21,27.86,40557.16,2023-12-01,2024-01-05,29.02,0.0212,1753.8
ADDS_LAST,DAL,2024-02-01,39.41,41427.32,2024-01-09,2024-03-25,45.48,0.1253,10425.54
ADDS_LAST,BA,2024-03-25,196.01,42296.02,2024-02-29,2024-12-06,157.03,-0.2194,-18087.14
ADDS_LAST,WBD,2024-04-03,8.52,42077.08,2024-01-03,2024-07-26,8.1,-0.1725,-14415.45
ADDS_LAST,NEE,2024-07-24,72.73,45620.08,2024-07-23,2024-08-06,76.85,0.0578,5354.56
ADDS_LAST,TSLA,2024-09-09,216.2,47378.84,2024-08-19,2024-09-23,242.61,0.1188,11452.27
ADDS_LAST,VTRS,2024-10-03,11.39,50213.73,2024-08-29,2024-11-27,13.08,0.1226,12215.24
ADDS_LAST,PARA,2024-11-27,10.61,53158.76,2024-11-26,2025-03-11,11.96,0.1007,10862.19
ADDS_LAST,KO,2024-12-19,62.7,52904.17,2024-12-13,2025-01-29,62.56,-0.0102,-984.31
ADDS_LAST,SLB,2025-03-13,40.08,57134.44,2025-02-12,2025-06-17,36.22,-0.1126,-12462.29
ADDS_LAST,VZ,2025-07-08,42.8,59821.06,2025-03-27,2025-08-25,44.44,0.0178,2237.9
ADDS_LAST,NKE,2025-11-18,62.4,67473.13,2025-11-14,,63.71,-0.0001,128.28
ADDS_LAST,PCG,2025-12-16,15.32,69343.01,2025-11-06,,16.07,0.0116,1759.65
