month_start,n_completed,lean_0,lean_1,lean_2,lean_3,lean_4,lean_5,lean_6,lean_7,lean_8,lean_9,lean_10,lean_11,lean_12,lean_13,lean_14,lean_15
2018-09-04,333086,0.04036363872896496,-0.049546421206826265,-0.05815790768805874,-0.009206305374889838,-0.08817751100527794,-0.00167885675965731,-0.06267707229725053,-0.03643992192286015,-0.05819169434826862,-0.04666675953378973,-0.04669238473505649,-0.06616997482152735,-0.10186993491149016,-0.05225056656948372,-0.049546421206826265,-0.157868241304264
2018-10-01,342603,0.038598456434897004,-0.050179712436713514,-0.05996916474932017,-0.009266067582503661,-0.08657337283148245,-0.003627968076222725,-0.06202064371357654,-0.03660986573435704,-0.059994736127216466,-0.048372528820827126,-0.04540436123452929,-0.0660774337679375,-0.10009716992186052,-0.05119224957328336,-0.050179712436713514,-0.158228731669523
2018-11-01,354129,0.024028543506162358,-0.06569188021227602,-0.08416568621930569,-0.11162047141412655,-0.11283972312985932,-0.046770135793936865,-0.07739921790126296,-0.060854523696010764,-0.06877568452249978,-0.05710972426063779,-0.05269553168102116,-0.0721127823767258,-0.10238246702587091,-0.05639655196391697,-0.06569188021227602,-0.16351155948255647
2018-12-03,364638,0.011698469589047626,-0.06251213941682093,-0.066978811552697,-0.07488481277953664,-0.10890409965499478,-0.040083113307632263,-0.07539712898605005,-0.0578703866883515,-0.06797008177265107,-0.05706907172543695,-0.056668443872656356,-0.07559306884860793,-0.10407955200638384,-0.05081815148342962,-0.06251213941682093,-0.15794222181654038
2019-01-02,374143,-0.030196218904881403,-0.07924604173288315,-0.10855845371889537,-0.09651641593827766,-0.1318077156006336,-0.057308719184690014,-0.09151588337827876,-0.07463429084773937,-0.0756748058155606,-0.07069146814190731,-0.0676458392505546,-0.0891157356213336,-0.10407955200638384,-0.05291261542165181,-0.07924604173288315,-0.15794222181654038
2019-02-01,384680,-0.03781065656963535,-0.0749934551041734,-0.10302167478488615,-0.05541251833868209,-0.1254113986846752,-0.04600541813644614,-0.09092339932127379,-0.071107717940724,-0.07518370534332362,-0.07004075388076814,-0.062279694087587725,-0.09075318034523344,-0.10225124566826106,-0.058170558786481294,-0.0749934551041734,-0.15568043413898644
2019-03-01,394212,-0.03840172123885877,-0.07614410387194452,-0.10175163919692227,-0.055803452231269646,-0.124417977198188,-0.04688838631860252,-0.09070224993420209,-0.07146564147295581,-0.0757640896019725,-0.07016268446763149,-0.061208375826908475,-0.09026700902722463,-0.10113077274081822,-0.06737794597110862,-0.07614410387194452,-0.1696431049081322
2019-04-01,404754,-0.04198312397205894,-0.07515896335118016,-0.10230849797747256,-0.051608164657370954,-0.12487210315273084,-0.046263119529936114,-0.09037510387694578,-0.06917120099694592,-0.0718775445060255,-0.06939361817526236,-0.05990281715942702,-0.08938544912902122,-0.10074966161694893,-0.06513705942810451,-0.07515896335118016,-0.17325711706874394
2019-05-01,415296,-0.041987070605248804,-0.07628918097077432,-0.10014503385870009,-0.048000222827933266,-0.12634539136312858,-0.044820628875514225,-0.09181491637077269,-0.0694846776154789,-0.07551015728392409,-0.07308614043660987,-0.06147765128896606,-0.09100160660233758,-0.10120559415797396,-0.0664954531656443,-0.07628918097077432,-0.16635714999203918
2019-06-03,426340,-0.035354441227606996,-0.07612113210718943,-0.09496300782353202,-0.049707962327900514,-0.11758598526768817,-0.04189578030661151,-0.0904174537165285,-0.06831385011282042,-0.07601591683379709,-0.07343351146822696,-0.06030476805571875,-0.09005056244943925,-0.09836573250099111,-0.06416859159494398,-0.07612113210718943,-0.16347517649746915
2019-07-01,436319,-0.032713932156990956,-0.07499162087855749,-0.09881288219157297,-0.048481503990840384,-0.1159020716972325,-0.04256352009574178,-0.08804677522979615,-0.06889869231887996,-0.07500116106821422,-0.07389868175576643,-0.06105076010820732,-0.08862463192286357,-0.09520382529485841,-0.06878051287251219,-0.07499162087855749,-0.14907904080440407
2019-08-01,447272,-0.03183606338241868,-0.07388083055480095,-0.09992021494257283,-0.048064287310878986,-0.11573227418298028,-0.04219330815842468,-0.08740292184856806,-0.06870724908416731,-0.07550649016803877,-0.07436653892007884,-0.05953541304902581,-0.08729609541783814,-0.08833652388889408,-0.06921926854736744,-0.07388083055480095,-0.15118755075675808
2019-09-03,458233,-0.02489360186296765,-0.07699827169825234,-0.0991631484070999,-0.03349415296202847,-0.11348245970702808,-0.031062577706152377,-0.08957891141981769,-0.07047374520363921,-0.0789395010424799,-0.07803463800060453,-0.060805885186531954,-0.09023819389473126,-0.08625874516267261,-0.07278869995057018,-0.07699827169825234,-0.15352879622946325
2019-10-01,468185,-0.023852862362379434,-0.07384280084317082,-0.1010441706389039,-0.031035149740986295,-0.11333017345920945,-0.03295198661532813,-0.0902863128251327,-0.06483044869323636,-0.07762569302614697,-0.07326199506249369,-0.057626990159324994,-0.08315270113300723,-0.08704201387844435,-0.0752972776194863,-0.07384280084317082,-0.14715752540679689
2019-11-01,479634,-0.02354162217893719,-0.07386862100229151,-0.1005263276391019,-0.030939985078704046,-0.11168533226203042,-0.035917889797947807,-0.08900987374608456,-0.06694864526362992,-0.07783639480964316,-0.07453285840416579,-0.058403546144803725,-0.0829068318902337,-0.08704201387844435,-0.07550888004679468,-0.07386862100229151,-0.14715752540679689
2019-12-02,489538,-0.020514220563979634,-0.07443473727903159,-0.1017699264731202,-0.030165336241730456,-0.11212770534874253,-0.03674894170683022,-0.08944381375750116,-0.06842803567457134,-0.07718276712010813,-0.07449184649279747,-0.05670863449355002,-0.08294393826655949,-0.07881865631626485,-0.07508833407268933,-0.07443473727903159,-0.14899480123086398
2020-01-02,499887,-0.021257931895749465,-0.07362451345752591,-0.10170694107594433,-0.0310194074268607,-0.11251382406248774,-0.036500066281981554,-0.08984129983313495,-0.06713782675162767,-0.07493150885113307,-0.0751080572953303,-0.055408404629478034,-0.08207954563580236,-0.0778218936807745,-0.07369743365953921,-0.07362451345752591,-0.14846505950262873
2020-02-03,510234,-0.020406539315534974,-0.07279692188831627,-0.10181368821074498,-0.03048445892806103,-0.11425719654018685,-0.035681814269380004,-0.09027653047969887,-0.06675626808077854,-0.074198152262643,-0.07331008807132777,-0.05346111116895331,-0.07745665661278964,-0.09246278330426866,-0.07047519513917574,-0.07279692188831627,-0.11834227758018945
2020-03-02,519600,-0.0207008357211916,-0.07995639033567824,-0.10599810094757264,-0.03544770278471917,-0.11697610032666562,-0.04122142917289121,-0.09630696960057075,-0.07444747048733782,-0.08085626430642666,-0.07978420526672383,-0.05943656997496457,-0.08818702715898474,-0.13110829520490305,-0.07117944538510071,-0.07995639033567824,-0.09798551468480235
2020-04-01,530430,-0.3727834807010001,-0.2655831654603287,-0.18835346665652428,-0.23252589375444532,-0.1399075061017305,-0.09091471809978555,-0.10006517039372727,-0.08392703717868634,-0.08214634869839359,-0.08306902094965522,-0.06167569999534228,-0.08899291637271767,-0.12897990828414038,-0.08243513627801415,-0.09650542700192433,-0.11081542629625452
2020-05-01,540703,-0.3685884703938497,-0.23015093835368,-0.17807126535899995,-0.23328138426307926,-0.12967539158276428,-0.08833878687776069,-0.09579087051540112,-0.08349102239745484,-0.08055544803276071,-0.07919428191564999,-0.06042383352713817,-0.0826421267024776,-0.11795754719986258,-0.07223540338877106,-0.09165517324078856,-0.13633023678950318
2020-06-01,550470,-0.3679904145948445,-0.23058511862802858,-0.17722127924660888,-0.2292916784515451,-0.12877563091893773,-0.08856697769853501,-0.09486576571842065,-0.08231949943662323,-0.07929127746973907,-0.07937355210867389,-0.06214430338920624,-0.08347705981354556,-0.12239654559639139,-0.07303941857362964,-0.09050776641833881,-0.13496945025460175
2020-07-01,561228,-0.3679904145948445,-0.23058511862802858,-0.17702347087276565,-0.2292916784515451,-0.12732841038106532,-0.08825130203455551,-0.08852091525080348,-0.08009414387561418,-0.07383964852670527,-0.07509130362565639,-0.061337270029624746,-0.0860376927448032,-0.12562798226846014,-0.08767520609100857,-0.08777251497350513,-0.1358140514815348
2020-08-03,572025,-0.36810353629025927,-0.23058511862802858,-0.1770061686740393,-0.2292916784515451,-0.12948119320202858,-0.08860737297189197,-0.09010313385417237,-0.07655071854286877,-0.07327483893228887,-0.07381844143386754,-0.061025381184352544,-0.08729375802574166,-0.12610048135187518,-0.08659530909927231,-0.08701107578497529,-0.13720763642011594
2020-09-01,582373,-0.3682764847454988,-0.2308940390614115,-0.17637947155366793,-0.22937581545700123,-0.13011393773479926,-0.08792939228809983,-0.08986679263731609,-0.075374648116566,-0.07386582265715569,-0.07009398296308995,-0.05997128648095897,-0.08669869009634895,-0.12328262720110615,-0.08561409868222566,-0.08610145098513812,-0.13360907005967304
2020-10-01,592731,-0.3688080593853718,-0.2308940390614115,-0.1764493235310122,-0.22953844881976287,-0.12996974451377236,-0.08839026354770387,-0.08861329179508365,-0.07068256706436075,-0.07129722000722853,-0.06869685297724336,-0.0604244517958479,-0.08744948899928315,-0.12320798429460372,-0.08743546837707034,-0.08421212320647566,-0.13997916836362337
2020-11-02,603549,-0.36846897527530753,-0.23004028129445175,-0.1763551652737395,-0.22960692004323494,-0.13018486450658845,-0.08762153573502181,-0.0871095074694855,-0.07312944819933165,-0.07031538195091841,-0.06755773380002285,-0.06000898326251056,-0.08686447022819808,-0.12320798429460372,-0.0847700941181853,-0.08324271870514491,-0.13997916836362337
2020-12-01,613381,-0.36898079650072063,-0.23004028129445175,-0.1788457942987492,-0.22977999091731907,-0.13177899254684866,-0.08868300801106692,-0.08633788152834126,-0.07274711793464252,-0.07088349036904366,-0.06885957321370366,-0.060151599630716,-0.08912405704902694,-0.11949146445082617,-0.08664230260038636,-0.08285779735003213,-0.1416058183830178
2021-01-04,624220,-0.36898079650072063,-0.23004028129445175,-0.17904413098780073,-0.22977999091731907,-0.13107535015052663,-0.08732654996272725,-0.08235699461091482,-0.06922031010143204,-0.0664228944377499,-0.06517742112140276,-0.05906294080413245,-0.0877409940869608,-0.11971042282786702,-0.08656040560452516,-0.08014341035389869,-0.13881456049664276
2021-02-01,633619,-0.36898079650072063,-0.23004028129445175,-0.17923283228424483,-0.22977999091731907,-0.13135586885216702,-0.08704302554054912,-0.07940579830037452,-0.06820154509451584,-0.062155182788032726,-0.06266040639293913,-0.0572956967438157,-0.0866619996284077,-0.11971042282786702,-0.08395913594046406,-0.07736443898690261,-0.13881456049664276
2021-03-01,643062,-0.36898079650072063,-0.23004028129445175,-0.17984377452905065,-0.22977999091731907,-0.13202025864914033,-0.08661238914781508,-0.0805720117188103,-0.06725072876397202,-0.06263241680249325,-0.0632151684189169,-0.057425536462067585,-0.08711834606096527,-0.11949045111840005,-0.08410902200930073,-0.07777102376602683,-0.14142550925688951
2021-04-01,654496,-0.3693579890806868,-0.23004028129445175,-0.17872037589288298,-0.2295162741869029,-0.13349241563946168,-0.08615075878249248,-0.08230303709395495,-0.06762793076767347,-0.06158251494695115,-0.06380781391695774,-0.05709959801949542,-0.08699798188894246,-0.11960143702397034,-0.08546947150112136,-0.07756064441373796,-0.14142550925688951
2021-05-03,664961,-0.36905665421010025,-0.21142235236076484,-0.1790299173636506,-0.2286838283084703,-0.133965141550687,-0.08657996964241674,-0.08250585916768369,-0.06730004108142995,-0.06204116489763533,-0.06402686039469811,-0.05840641532653624,-0.08687580455781682,-0.11948177934544756,-0.08631841200053735,-0.07752182833608194,-0.14005547789110012
2021-06-01,674982,-0.36987576479148565,-0.21142235236076484,-0.1782504656590885,-0.22431158879979976,-0.13346507604638788,-0.08742042719118072,-0.08186231824419454,-0.06649214938288375,-0.06170581703886992,-0.06418358001838975,-0.054540128539833296,-0.0865863275544329,-0.1205772949557374,-0.08155120167952272,-0.07694802304650769,-0.14521202169350295
2021-07-01,686034,-0.3715923521543895,-0.21142235236076484,-0.17897069486639264,-0.22250193319967942,-0.13288893364613155,-0.08585873450561293,-0.0816133209001878,-0.06435433040309299,-0.06142345765929218,-0.06378597035391012,-0.054298060828204334,-0.08622776562823038,-0.1246085430973075,-0.082626700638963,-0.07617113615608058,-0.1398336323381927
2021-08-02,696571,-0.37190654837246,-0.21142235236076484,-0.18001305398705417,-0.22130612893081344,-0.13410641860987801,-0.08232611072931835,-0.08073665050863583,-0.06198519105746676,-0.06144821076813274,-0.06440574994362146,-0.05471680833592312,-0.08613551892319395,-0.12678803161521396,-0.08387181322072254,-0.07604779610888246,-0.1401708261153804
2021-09-01,707590,-0.37134063820547597,-0.2099272683651703,-0.17903162806900083,-0.22214689389180858,-0.13309292214822044,-0.08026232149664643,-0.07930843743421116,-0.05972802456768331,-0.06118941307670061,-0.06574070425835078,-0.05478074780040591,-0.08705784261886325,-0.12774835293866388,-0.08406994576452005,-0.0753415607062716,-0.1304113773571002
2021-10-01,718108,-0.3708924509590161,-0.2099272683651703,-0.1750696192542713,-0.2223435105350321,-0.12633748532881112,-0.0747629845147234,-0.07951478102131576,-0.05977794323873564,-0.061442765638280404,-0.06664894744036282,-0.054263044734503156,-0.08774729789261167,-0.12836511509059528,-0.08528036687707584,-0.07492447999664258,-0.12994331328145622
2021-11-01,728616,-0.3702092446141105,-0.2099272683651703,-0.17090743000770187,-0.22166400185006546,-0.12269455599027305,-0.07106398116439318,-0.07866525135492791,-0.05791278603889995,-0.06044513936898334,-0.06575646876908255,-0.05500490081368977,-0.08717465899578702,-0.13346823349064016,-0.08414377033337478,-0.07384032525762531,-0.12795078712865338
2021-12-01,739137,-0.3698067821204289,-0.2099272683651703,-0.1676858025042126,-0.21914950782563938,-0.12261135154417376,-0.07212246962482688,-0.07973707416228826,-0.05846818498667146,-0.06079618909489979,-0.06665420637590692,-0.052838947391243736,-0.08663854354771792,-0.11930075873219573,-0.08065489230000607,-0.07412148460735249,-0.1275561711609601
2022-01-03,750157,-0.36661738479104966,-0.20831828601861538,-0.15788800000483036,-0.21069168338355385,-0.11646401359371708,-0.06933436117393751,-0.07666114477325807,-0.05839107512589154,-0.06076247136312434,-0.06677713716010825,-0.05260343891256876,-0.08656034340738267,-0.11293626655999711,-0.08193753126639058,-0.07213870372451198,-0.1313825280601202
2022-02-01,760187,-0.3621482691230288,-0.20831828601861538,-0.1528384151886784,-0.21071553518901492,-0.1220317443261184,-0.07752470559816949,-0.08221361345024063,-0.06120918933506512,-0.06431022488280481,-0.0678813273089106,-0.06399800395786194,-0.09206791622525094,-0.14162872466871124,-0.08623121943017598,-0.07780315829444187,-0.13014562100605603
2022-03-01,769679,-0.359582926369886,-0.1776162994072334,-0.1490276103116218,-0.19643262325032215,-0.11922328912433955,-0.07853065865818239,-0.0838572058864623,-0.06250230233161405,-0.0661929666892742,-0.0692780989650722,-0.06412431742788538,-0.09257272778331088,-0.14057670083729965,-0.08766428151537281,-0.07794810703783996,-0.13029757465902964
2022-04-01,781150,-0.3604357811711763,-0.17935719277028364,-0.14462577234444463,-0.186458115902596,-0.11684851212185808,-0.07448950181609379,-0.08296429150365792,-0.06160704512580494,-0.06426790700526566,-0.06803240973253817,-0.0610324587775032,-0.09190611805431222,-0.13352341969992262,-0.08676892767460638,-0.07613718899055939,-0.12696932913343564
2022-05-02,791097,-0.3580633156239526,-0.1785722974212054,-0.14216426696345918,-0.18455966467665855,-0.11456306846180972,-0.07567892375682353,-0.08533158230843281,-0.06572344517872575,-0.06850409107934147,-0.07187446110396849,-0.06696077402093865,-0.09476370209703155,-0.13594855460950236,-0.08212513411354633,-0.07932108290058489,-0.127902317095235
2022-06-01,801519,-0.3507347416614949,-0.1343166910790351,-0.14419908313938384,-0.1777494295628079,-0.11753341950304207,-0.08299262885938491,-0.08697893965435022,-0.07002071976484714,-0.0695400054587657,-0.07386011013125325,-0.0674782118215906,-0.09683519789394837,-0.13554836579649876,-0.08277614851863035,-0.08158922429759333,-0.129101987386191
2022-07-01,811917,-0.3452028089747151,-0.12343375381015656,-0.13895512665264273,-0.16934756833454434,-0.11761153366112656,-0.08297294574928518,-0.09477080285540516,-0.07207100077189646,-0.0794550403606216,-0.0797844234387107,-0.07801583585424246,-0.10426484020057111,-0.13744108329642102,-0.08528390311577635,-0.08656001140986684,-0.129101987386191
2022-08-01,821791,-0.3444631625566506,-0.11150635102394388,-0.13905215623694864,-0.1632766100429029,-0.11822340072076194,-0.08212629492858838,-0.09202958740024347,-0.0677833382918027,-0.07812812537245971,-0.07730511485125467,-0.07706821027261097,-0.10244267077994051,-0.13695184165243607,-0.08449729948289361,-0.08439132300173253,-0.13090870045368072
2022-09-01,833153,-0.3446311201558048,-0.11132241591246211,-0.137817429521389,-0.16299929403004,-0.11642365547682451,-0.08076200105851203,-0.09198715268458797,-0.06768294607498111,-0.07720101308467064,-0.07749396912538137,-0.07498678390749623,-0.10242122022163787,-0.13745165790320307,-0.09097943724096862,-0.08412007578703931,-0.13199894247212313
2022-10-03,843540,-0.341645827056158,-0.10527070295274737,-0.13204890216468898,-0.1620901168234574,-0.11214757596429123,-0.07870043166123714,-0.09783019095621077,-0.07419899463293869,-0.0796811234465831,-0.0802408080467153,-0.0748781037435774,-0.10263759947477673,-0.13745165790320307,-0.0909282489763643,-0.08803402359901782,-0.13199894247212313
