run,date,equity,n_pos,drawn,gross
MARGIN_BRIDGE,2022-11-03,489111.97,9,0.0,394814.17
MARGIN_BRIDGE,2022-11-04,498367.07,9,0.0,404069.27
MARGIN_BRIDGE,2022-11-07,506303.67,10,0.0,462052.57
MARGIN_BRIDGE,2022-11-08,513446.55,11,6664.86,520111.41
MARGIN_BRIDGE,2022-11-09,496709.19,13,108110.67,604819.86
MARGIN_BRIDGE,2022-11-10,528284.77,10,0.0,477291.52
MARGIN_BRIDGE,2022-11-11,540475.04,13,108051.06,648526.11
MARGIN_BRIDGE,2022-11-14,537493.46,14,162233.07,699726.53
MARGIN_BRIDGE,2022-11-15,547817.35,14,162266.93,710084.29
MARGIN_BRIDGE,2022-11-16,531032.71,14,162300.8,693333.52
MARGIN_BRIDGE,2022-11-17,527261.77,10,0.0,494115.15
MARGIN_BRIDGE,2022-11-18,529347.43,10,0.0,496200.81
MARGIN_BRIDGE,2022-11-21,525759.68,10,0.0,489910.06
MARGIN_BRIDGE,2022-11-22,534585.76,9,0.0,436446.08
MARGIN_BRIDGE,2022-11-23,534852.12,10,0.0,490109.5
MARGIN_BRIDGE,2022-11-25,533714.54,12,61778.02,595492.56
MARGIN_BRIDGE,2022-11-28,522716.58,12,61790.92,584507.49
MARGIN_BRIDGE,2022-11-29,524575.5,11,5043.09,529618.58
MARGIN_BRIDGE,2022-11-30,533664.48,13,109960.91,643625.39
MARGIN_BRIDGE,2022-12-01,532968.34,13,109985.3,642953.64
MARGIN_BRIDGE,2022-12-02,530484.43,13,110009.7,640494.13
MARGIN_BRIDGE,2022-12-05,515438.32,13,110034.1,625472.42
MARGIN_BRIDGE,2022-12-06,510777.43,11,3492.77,514270.2
MARGIN_BRIDGE,2022-12-07,508125.02,11,3493.54,511618.57
MARGIN_BRIDGE,2022-12-08,506856.67,11,3494.32,510350.99
MARGIN_BRIDGE,2022-12-09,505619.77,11,3495.09,509114.87
MARGIN_BRIDGE,2022-12-12,515853.08,10,0.0,463570.02
MARGIN_BRIDGE,2022-12-13,506032.67,13,105461.97,611494.63
MARGIN_BRIDGE,2022-12-14,504689.27,13,105485.36,610174.62
MARGIN_BRIDGE,2022-12-15,485791.64,13,105508.76,591300.39
MARGIN_BRIDGE,2022-12-16,480600.27,12,49481.84,530082.12
MARGIN_BRIDGE,2022-12-19,468318.89,12,49492.82,517811.71
MARGIN_BRIDGE,2022-12-20,467873.08,12,49503.8,517376.88
MARGIN_BRIDGE,2022-12-21,473140.72,13,96505.0,569645.72
MARGIN_BRIDGE,2022-12-22,460315.13,13,96526.4,556841.54
MARGIN_BRIDGE,2022-12-23,466947.82,13,96547.82,563495.64
MARGIN_BRIDGE,2022-12-27,463677.63,13,96569.23,560246.87
MARGIN_BRIDGE,2022-12-28,452213.66,13,96590.66,548804.32
MARGIN_BRIDGE,2022-12-29,467244.65,13,96612.08,563856.73
MARGIN_BRIDGE,2022-12-30,467799.92,13,96633.51,564433.43
MARGIN_BRIDGE,2023-01-03,465737.5,13,96655.87,562393.37
MARGIN_BRIDGE,2023-01-04,485948.22,13,96678.23,582626.45
MARGIN_BRIDGE,2023-01-05,486784.05,13,96700.6,583484.65
MARGIN_BRIDGE,2023-01-06,504559.94,14,145811.89,650371.84
MARGIN_BRIDGE,2023-01-09,511649.34,14,145845.63,657494.97
MARGIN_BRIDGE,2023-01-10,523665.87,14,145879.37,669545.24
MARGIN_BRIDGE,2023-01-11,530719.48,14,145913.12,676632.6
MARGIN_BRIDGE,2023-01-12,549763.88,14,145946.88,695710.75
MARGIN_BRIDGE,2023-01-13,547000.66,14,145980.64,692981.3
MARGIN_BRIDGE,2023-01-17,548721.87,13,94587.3,643309.16
MARGIN_BRIDGE,2023-01-18,533151.66,11,22607.46,555759.13
MARGIN_BRIDGE,2023-01-19,527142.91,11,22612.69,549755.61
MARGIN_BRIDGE,2023-01-20,539809.38,12,73871.35,613680.73
MARGIN_BRIDGE,2023-01-23,552261.21,12,73888.44,626149.65
MARGIN_BRIDGE,2023-01-24,547873.12,12,73905.54,621778.65
MARGIN_BRIDGE,2023-01-25,552420.98,11,14906.51,567327.5
MARGIN_BRIDGE,2023-01-26,563523.12,12,71005.7,634528.82
MARGIN_BRIDGE,2023-01-27,572373.78,13,127434.01,699807.79
MARGIN_BRIDGE,2023-01-30,557551.38,13,127463.49,685014.87
MARGIN_BRIDGE,2023-01-31,570341.81,13,127492.98,697834.79
MARGIN_BRIDGE,2023-02-01,573676.03,13,127523.69,701199.72
MARGIN_BRIDGE,2023-02-02,584185.67,13,127554.4,711740.07
MARGIN_BRIDGE,2023-02-03,577948.13,13,127585.13,705533.25
MARGIN_BRIDGE,2023-02-06,571598.21,13,127615.86,699214.07
MARGIN_BRIDGE,2023-02-07,579830.3,12,77929.65,657759.96
MARGIN_BRIDGE,2023-02-08,571472.71,12,66685.43,638158.14
MARGIN_BRIDGE,2023-02-09,568721.06,13,124398.77,693119.83
MARGIN_BRIDGE,2023-02-10,573578.17,13,124428.73,698006.91
MARGIN_BRIDGE,2023-02-13,573636.58,13,124458.71,698095.29
MARGIN_BRIDGE,2023-02-14,575155.59,13,124488.68,699644.28
MARGIN_BRIDGE,2023-02-15,575010.54,13,124518.67,699529.21
MARGIN_BRIDGE,2023-02-16,564838.94,13,124548.66,689387.6
MARGIN_BRIDGE,2023-02-17,557083.82,13,99840.52,656924.34
MARGIN_BRIDGE,2023-02-21,550186.88,14,155224.01,705410.89
MARGIN_BRIDGE,2023-02-22,549235.93,13,105538.07,654774.01
MARGIN_BRIDGE,2023-02-23,552828.77,14,161166.76,713995.54
MARGIN_BRIDGE,2023-02-24,552991.83,14,161205.58,714197.42
MARGIN_BRIDGE,2023-02-27,551162.64,14,161244.41,712407.05
MARGIN_BRIDGE,2023-02-28,543260.56,14,161283.25,704543.82
MARGIN_BRIDGE,2023-03-01,542060.05,14,161322.61,703382.67
MARGIN_BRIDGE,2023-03-02,545582.42,14,161361.98,706944.4
MARGIN_BRIDGE,2023-03-03,555573.89,14,161401.36,716975.25
MARGIN_BRIDGE,2023-03-06,551465.02,14,161440.75,712905.77
MARGIN_BRIDGE,2023-03-07,537595.3,14,161480.15,699075.46
MARGIN_BRIDGE,2023-03-08,539448.91,14,158077.93,697526.84
MARGIN_BRIDGE,2023-03-09,516523.94,14,158116.51,674640.45
MARGIN_BRIDGE,2023-03-10,502446.43,13,105756.1,608202.53
MARGIN_BRIDGE,2023-03-13,491612.24,13,105781.91,597394.15
MARGIN_BRIDGE,2023-03-14,498429.09,13,105807.73,604236.82
MARGIN_BRIDGE,2023-03-15,489190.97,13,105833.55,595024.52
MARGIN_BRIDGE,2023-03-16,497545.67,13,105859.38,603405.04
MARGIN_BRIDGE,2023-03-17,487741.1,13,105885.21,593626.32
MARGIN_BRIDGE,2023-03-20,494601.28,13,105911.05,600512.33
MARGIN_BRIDGE,2023-03-21,508002.52,13,105936.9,613939.42
MARGIN_BRIDGE,2023-03-22,492051.83,13,105962.75,598014.59
MARGIN_BRIDGE,2023-03-23,486139.53,13,105988.61,592128.14
MARGIN_BRIDGE,2023-03-24,488449.52,13,106014.48,594464.0
MARGIN_BRIDGE,2023-03-27,494845.68,13,106040.35,600886.03
MARGIN_BRIDGE,2023-03-28,497064.58,13,106066.23,603130.81
MARGIN_BRIDGE,2023-03-29,504833.23,13,106092.12,610925.34
MARGIN_BRIDGE,2023-03-30,504804.29,13,106118.01,610922.3
MARGIN_BRIDGE,2023-03-31,512279.03,13,106143.9,618422.94
MARGIN_BRIDGE,2023-04-03,519077.28,13,106170.57,625247.85
MARGIN_BRIDGE,2023-04-04,514158.66,13,106197.24,620355.9
MARGIN_BRIDGE,2023-04-05,511109.28,10,0.0,468186.98
MARGIN_BRIDGE,2023-04-06,511935.75,11,8056.74,519992.5
MARGIN_BRIDGE,2023-04-10,517518.29,11,8058.77,525577.05
MARGIN_BRIDGE,2023-04-11,517463.62,11,8060.79,525524.41
MARGIN_BRIDGE,2023-04-12,509998.14,11,8062.82,518060.96
MARGIN_BRIDGE,2023-04-13,513221.83,10,0.0,469405.82
MARGIN_BRIDGE,2023-04-14,509880.36,13,110456.73,620337.09
MARGIN_BRIDGE,2023-04-17,517729.4,13,110484.47,628213.87
MARGIN_BRIDGE,2023-04-18,518800.56,13,110512.23,629312.79
MARGIN_BRIDGE,2023-04-19,519103.28,13,110539.99,629643.27
MARGIN_BRIDGE,2023-04-20,513508.87,13,110567.75,624076.62
MARGIN_BRIDGE,2023-04-21,510129.99,13,108318.57,618448.56
MARGIN_BRIDGE,2023-04-24,507896.77,13,108345.78,616242.54
MARGIN_BRIDGE,2023-04-25,493436.64,12,59298.64,552735.28
MARGIN_BRIDGE,2023-04-26,488572.56,12,59313.54,547886.09
MARGIN_BRIDGE,2023-04-27,511085.03,13,108891.82,619976.85
MARGIN_BRIDGE,2023-04-28,520727.66,13,108919.17,629646.83
MARGIN_BRIDGE,2023-05-01,516748.97,13,108947.48,625696.45
MARGIN_BRIDGE,2023-05-02,498790.21,13,108975.8,607766.01
MARGIN_BRIDGE,2023-05-03,491312.9,13,109004.12,600317.02
MARGIN_BRIDGE,2023-05-04,483697.78,13,106418.66,590116.44
MARGIN_BRIDGE,2023-05-05,502524.85,14,148244.43,650769.28
MARGIN_BRIDGE,2023-05-08,500496.26,14,148282.96,648779.22
MARGIN_BRIDGE,2023-05-09,491608.68,14,140837.93,632446.62
MARGIN_BRIDGE,2023-05-10,487931.58,14,140874.54,628806.12
MARGIN_BRIDGE,2023-05-11,479894.72,14,140911.16,620805.88
MARGIN_BRIDGE,2023-05-12,480525.72,14,140947.78,621473.5
MARGIN_BRIDGE,2023-05-15,497528.82,14,140984.42,638513.24
MARGIN_BRIDGE,2023-05-16,487465.05,14,141021.06,628486.11
MARGIN_BRIDGE,2023-05-17,502762.24,14,141057.72,643819.95
MARGIN_BRIDGE,2023-05-18,511449.4,14,141094.38,652543.78
MARGIN_BRIDGE,2023-05-19,508316.98,14,141131.05,649448.03
MARGIN_BRIDGE,2023-05-22,511929.53,14,150284.0,662213.53
MARGIN_BRIDGE,2023-05-23,504090.64,14,150323.06,654413.7
MARGIN_BRIDGE,2023-05-24,494985.7,14,135849.26,630834.96
MARGIN_BRIDGE,2023-05-25,491621.78,14,135884.57,627506.35
MARGIN_BRIDGE,2023-05-26,504177.26,14,135919.89,640097.15
MARGIN_BRIDGE,2023-05-30,510283.0,14,135955.22,646238.21
MARGIN_BRIDGE,2023-05-31,501601.16,14,135990.55,637591.71
MARGIN_BRIDGE,2023-06-01,511934.7,14,136026.06,647960.76
MARGIN_BRIDGE,2023-06-02,526322.54,14,136061.58,662384.12
MARGIN_BRIDGE,2023-06-05,523262.52,14,136097.11,659359.63
MARGIN_BRIDGE,2023-06-06,531444.36,14,136132.65,667577.01
MARGIN_BRIDGE,2023-06-07,546150.68,14,133997.98,680148.66
MARGIN_BRIDGE,2023-06-08,551245.07,14,134032.97,685278.04
MARGIN_BRIDGE,2023-06-09,551749.4,13,89115.94,640865.34
MARGIN_BRIDGE,2023-06-12,555513.33,13,89139.21,644652.55
MARGIN_BRIDGE,2023-06-13,563885.69,14,145232.22,709117.91
MARGIN_BRIDGE,2023-06-14,558872.76,14,145270.14,704142.9
MARGIN_BRIDGE,2023-06-15,565483.62,14,145308.07,710791.69
MARGIN_BRIDGE,2023-06-16,566779.08,14,155150.12,721929.2
MARGIN_BRIDGE,2023-06-20,561995.96,14,155190.63,717186.59
MARGIN_BRIDGE,2023-06-21,555992.93,14,155231.15,711224.08
MARGIN_BRIDGE,2023-06-22,552705.81,12,63879.99,616585.79
MARGIN_BRIDGE,2023-06-23,545590.52,13,118711.13,664301.65
MARGIN_BRIDGE,2023-06-26,548868.35,12,45935.93,594804.28
MARGIN_BRIDGE,2023-06-27,553113.06,12,45947.92,599060.98
MARGIN_BRIDGE,2023-06-28,554833.19,14,156425.94,711259.13
MARGIN_BRIDGE,2023-06-29,560532.58,14,156466.78,716999.37
MARGIN_BRIDGE,2023-06-30,564250.12,14,156507.64,720757.76
MARGIN_BRIDGE,2023-07-03,568926.53,14,156548.75,725475.28
MARGIN_BRIDGE,2023-07-05,568330.05,14,156589.88,724919.93
MARGIN_BRIDGE,2023-07-06,560712.46,14,156631.01,717343.47
MARGIN_BRIDGE,2023-07-07,566728.61,12,44821.4,611550.0
MARGIN_BRIDGE,2023-07-10,568675.18,14,157951.77,726626.95
MARGIN_BRIDGE,2023-07-11,581877.73,14,157993.27,739871.0
MARGIN_BRIDGE,2023-07-12,590580.99,14,158034.77,748615.77
MARGIN_BRIDGE,2023-07-13,595498.63,14,158076.29,753574.92
MARGIN_BRIDGE,2023-07-14,584700.9,14,158117.81,742818.72
MARGIN_BRIDGE,2023-07-17,582090.85,14,168951.11,751041.97
MARGIN_BRIDGE,2023-07-18,592635.41,14,168653.1,761288.51
MARGIN_BRIDGE,2023-07-19,599168.22,14,168697.41,767865.63
MARGIN_BRIDGE,2023-07-20,595440.15,14,177305.18,772745.33
MARGIN_BRIDGE,2023-07-21,596735.58,14,177351.76,774087.34
MARGIN_BRIDGE,2023-07-24,597380.89,14,174029.35,771410.24
MARGIN_BRIDGE,2023-07-25,595350.02,14,174075.07,769425.08
MARGIN_BRIDGE,2023-07-26,594435.95,13,117008.76,711444.72
MARGIN_BRIDGE,2023-07-27,585587.3,13,117039.5,702626.8
MARGIN_BRIDGE,2023-07-28,596185.87,13,128749.03,724934.9
MARGIN_BRIDGE,2023-07-31,598202.2,13,140279.78,738481.97
MARGIN_BRIDGE,2023-08-01,592646.34,13,137897.13,730543.47
MARGIN_BRIDGE,2023-08-02,581952.91,13,137934.5,719887.41
MARGIN_BRIDGE,2023-08-03,580781.53,12,78757.19,659538.72
MARGIN_BRIDGE,2023-08-04,587291.85,13,137619.53,724911.38
MARGIN_BRIDGE,2023-08-07,595030.47,13,137656.83,732687.3
MARGIN_BRIDGE,2023-08-08,589258.13,13,137694.14,726952.27
MARGIN_BRIDGE,2023-08-09,584359.24,12,74953.41,659312.64
MARGIN_BRIDGE,2023-08-10,584222.93,11,10104.35,594327.28
MARGIN_BRIDGE,2023-08-11,584253.95,11,10107.09,594361.04
MARGIN_BRIDGE,2023-08-14,586484.2,13,126726.83,713211.03
MARGIN_BRIDGE,2023-08-15,578918.5,13,126761.18,705679.68
MARGIN_BRIDGE,2023-08-16,572855.02,13,124190.76,697045.78
MARGIN_BRIDGE,2023-08-17,568109.88,13,124224.42,692334.3
MARGIN_BRIDGE,2023-08-18,568790.79,13,124258.09,693048.88
MARGIN_BRIDGE,2023-08-21,570472.65,13,124291.76,694764.42
MARGIN_BRIDGE,2023-08-22,567985.8,13,124325.45,692311.25
MARGIN_BRIDGE,2023-08-23,577280.78,13,124359.15,701639.93
MARGIN_BRIDGE,2023-08-24,567458.59,13,124392.85,691851.45
MARGIN_BRIDGE,2023-08-25,571350.01,12,64744.66,636094.68
MARGIN_BRIDGE,2023-08-28,576951.8,13,122448.41,699400.22
MARGIN_BRIDGE,2023-08-29,589158.18,13,122481.6,711639.78
MARGIN_BRIDGE,2023-08-30,590504.09,13,122514.8,713018.88
MARGIN_BRIDGE,2023-08-31,587193.96,13,122548.0,709741.96
MARGIN_BRIDGE,2023-09-01,585503.14,13,122581.22,708084.36
MARGIN_BRIDGE,2023-09-05,583928.78,13,122614.44,706543.22
MARGIN_BRIDGE,2023-09-06,580864.97,13,120922.04,701787.01
MARGIN_BRIDGE,2023-09-07,580376.53,13,120954.81,701331.35
MARGIN_BRIDGE,2023-09-08,581419.33,13,120987.6,702406.93
MARGIN_BRIDGE,2023-09-11,587699.11,13,121020.39,708719.5
MARGIN_BRIDGE,2023-09-12,576979.76,13,121053.19,698032.95
MARGIN_BRIDGE,2023-09-13,578935.51,13,119079.98,698015.49
MARGIN_BRIDGE,2023-09-14,587407.01,12,69239.62,656646.63
MARGIN_BRIDGE,2023-09-15,580053.2,13,127847.27,707900.47
MARGIN_BRIDGE,2023-09-18,580191.92,13,127881.92,708073.83
MARGIN_BRIDGE,2023-09-19,577994.0,13,133303.83,711297.83
MARGIN_BRIDGE,2023-09-20,573212.38,13,133339.96,706552.34
MARGIN_BRIDGE,2023-09-21,563222.94,13,133376.1,696599.05
MARGIN_BRIDGE,2023-09-22,559150.72,13,133412.25,692562.98
MARGIN_BRIDGE,2023-09-25,558470.41,12,77925.59,636395.99
MARGIN_BRIDGE,2023-09-26,549695.71,12,77946.71,627642.42
MARGIN_BRIDGE,2023-09-27,549553.46,12,77967.83,627521.29
MARGIN_BRIDGE,2023-09-28,557158.27,13,132796.74,689955.01
MARGIN_BRIDGE,2023-09-29,551382.41,13,132832.73,684215.14
MARGIN_BRIDGE,2023-10-02,548419.12,13,132868.73,681287.85
MARGIN_BRIDGE,2023-10-03,534772.49,13,132904.74,667677.23
MARGIN_BRIDGE,2023-10-04,540560.12,13,132940.76,673500.88
MARGIN_BRIDGE,2023-10-05,540075.04,13,132976.79,673051.83
MARGIN_BRIDGE,2023-10-06,548831.07,13,133012.84,681843.91
MARGIN_BRIDGE,2023-10-09,555191.29,13,133048.89,688240.18
MARGIN_BRIDGE,2023-10-10,558909.24,13,133084.95,691994.18
MARGIN_BRIDGE,2023-10-11,559797.62,13,133121.02,692918.64
MARGIN_BRIDGE,2023-10-12,555741.76,13,133157.1,688898.86
MARGIN_BRIDGE,2023-10-13,555116.23,13,133193.19,688309.41
MARGIN_BRIDGE,2023-10-16,564458.29,13,133229.29,697687.57
MARGIN_BRIDGE,2023-10-17,568254.58,13,133265.4,701519.97
MARGIN_BRIDGE,2023-10-18,559447.62,13,133301.51,692749.13
MARGIN_BRIDGE,2023-10-19,554992.64,13,133337.64,688330.29
MARGIN_BRIDGE,2023-10-20,544731.47,13,132990.34,677721.81
MARGIN_BRIDGE,2023-10-23,543722.17,13,133026.38,676748.56
MARGIN_BRIDGE,2023-10-24,549986.79,12,76090.41,626077.2
MARGIN_BRIDGE,2023-10-25,531400.41,12,76111.03,607511.44
MARGIN_BRIDGE,2023-10-26,522996.35,12,73694.71,596691.06
MARGIN_BRIDGE,2023-10-27,525930.64,13,126399.7,652330.34
MARGIN_BRIDGE,2023-10-30,533074.51,13,126433.96,659508.47
MARGIN_BRIDGE,2023-10-31,537552.44,13,126468.22,664020.67
MARGIN_BRIDGE,2023-11-01,548070.16,13,126502.5,674572.66
MARGIN_BRIDGE,2023-11-02,557852.44,13,126536.79,684389.23
MARGIN_BRIDGE,2023-11-03,570456.44,13,126571.08,697027.53
MARGIN_BRIDGE,2023-11-06,568413.19,13,126605.39,695018.58
MARGIN_BRIDGE,2023-11-07,569282.21,13,126639.7,695921.91
MARGIN_BRIDGE,2023-11-08,570419.36,13,126674.03,697093.39
MARGIN_BRIDGE,2023-11-09,568373.13,13,126708.36,695081.49
MARGIN_BRIDGE,2023-11-10,576963.08,12,72710.43,649673.51
MARGIN_BRIDGE,2023-11-13,578188.32,13,130225.9,708414.22
MARGIN_BRIDGE,2023-11-14,593445.34,13,130261.19,723706.54
MARGIN_BRIDGE,2023-11-15,597191.87,13,130296.5,727488.37
MARGIN_BRIDGE,2023-11-16,602835.71,13,130331.81,733167.52
MARGIN_BRIDGE,2023-11-17,601353.62,13,132999.16,734352.78
MARGIN_BRIDGE,2023-11-20,604430.83,13,135288.82,739719.65
MARGIN_BRIDGE,2023-11-21,602076.81,13,135325.49,737402.3
MARGIN_BRIDGE,2023-11-22,607173.51,13,135362.16,742535.67
MARGIN_BRIDGE,2023-11-24,608138.14,13,135398.85,743536.99
MARGIN_BRIDGE,2023-11-27,605563.14,11,22713.16,628276.3
MARGIN_BRIDGE,2023-11-28,605875.87,7,0.0,391532.26
MARGIN_BRIDGE,2023-11-29,604187.61,6,0.0,326262.23
MARGIN_BRIDGE,2023-11-30,607332.03,7,0.0,389842.31
MARGIN_BRIDGE,2023-12-01,612434.69,10,0.0,577432.62
MARGIN_BRIDGE,2023-12-04,614303.18,11,26063.75,640366.92
MARGIN_BRIDGE,2023-12-05,609982.76,11,28578.96,638561.72
MARGIN_BRIDGE,2023-12-06,614972.77,12,89833.51,704806.28
MARGIN_BRIDGE,2023-12-07,617530.36,12,110977.52,728507.88
MARGIN_BRIDGE,2023-12-08,623544.76,13,181251.82,804796.58
MARGIN_BRIDGE,2023-12-11,625991.28,13,181300.95,807292.23
MARGIN_BRIDGE,2023-12-12,623477.39,13,181350.09,804827.48
MARGIN_BRIDGE,2023-12-13,640821.71,13,181399.24,822220.94
MARGIN_BRIDGE,2023-12-14,636669.96,13,181448.4,818118.37
MARGIN_BRIDGE,2023-12-15,631237.22,13,181497.58,812734.8
MARGIN_BRIDGE,2023-12-18,633467.49,11,54764.6,688232.09
MARGIN_BRIDGE,2023-12-19,644066.32,12,117334.96,761401.28
MARGIN_BRIDGE,2023-12-20,634905.17,13,185265.86,820171.03
MARGIN_BRIDGE,2023-12-21,646102.44,11,63252.06,709354.51
MARGIN_BRIDGE,2023-12-22,649507.69,13,193099.32,842607.01
MARGIN_BRIDGE,2023-12-26,654251.06,13,193151.66,847402.72
MARGIN_BRIDGE,2023-12-27,652405.73,13,193204.01,845609.74
MARGIN_BRIDGE,2023-12-28,651200.54,11,63846.0,715046.53
MARGIN_BRIDGE,2023-12-29,648882.05,10,41.74,648923.79
MARGIN_BRIDGE,2024-01-02,661654.19,11,65095.35,726749.55
MARGIN_BRIDGE,2024-01-03,655477.23,13,197374.69,852851.92
MARGIN_BRIDGE,2024-01-04,646191.15,12,125817.35,772008.5
MARGIN_BRIDGE,2024-01-05,651213.18,12,129605.99,780819.16
MARGIN_BRIDGE,2024-01-08,650198.22,12,129641.12,779839.34
MARGIN_BRIDGE,2024-01-09,642925.13,13,186975.49,829900.63
MARGIN_BRIDGE,2024-01-10,643438.65,13,180869.25,824307.9
MARGIN_BRIDGE,2024-01-11,644980.88,13,180918.27,825899.16
MARGIN_BRIDGE,2024-01-12,636526.29,13,180967.31,817493.6
MARGIN_BRIDGE,2024-01-16,624106.79,13,181016.36,805123.14
MARGIN_BRIDGE,2024-01-17,619630.36,13,181065.42,800695.78
MARGIN_BRIDGE,2024-01-18,628771.44,13,181114.49,809885.93
MARGIN_BRIDGE,2024-01-19,632744.32,13,181163.58,813907.9
MARGIN_BRIDGE,2024-01-22,631338.02,13,181212.68,812550.71
MARGIN_BRIDGE,2024-01-23,640370.67,13,176169.71,816540.38
MARGIN_BRIDGE,2024-01-24,637280.98,13,176217.46,813498.44
MARGIN_BRIDGE,2024-01-25,655254.13,13,173391.99,828646.12
MARGIN_BRIDGE,2024-01-26,657238.17,13,173438.99,830677.16
MARGIN_BRIDGE,2024-01-29,660125.3,13,173485.99,833611.3
MARGIN_BRIDGE,2024-01-30,657084.85,13,173533.01,830617.87
MARGIN_BRIDGE,2024-01-31,642771.44,13,173778.64,816550.08
MARGIN_BRIDGE,2024-02-01,648573.09,11,33116.79,681689.89
MARGIN_BRIDGE,2024-02-02,642925.68,13,162081.49,805007.17
MARGIN_BRIDGE,2024-02-05,627662.31,13,162125.42,789787.73
MARGIN_BRIDGE,2024-02-06,633002.64,13,162169.36,795172.0
MARGIN_BRIDGE,2024-02-07,630230.74,13,160219.18,790449.92
MARGIN_BRIDGE,2024-02-08,632536.02,13,160262.6,792798.62
MARGIN_BRIDGE,2024-02-09,627699.44,13,160306.04,788005.48
MARGIN_BRIDGE,2024-02-12,637716.74,13,160349.49,798066.23
MARGIN_BRIDGE,2024-02-13,623709.72,13,160392.95,784102.67
MARGIN_BRIDGE,2024-02-14,625356.74,13,160436.42,785793.16
MARGIN_BRIDGE,2024-02-15,632394.86,13,154281.89,786676.75
MARGIN_BRIDGE,2024-02-16,625676.47,13,154323.71,780000.18
MARGIN_BRIDGE,2024-02-20,622007.25,13,154365.54,776372.79
MARGIN_BRIDGE,2024-02-21,631990.26,13,154407.37,786397.63
MARGIN_BRIDGE,2024-02-22,638720.5,13,154449.22,793169.72
MARGIN_BRIDGE,2024-02-23,625304.69,13,152753.48,778058.17
MARGIN_BRIDGE,2024-02-26,619870.95,13,152794.88,772665.82
MARGIN_BRIDGE,2024-02-27,624334.96,13,159106.91,783441.87
MARGIN_BRIDGE,2024-02-28,622374.66,13,160936.55,783311.21
MARGIN_BRIDGE,2024-02-29,631249.42,13,160653.3,791902.73
MARGIN_BRIDGE,2024-03-01,634768.23,13,160696.85,795465.08
MARGIN_BRIDGE,2024-03-04,626977.87,13,160740.4,787718.27
MARGIN_BRIDGE,2024-03-05,624156.4,13,160783.97,784940.36
MARGIN_BRIDGE,2024-03-06,633766.3,13,159517.42,793283.72
MARGIN_BRIDGE,2024-03-07,637900.64,13,159560.66,797461.3
MARGIN_BRIDGE,2024-03-08,640397.97,13,159603.9,800001.88
MARGIN_BRIDGE,2024-03-11,643378.14,13,159647.16,803025.3
MARGIN_BRIDGE,2024-03-12,641736.92,13,154495.68,796232.6
MARGIN_BRIDGE,2024-03-13,644467.52,13,147782.28,792249.8
MARGIN_BRIDGE,2024-03-14,638136.21,13,147822.33,785958.54
MARGIN_BRIDGE,2024-03-15,633977.28,13,147862.4,781839.68
MARGIN_BRIDGE,2024-03-18,636407.34,13,148831.97,785239.31
MARGIN_BRIDGE,2024-03-19,639977.02,13,148872.31,788849.33
MARGIN_BRIDGE,2024-03-20,662102.54,13,148912.66,811015.2
MARGIN_BRIDGE,2024-03-21,660597.74,13,148953.02,809550.76
MARGIN_BRIDGE,2024-03-22,655218.78,13,163560.77,818779.55
MARGIN_BRIDGE,2024-03-25,658556.51,12,92725.81,751282.33
MARGIN_BRIDGE,2024-03-26,656190.9,13,158918.59,815109.49
MARGIN_BRIDGE,2024-03-27,666711.22,13,158961.66,825672.88
MARGIN_BRIDGE,2024-03-28,667589.03,13,159004.75,826593.77
MARGIN_BRIDGE,2024-04-01,664524.47,13,159047.84,823572.31
MARGIN_BRIDGE,2024-04-02,654082.81,12,92946.32,747029.13
MARGIN_BRIDGE,2024-04-03,655006.09,12,92971.51,747977.61
MARGIN_BRIDGE,2024-04-04,640709.06,13,159069.93,799778.99
MARGIN_BRIDGE,2024-04-05,642938.8,11,29843.61,672782.41
MARGIN_BRIDGE,2024-04-08,644696.87,13,158454.11,803150.99
MARGIN_BRIDGE,2024-04-09,643886.23,13,158497.06,802383.3
MARGIN_BRIDGE,2024-04-10,631909.03,13,158540.02,790449.04
MARGIN_BRIDGE,2024-04-11,638056.61,13,153661.95,791718.55
MARGIN_BRIDGE,2024-04-12,621754.14,13,153703.6,775457.73
MARGIN_BRIDGE,2024-04-15,613552.33,13,153745.25,767297.58
MARGIN_BRIDGE,2024-04-16,610326.78,13,153786.92,764113.71
MARGIN_BRIDGE,2024-04-17,609066.53,13,153828.61,762895.13
MARGIN_BRIDGE,2024-04-18,608552.22,13,153870.3,762422.52
MARGIN_BRIDGE,2024-04-19,606711.74,13,153912.0,760623.75
MARGIN_BRIDGE,2024-04-22,610755.77,13,153953.72,764709.49
MARGIN_BRIDGE,2024-04-23,616499.03,13,153995.44,770494.47
MARGIN_BRIDGE,2024-04-24,622268.87,13,154037.18,776306.05
MARGIN_BRIDGE,2024-04-25,625488.93,13,154078.93,779567.86
MARGIN_BRIDGE,2024-04-26,628622.76,13,154120.69,782743.45
MARGIN_BRIDGE,2024-04-29,634503.44,13,154162.46,788665.9
MARGIN_BRIDGE,2024-04-30,617808.08,13,154204.24,772012.32
MARGIN_BRIDGE,2024-05-01,606352.67,13,154246.04,760598.71
MARGIN_BRIDGE,2024-05-02,614366.82,13,154287.84,768654.66
MARGIN_BRIDGE,2024-05-03,623574.1,13,154329.66,777903.76
MARGIN_BRIDGE,2024-05-06,627349.45,13,154371.49,781720.94
MARGIN_BRIDGE,2024-05-07,623725.09,13,149569.9,773294.99
