arm,null,seed,final_equity
ADDS_LEAN_SIZER,N1,157,673919.33
ADDS_LEAN_SIZER,N1,158,580602.42
ADDS_LEAN_SIZER,N1,159,543564.34
ADDS_LEAN_SIZER,N1,160,477247.14
ADDS_LEAN_SIZER,N1,161,555301.4
ADDS_LEAN_SIZER,N1,162,664531.34
ADDS_LEAN_SIZER,N1,163,359401.89
ADDS_LEAN_SIZER,N1,164,377267.24
ADDS_LEAN_SIZER,N1,165,718082.41
ADDS_LEAN_SIZER,N1,166,595101.83
ADDS_LEAN_SIZER,N1,167,562650.01
ADDS_LEAN_SIZER,N1,168,574650.23
ADDS_LEAN_SIZER,N1,169,588108.36
ADDS_LEAN_SIZER,N1,170,494102.3
ADDS_LEAN_SIZER,N1,171,786709.44
ADDS_LEAN_SIZER,N1,172,438623.85
ADDS_LEAN_SIZER,N1,173,646123.3
ADDS_LEAN_SIZER,N1,174,645867.53
ADDS_LEAN_SIZER,N1,175,806781.25
ADDS_LEAN_SIZER,N1,176,472757.84
ADDS_LEAN_SIZER,N1,177,420371.27
ADDS_LEAN_SIZER,N1,178,757900.07
ADDS_LEAN_SIZER,N1,179,657855.84
ADDS_LEAN_SIZER,N1,180,422641.63
ADDS_LEAN_SIZER,N1,181,517500.73
ADDS_LEAN_SIZER,N1,182,341103.92
ADDS_LEAN_SIZER,N1,183,865673.14
ADDS_LEAN_SIZER,N1,184,789387.78
ADDS_LEAN_SIZER,N1,185,450468.74
ADDS_LEAN_SIZER,N1,186,597277.27
ADDS_LEAN_SIZER,N1,187,632339.88
ADDS_LEAN_SIZER,N1,188,419899.93
ADDS_LEAN_SIZER,N1,189,923140.56
ADDS_LEAN_SIZER,N1,190,527935.81
ADDS_LEAN_SIZER,N1,191,614547.0
ADDS_LEAN_SIZER,N1,192,451817.41
ADDS_LEAN_SIZER,N1,193,896213.21
ADDS_LEAN_SIZER,N1,194,629713.57
ADDS_LEAN_SIZER,N1,195,719827.36
ADDS_LEAN_SIZER,N1,196,659513.13
ADDS_LEAN_SIZER,N1,197,414656.61
ADDS_LEAN_SIZER,N1,198,387238.19
ADDS_LEAN_SIZER,N1,199,763294.7
ADDS_LEAN_SIZER,N2,0,740632.52
ADDS_LEAN_SIZER,N2,1,853134.38
ADDS_LEAN_SIZER,N2,2,597077.73
ADDS_LEAN_SIZER,N2,3,810115.3
ADDS_LEAN_SIZER,N2,4,728675.27
ADDS_LEAN_SIZER,N2,5,570455.91
ADDS_LEAN_SIZER,N2,6,490752.57
ADDS_LEAN_SIZER,N2,7,808484.43
ADDS_LEAN_SIZER,N2,8,581351.27
ADDS_LEAN_SIZER,N2,9,798108.78
ADDS_LEAN_SIZER,N2,10,706793.27
ADDS_LEAN_SIZER,N2,11,796150.35
ADDS_LEAN_SIZER,N2,12,618438.2
ADDS_LEAN_SIZER,N2,13,610850.2
ADDS_LEAN_SIZER,N2,14,796150.35
ADDS_LEAN_SIZER,N2,15,658700.2
ADDS_LEAN_SIZER,N2,16,513711.09
ADDS_LEAN_SIZER,N2,17,503777.39
ADDS_LEAN_SIZER,N2,18,740783.22
ADDS_LEAN_SIZER,N2,19,513429.76
ADDS_LEAN_SIZER,N2,20,775432.14
ADDS_LEAN_SIZER,N2,21,391725.48
ADDS_LEAN_SIZER,N2,22,789525.84
ADDS_LEAN_SIZER,N2,23,604062.96
ADDS_LEAN_SIZER,N2,24,757433.71
ADDS_LEAN_SIZER,N2,25,469091.32
ADDS_LEAN_SIZER,N2,26,694434.81
ADDS_LEAN_SIZER,N2,27,668377.72
ADDS_LEAN_SIZER,N2,28,551856.31
ADDS_LEAN_SIZER,N2,29,826262.12
ADDS_LEAN_SIZER,N2,30,491099.92
ADDS_LEAN_SIZER,N2,31,526532.3
ADDS_LEAN_SIZER,N2,32,487588.03
ADDS_LEAN_SIZER,N2,33,849774.33
ADDS_LEAN_SIZER,N2,34,497506.12
ADDS_LEAN_SIZER,N2,35,928197.81
ADDS_LEAN_SIZER,N2,36,509976.84
ADDS_LEAN_SIZER,N2,37,480929.75
ADDS_LEAN_SIZER,N2,38,775275.76
ADDS_LEAN_SIZER,N2,39,551856.31
ADDS_LEAN_SIZER,N2,40,662136.84
ADDS_LEAN_SIZER,N2,41,789465.3
ADDS_LEAN_SIZER,N2,42,771437.41
ADDS_LEAN_SIZER,N2,43,565234.47
ADDS_LEAN_SIZER,N2,44,651928.48
ADDS_LEAN_SIZER,N2,45,789041.51
ADDS_LEAN_SIZER,N2,46,601525.52
ADDS_LEAN_SIZER,N2,47,747693.21
ADDS_LEAN_SIZER,N2,48,629908.22
ADDS_LEAN_SIZER,N2,49,565538.66
ADDS_LEAN_SIZER,N2,50,827096.01
ADDS_LEAN_SIZER,N2,51,604062.96
ADDS_LEAN_SIZER,N2,52,774793.52
ADDS_LEAN_SIZER,N2,53,682277.55
ADDS_LEAN_SIZER,N2,54,777589.63
ADDS_LEAN_SIZER,N2,55,724781.44
ADDS_LEAN_SIZER,N2,56,547683.76
ADDS_LEAN_SIZER,N2,57,724781.44
ADDS_LEAN_SIZER,N2,58,778058.94
ADDS_LEAN_SIZER,N2,59,558048.39
ADDS_LEAN_SIZER,N2,60,601525.52
ADDS_LEAN_SIZER,N2,61,715816.17
ADDS_LEAN_SIZER,N2,62,724781.44
ADDS_LEAN_SIZER,N2,63,784507.93
ADDS_LEAN_SIZER,N2,64,808908.93
ADDS_LEAN_SIZER,N2,65,808657.66
ADDS_LEAN_SIZER,N2,66,448765.91
ADDS_LEAN_SIZER,N2,67,703930.37
ADDS_LEAN_SIZER,N2,68,586702.24
ADDS_LEAN_SIZER,N2,69,703930.37
ADDS_LEAN_SIZER,N2,70,740939.19
ADDS_LEAN_SIZER,N2,71,438071.09
ADDS_LEAN_SIZER,N2,72,625078.98
ADDS_LEAN_SIZER,N2,73,443047.82
ADDS_LEAN_SIZER,N2,74,693276.82
ADDS_LEAN_SIZER,N2,75,778785.93
ADDS_LEAN_SIZER,N2,76,685787.07
ADDS_LEAN_SIZER,N2,77,778785.93
ADDS_LEAN_SIZER,N2,78,438197.07
ADDS_LEAN_SIZER,N2,79,775532.67
ADDS_LEAN_SIZER,N2,80,734163.21
ADDS_LEAN_SIZER,N2,81,517569.89
ADDS_LEAN_SIZER,N2,82,642819.42
ADDS_LEAN_SIZER,N2,83,581351.27
ADDS_LEAN_SIZER,N2,84,772036.04
ADDS_LEAN_SIZER,N2,85,743626.34
ADDS_LEAN_SIZER,N2,86,526532.3
ADDS_LEAN_SIZER,N2,87,778975.44
ADDS_LEAN_SIZER,N2,88,550432.54
ADDS_LEAN_SIZER,N2,89,438863.61
ADDS_LEAN_SIZER,N2,90,454896.84
ADDS_LEAN_SIZER,N2,91,454096.84
ADDS_LEAN_SIZER,N2,92,835374.12
ADDS_LEAN_SIZER,N2,93,435402.04
ADDS_LEAN_SIZER,N2,94,751536.71
ADDS_LEAN_SIZER,N2,95,1394762.21
ADDS_LEAN_SIZER,N2,96,726321.75
ADDS_LEAN_SIZER,N2,97,570143.28
ADDS_LEAN_SIZER,N2,98,542775.87
ADDS_LEAN_SIZER,N2,99,694918.36
ADDS_LEAN_SIZER,N2,100,652303.06
ADDS_LEAN_SIZER,N2,101,762282.95
ADDS_LEAN_SIZER,N2,102,668348.57
ADDS_LEAN_SIZER,N2,103,628871.53
ADDS_LEAN_SIZER,N2,104,581046.76
ADDS_LEAN_SIZER,N2,105,470032.17
ADDS_LEAN_SIZER,N2,106,809258.56
ADDS_LEAN_SIZER,N2,107,553154.56
ADDS_LEAN_SIZER,N2,108,454896.84
ADDS_LEAN_SIZER,N2,109,773630.88
ADDS_LEAN_SIZER,N2,110,488508.95
ADDS_LEAN_SIZER,N2,111,565538.66
ADDS_LEAN_SIZER,N2,112,542313.43
ADDS_LEAN_SIZER,N2,113,485056.06
ADDS_LEAN_SIZER,N2,114,437251.66
ADDS_LEAN_SIZER,N2,115,798108.78
ADDS_LEAN_SIZER,N2,116,715172.56
ADDS_LEAN_SIZER,N2,117,563223.99
ADDS_LEAN_SIZER,N2,118,684311.43
ADDS_LEAN_SIZER,N2,119,683884.92
ADDS_LEAN_SIZER,N2,120,652303.06
ADDS_LEAN_SIZER,N2,121,742142.24
ADDS_LEAN_SIZER,N2,122,485298.02
ADDS_LEAN_SIZER,N2,123,728655.25
ADDS_LEAN_SIZER,N2,124,577708.45
ADDS_LEAN_SIZER,N2,125,514198.32
ADDS_LEAN_SIZER,N2,126,728675.27
ADDS_LEAN_SIZER,N2,127,738095.94
ADDS_LEAN_SIZER,N2,128,810471.66
ADDS_LEAN_SIZER,N2,129,724781.44
ADDS_LEAN_SIZER,N2,130,683353.22
ADDS_LEAN_SIZER,N2,131,510727.58
ADDS_LEAN_SIZER,N2,132,749810.14
ADDS_LEAN_SIZER,N2,133,648263.79
ADDS_LEAN_SIZER,N2,134,611386.53
ADDS_LEAN_SIZER,N2,135,743969.28
ADDS_LEAN_SIZER,N2,136,565023.18
ADDS_LEAN_SIZER,N2,137,706793.27
ADDS_LEAN_SIZER,N2,138,728655.25
ADDS_LEAN_SIZER,N2,139,773630.88
ADDS_LEAN_SIZER,N2,140,541331.5
ADDS_LEAN_SIZER,N2,141,643341.4
ADDS_LEAN_SIZER,N2,142,808484.43
ADDS_LEAN_SIZER,N2,143,527602.24
ADDS_LEAN_SIZER,N2,144,664705.39
ADDS_LEAN_SIZER,N2,145,810899.98
ADDS_LEAN_SIZER,N2,146,750887.46
ADDS_LEAN_SIZER,N2,147,599070.69
ADDS_LEAN_SIZER,N2,148,789102.05
ADDS_LEAN_SIZER,N2,149,808023.46
ADDS_LEAN_SIZER,N2,150,776754.79
ADDS_LEAN_SIZER,N2,151,436557.9
ADDS_LEAN_SIZER,N2,152,742142.24
ADDS_LEAN_SIZER,N2,153,526985.19
ADDS_LEAN_SIZER,N2,154,712589.48
ADDS_LEAN_SIZER,N2,155,542775.87
ADDS_LEAN_SIZER,N2,156,517089.05
ADDS_LEAN_SIZER,N2,157,810115.3
ADDS_LEAN_SIZER,N2,158,712589.48
ADDS_LEAN_SIZER,N2,159,844738.54
ADDS_LEAN_SIZER,N2,160,533844.49
ADDS_LEAN_SIZER,N2,161,694434.81
ADDS_LEAN_SIZER,N2,162,618438.2
ADDS_LEAN_SIZER,N2,163,616999.13
ADDS_LEAN_SIZER,N2,164,575517.01
ADDS_LEAN_SIZER,N2,165,643341.4
ADDS_LEAN_SIZER,N2,166,829042.52
ADDS_LEAN_SIZER,N2,167,634368.02
ADDS_LEAN_SIZER,N2,168,627156.7
ADDS_LEAN_SIZER,N2,169,542775.87
ADDS_LEAN_SIZER,N2,170,740117.16
ADDS_LEAN_SIZER,N2,171,807949.47
ADDS_LEAN_SIZER,N2,172,600833.16
ADDS_LEAN_SIZER,N2,173,581046.76
ADDS_LEAN_SIZER,N2,174,558048.39
ADDS_LEAN_SIZER,N2,175,742142.24
ADDS_LEAN_SIZER,N2,176,449333.29
ADDS_LEAN_SIZER,N2,177,390956.8
ADDS_LEAN_SIZER,N2,178,664705.39
ADDS_LEAN_SIZER,N2,179,592799.5
ADDS_LEAN_SIZER,N2,180,810899.98
ADDS_LEAN_SIZER,N2,181,808484.43
ADDS_LEAN_SIZER,N2,182,710605.8
ADDS_LEAN_SIZER,N2,183,693564.99
ADDS_LEAN_SIZER,N2,184,749810.14
ADDS_LEAN_SIZER,N2,185,440273.37
ADDS_LEAN_SIZER,N2,186,700452.11
ADDS_LEAN_SIZER,N2,187,665157.39
ADDS_LEAN_SIZER,N2,188,526885.27
ADDS_LEAN_SIZER,N2,189,531984.88
ADDS_LEAN_SIZER,N2,190,741277.62
ADDS_LEAN_SIZER,N2,191,542775.87
ADDS_LEAN_SIZER,N2,192,581046.76
ADDS_LEAN_SIZER,N2,193,492791.45
ADDS_LEAN_SIZER,N2,194,480929.75
ADDS_LEAN_SIZER,N2,195,567452.65
ADDS_LEAN_SIZER,N2,196,808846.49
ADDS_LEAN_SIZER,N2,197,724781.44
ADDS_LEAN_SIZER,N2,198,570923.27
ADDS_LEAN_SIZER,N2,199,610772.7
ADDS_LEAN_GATE,N1,0,552887.57
ADDS_LEAN_GATE,N1,1,541851.92
ADDS_LEAN_GATE,N1,2,559015.66
ADDS_LEAN_GATE,N1,3,543154.64
ADDS_LEAN_GATE,N1,4,545439.62
ADDS_LEAN_GATE,N1,5,552887.57
ADDS_LEAN_GATE,N1,6,544304.9
ADDS_LEAN_GATE,N1,7,552887.57
ADDS_LEAN_GATE,N1,8,521554.01
ADDS_LEAN_GATE,N1,9,552887.57
ADDS_LEAN_GATE,N1,10,507300.31
ADDS_LEAN_GATE,N1,11,552887.57
ADDS_LEAN_GATE,N1,12,548471.99
ADDS_LEAN_GATE,N1,13,585817.82
ADDS_LEAN_GATE,N1,14,584584.71
ADDS_LEAN_GATE,N1,15,552887.57
ADDS_LEAN_GATE,N1,16,609107.8
ADDS_LEAN_GATE,N1,17,549579.69
ADDS_LEAN_GATE,N1,18,552887.57
ADDS_LEAN_GATE,N1,19,552887.57
ADDS_LEAN_GATE,N1,20,552887.57
ADDS_LEAN_GATE,N1,21,552887.57
ADDS_LEAN_GATE,N1,22,518048.06
ADDS_LEAN_GATE,N1,23,552887.57
ADDS_LEAN_GATE,N1,24,552887.57
ADDS_LEAN_GATE,N1,25,546841.23
ADDS_LEAN_GATE,N1,26,576820.62
ADDS_LEAN_GATE,N1,27,552887.57
ADDS_LEAN_GATE,N1,28,558959.35
ADDS_LEAN_GATE,N1,29,552887.57
ADDS_LEAN_GATE,N1,30,518128.48
ADDS_LEAN_GATE,N1,31,552887.57
ADDS_LEAN_GATE,N1,32,552887.57
ADDS_LEAN_GATE,N1,33,552887.57
ADDS_LEAN_GATE,N1,34,572433.35
ADDS_LEAN_GATE,N1,35,551262.84
ADDS_LEAN_GATE,N1,36,541549.72
ADDS_LEAN_GATE,N1,37,562313.99
ADDS_LEAN_GATE,N1,38,589318.16
ADDS_LEAN_GATE,N1,39,535127.4
ADDS_LEAN_GATE,N1,40,552887.57
ADDS_LEAN_GATE,N1,41,569902.0
ADDS_LEAN_GATE,N1,42,552887.57
ADDS_LEAN_GATE,N1,43,563517.18
ADDS_LEAN_GATE,N1,44,553214.66
ADDS_LEAN_GATE,N1,45,506316.7
ADDS_LEAN_GATE,N1,46,563316.74
ADDS_LEAN_GATE,N1,47,524679.87
ADDS_LEAN_GATE,N1,48,575677.11
ADDS_LEAN_GATE,N1,49,552887.57
ADDS_LEAN_GATE,N1,50,581367.75
ADDS_LEAN_GATE,N1,51,548597.18
ADDS_LEAN_GATE,N1,52,512659.52
ADDS_LEAN_GATE,N1,53,554977.8
ADDS_LEAN_GATE,N1,54,553223.18
ADDS_LEAN_GATE,N1,55,552887.57
ADDS_LEAN_GATE,N1,56,552887.57
ADDS_LEAN_GATE,N1,57,525865.59
ADDS_LEAN_GATE,N1,58,552887.57
ADDS_LEAN_GATE,N1,59,552887.57
ADDS_LEAN_GATE,N1,60,552887.57
ADDS_LEAN_GATE,N1,61,552305.55
ADDS_LEAN_GATE,N1,62,534903.57
ADDS_LEAN_GATE,N1,63,552887.57
ADDS_LEAN_GATE,N1,64,494163.58
ADDS_LEAN_GATE,N1,65,527581.75
ADDS_LEAN_GATE,N1,66,552887.57
ADDS_LEAN_GATE,N1,67,547614.97
ADDS_LEAN_GATE,N1,68,552887.57
ADDS_LEAN_GATE,N1,69,586266.98
ADDS_LEAN_GATE,N1,70,552887.57
ADDS_LEAN_GATE,N1,71,552887.57
ADDS_LEAN_GATE,N1,72,568160.87
ADDS_LEAN_GATE,N1,73,502306.76
ADDS_LEAN_GATE,N1,74,552887.57
ADDS_LEAN_GATE,N1,75,552887.57
ADDS_LEAN_GATE,N1,76,555040.07
ADDS_LEAN_GATE,N1,77,552887.57
ADDS_LEAN_GATE,N1,78,552887.57
ADDS_LEAN_GATE,N1,79,552887.57
ADDS_LEAN_GATE,N1,80,552887.57
ADDS_LEAN_GATE,N1,81,601073.05
ADDS_LEAN_GATE,N1,82,501961.38
ADDS_LEAN_GATE,N1,83,569725.98
ADDS_LEAN_GATE,N1,84,563212.2
ADDS_LEAN_GATE,N1,85,552887.57
ADDS_LEAN_GATE,N1,86,553766.28
ADDS_LEAN_GATE,N1,87,602075.99
ADDS_LEAN_GATE,N1,88,552887.57
ADDS_LEAN_GATE,N1,89,552887.57
ADDS_LEAN_GATE,N1,90,565083.49
ADDS_LEAN_GATE,N1,91,511878.54
ADDS_LEAN_GATE,N1,92,552887.57
ADDS_LEAN_GATE,N1,93,553814.65
ADDS_LEAN_GATE,N1,94,552887.57
ADDS_LEAN_GATE,N1,95,554342.34
ADDS_LEAN_GATE,N1,96,529187.26
ADDS_LEAN_GATE,N1,97,538871.57
ADDS_LEAN_GATE,N1,98,552887.57
ADDS_LEAN_GATE,N1,99,513558.24
ADDS_LEAN_GATE,N1,100,581134.09
ADDS_LEAN_GATE,N1,101,556506.77
ADDS_LEAN_GATE,N1,102,557529.59
ADDS_LEAN_GATE,N1,103,555391.33
ADDS_LEAN_GATE,N1,104,589335.33
ADDS_LEAN_GATE,N1,105,534405.06
ADDS_LEAN_GATE,N1,106,563195.18
ADDS_LEAN_GATE,N1,107,537376.68
ADDS_LEAN_GATE,N1,108,546393.22
ADDS_LEAN_GATE,N1,109,543346.13
ADDS_LEAN_GATE,N1,110,547516.47
ADDS_LEAN_GATE,N1,111,552887.57
ADDS_LEAN_GATE,N1,112,535541.67
ADDS_LEAN_GATE,N1,113,548179.45
ADDS_LEAN_GATE,N1,114,522700.4
ADDS_LEAN_GATE,N1,115,552887.57
ADDS_LEAN_GATE,N1,116,552887.57
ADDS_LEAN_GATE,N1,117,565976.96
ADDS_LEAN_GATE,N1,118,530589.62
ADDS_LEAN_GATE,N1,119,552887.57
ADDS_LEAN_GATE,N1,120,537946.48
ADDS_LEAN_GATE,N1,121,552463.97
ADDS_LEAN_GATE,N1,122,563996.13
ADDS_LEAN_GATE,N1,123,569407.71
ADDS_LEAN_GATE,N1,124,560781.7
ADDS_LEAN_GATE,N1,125,558784.88
ADDS_LEAN_GATE,N1,126,552887.57
ADDS_LEAN_GATE,N1,127,512685.79
ADDS_LEAN_GATE,N1,128,552887.57
ADDS_LEAN_GATE,N1,129,581134.09
ADDS_LEAN_GATE,N1,130,555155.17
ADDS_LEAN_GATE,N1,131,519392.2
ADDS_LEAN_GATE,N1,132,542140.18
ADDS_LEAN_GATE,N1,133,542267.56
ADDS_LEAN_GATE,N1,134,552887.57
ADDS_LEAN_GATE,N1,135,507300.31
ADDS_LEAN_GATE,N1,136,534405.06
ADDS_LEAN_GATE,N1,137,562836.96
ADDS_LEAN_GATE,N1,138,575215.51
ADDS_LEAN_GATE,N1,139,552887.57
ADDS_LEAN_GATE,N1,140,552887.57
ADDS_LEAN_GATE,N1,141,524926.93
ADDS_LEAN_GATE,N1,142,552887.57
ADDS_LEAN_GATE,N1,143,566112.99
ADDS_LEAN_GATE,N1,144,535878.85
ADDS_LEAN_GATE,N1,145,547692.63
ADDS_LEAN_GATE,N1,146,552887.57
ADDS_LEAN_GATE,N1,147,540683.34
ADDS_LEAN_GATE,N1,148,561351.57
ADDS_LEAN_GATE,N1,149,552887.57
ADDS_LEAN_GATE,N1,150,552887.57
ADDS_LEAN_GATE,N1,151,565272.04
ADDS_LEAN_GATE,N1,152,546262.11
ADDS_LEAN_GATE,N1,153,545578.96
ADDS_LEAN_GATE,N1,154,586266.98
ADDS_LEAN_GATE,N1,155,581043.16
ADDS_LEAN_GATE,N1,156,560619.51
ADDS_LEAN_GATE,N1,157,552745.45
ADDS_LEAN_GATE,N1,158,512650.5
ADDS_LEAN_GATE,N1,159,552887.57
ADDS_LEAN_GATE,N1,160,536521.34
ADDS_LEAN_GATE,N1,161,552887.57
ADDS_LEAN_GATE,N1,162,564838.8
ADDS_LEAN_GATE,N1,163,552887.57
ADDS_LEAN_GATE,N1,164,524926.93
ADDS_LEAN_GATE,N1,165,549463.82
ADDS_LEAN_GATE,N1,166,553695.72
ADDS_LEAN_GATE,N1,167,552887.57
ADDS_LEAN_GATE,N1,168,552887.57
ADDS_LEAN_GATE,N1,169,535553.33
ADDS_LEAN_GATE,N1,170,580231.44
ADDS_LEAN_GATE,N1,171,559183.76
ADDS_LEAN_GATE,N1,172,490040.48
ADDS_LEAN_GATE,N1,173,507316.63
ADDS_LEAN_GATE,N1,174,555155.17
ADDS_LEAN_GATE,N1,175,565683.77
ADDS_LEAN_GATE,N1,176,555155.17
ADDS_LEAN_GATE,N1,177,552887.57
ADDS_LEAN_GATE,N1,178,552887.57
ADDS_LEAN_GATE,N1,179,552887.57
ADDS_LEAN_GATE,N1,180,552887.57
ADDS_LEAN_GATE,N1,181,552887.57
ADDS_LEAN_GATE,N1,182,502306.76
ADDS_LEAN_GATE,N1,183,551000.77
ADDS_LEAN_GATE,N1,184,544326.72
ADDS_LEAN_GATE,N1,185,574454.63
ADDS_LEAN_GATE,N1,186,677789.01
ADDS_LEAN_GATE,N1,187,552887.57
ADDS_LEAN_GATE,N1,188,557030.97
ADDS_LEAN_GATE,N1,189,520663.2
ADDS_LEAN_GATE,N1,190,594159.68
ADDS_LEAN_GATE,N1,191,550379.76
ADDS_LEAN_GATE,N1,192,538021.59
ADDS_LEAN_GATE,N1,193,552887.57
ADDS_LEAN_GATE,N1,194,552887.57
ADDS_LEAN_GATE,N1,195,552887.57
ADDS_LEAN_GATE,N1,196,552887.57
ADDS_LEAN_GATE,N1,197,552887.57
ADDS_LEAN_GATE,N1,198,555685.15
ADDS_LEAN_GATE,N1,199,553650.78
ADDS_LEAN_GATE,N2,0,551211.26
ADDS_LEAN_GATE,N2,1,552887.57
ADDS_LEAN_GATE,N2,2,552887.57
ADDS_LEAN_GATE,N2,3,534944.05
ADDS_LEAN_GATE,N2,4,552887.57
ADDS_LEAN_GATE,N2,5,552887.57
ADDS_LEAN_GATE,N2,6,552887.57
ADDS_LEAN_GATE,N2,7,507678.57
ADDS_LEAN_GATE,N2,8,552887.57
ADDS_LEAN_GATE,N2,9,552887.57
ADDS_LEAN_GATE,N2,10,552887.57
ADDS_LEAN_GATE,N2,11,552887.57
ADDS_LEAN_GATE,N2,12,549798.11
ADDS_LEAN_GATE,N2,13,552887.57
ADDS_LEAN_GATE,N2,14,507678.57
ADDS_LEAN_GATE,N2,15,533322.14
ADDS_LEAN_GATE,N2,16,552887.57
ADDS_LEAN_GATE,N2,17,552887.57
ADDS_LEAN_GATE,N2,18,552887.57
ADDS_LEAN_GATE,N2,19,552887.57
ADDS_LEAN_GATE,N2,20,520825.13
ADDS_LEAN_GATE,N2,21,534944.05
ADDS_LEAN_GATE,N2,22,552887.57
ADDS_LEAN_GATE,N2,23,549798.11
ADDS_LEAN_GATE,N2,24,520825.13
ADDS_LEAN_GATE,N2,25,552887.57
ADDS_LEAN_GATE,N2,26,552887.57
ADDS_LEAN_GATE,N2,27,552887.57
ADDS_LEAN_GATE,N2,28,552887.57
ADDS_LEAN_GATE,N2,29,552887.57
ADDS_LEAN_GATE,N2,30,552887.57
ADDS_LEAN_GATE,N2,31,552887.57
ADDS_LEAN_GATE,N2,32,552887.57
ADDS_LEAN_GATE,N2,33,552887.57
ADDS_LEAN_GATE,N2,34,549798.11
ADDS_LEAN_GATE,N2,35,507678.57
ADDS_LEAN_GATE,N2,36,549798.11
ADDS_LEAN_GATE,N2,37,552887.57
ADDS_LEAN_GATE,N2,38,552887.57
ADDS_LEAN_GATE,N2,39,552887.57
ADDS_LEAN_GATE,N2,40,552887.57
ADDS_LEAN_GATE,N2,41,552887.57
ADDS_LEAN_GATE,N2,42,543346.13
ADDS_LEAN_GATE,N2,43,552887.57
ADDS_LEAN_GATE,N2,44,534944.05
ADDS_LEAN_GATE,N2,45,520825.13
ADDS_LEAN_GATE,N2,46,552887.57
ADDS_LEAN_GATE,N2,47,534944.05
ADDS_LEAN_GATE,N2,48,552887.57
ADDS_LEAN_GATE,N2,49,552887.57
ADDS_LEAN_GATE,N2,50,549798.11
ADDS_LEAN_GATE,N2,51,552887.57
ADDS_LEAN_GATE,N2,52,534944.05
ADDS_LEAN_GATE,N2,53,507678.57
ADDS_LEAN_GATE,N2,54,534944.05
ADDS_LEAN_GATE,N2,55,552887.57
ADDS_LEAN_GATE,N2,56,549798.11
ADDS_LEAN_GATE,N2,57,552887.57
ADDS_LEAN_GATE,N2,58,552887.57
ADDS_LEAN_GATE,N2,59,551211.26
ADDS_LEAN_GATE,N2,60,552887.57
ADDS_LEAN_GATE,N2,61,552887.57
ADDS_LEAN_GATE,N2,62,552887.57
ADDS_LEAN_GATE,N2,63,520326.47
ADDS_LEAN_GATE,N2,64,552887.57
ADDS_LEAN_GATE,N2,65,552887.57
ADDS_LEAN_GATE,N2,66,551211.26
ADDS_LEAN_GATE,N2,67,552887.57
ADDS_LEAN_GATE,N2,68,552887.57
ADDS_LEAN_GATE,N2,69,552887.57
ADDS_LEAN_GATE,N2,70,551211.26
ADDS_LEAN_GATE,N2,71,552887.57
ADDS_LEAN_GATE,N2,72,549798.11
ADDS_LEAN_GATE,N2,73,507678.57
ADDS_LEAN_GATE,N2,74,549798.11
ADDS_LEAN_GATE,N2,75,552887.57
ADDS_LEAN_GATE,N2,76,552887.57
ADDS_LEAN_GATE,N2,77,552887.57
ADDS_LEAN_GATE,N2,78,552887.57
ADDS_LEAN_GATE,N2,79,552887.57
ADDS_LEAN_GATE,N2,80,520825.13
ADDS_LEAN_GATE,N2,81,552887.57
ADDS_LEAN_GATE,N2,82,552887.57
ADDS_LEAN_GATE,N2,83,552887.57
ADDS_LEAN_GATE,N2,84,543346.13
ADDS_LEAN_GATE,N2,85,551211.26
ADDS_LEAN_GATE,N2,86,520825.13
ADDS_LEAN_GATE,N2,87,552887.57
ADDS_LEAN_GATE,N2,88,552887.57
ADDS_LEAN_GATE,N2,89,549798.11
ADDS_LEAN_GATE,N2,90,552887.57
ADDS_LEAN_GATE,N2,91,552887.57
ADDS_LEAN_GATE,N2,92,520825.13
ADDS_LEAN_GATE,N2,93,507678.57
ADDS_LEAN_GATE,N2,94,552887.57
ADDS_LEAN_GATE,N2,95,552887.57
ADDS_LEAN_GATE,N2,96,534944.05
ADDS_LEAN_GATE,N2,97,552887.57
ADDS_LEAN_GATE,N2,98,520326.47
ADDS_LEAN_GATE,N2,99,552887.57
ADDS_LEAN_GATE,N2,100,534944.05
ADDS_LEAN_GATE,N2,101,552887.57
ADDS_LEAN_GATE,N2,102,552887.57
ADDS_LEAN_GATE,N2,103,520825.13
ADDS_LEAN_GATE,N2,104,520326.47
ADDS_LEAN_GATE,N2,105,552887.57
ADDS_LEAN_GATE,N2,106,552887.57
ADDS_LEAN_GATE,N2,107,543346.13
ADDS_LEAN_GATE,N2,108,552887.57
ADDS_LEAN_GATE,N2,109,534944.05
ADDS_LEAN_GATE,N2,110,520326.47
ADDS_LEAN_GATE,N2,111,552887.57
ADDS_LEAN_GATE,N2,112,549798.11
ADDS_LEAN_GATE,N2,113,552887.57
ADDS_LEAN_GATE,N2,114,552887.57
ADDS_LEAN_GATE,N2,115,552887.57
ADDS_LEAN_GATE,N2,116,552887.57
ADDS_LEAN_GATE,N2,117,518839.73
ADDS_LEAN_GATE,N2,118,552887.57
ADDS_LEAN_GATE,N2,119,552887.57
ADDS_LEAN_GATE,N2,120,507678.57
ADDS_LEAN_GATE,N2,121,520326.47
ADDS_LEAN_GATE,N2,122,552887.57
ADDS_LEAN_GATE,N2,123,534944.05
ADDS_LEAN_GATE,N2,124,551211.26
ADDS_LEAN_GATE,N2,125,507678.57
ADDS_LEAN_GATE,N2,126,552887.57
ADDS_LEAN_GATE,N2,127,552887.57
ADDS_LEAN_GATE,N2,128,552887.57
