variant,ticker,entry_date,days,last_date,exit_date,exit_reason,trade_ret
SCORE_RS,CERN,2016-02-04,35,2016-03-23,2016-03-24,rollback,-0.08218219968525997
SCORE_RS,AMT,2016-02-25,21,2016-03-23,2016-03-24,rollback,0.11347597177103164
SCORE_RS,APA,2016-02-29,19,2016-03-23,2016-03-24,rollback,0.19042795644466914
SCORE_RS,AIV,2016-03-02,18,2016-03-24,2016-03-28,rollback,0.07347439053524862
SCORE_RS,AMGN,2016-03-08,21,2016-04-05,2016-04-06,rollback,0.05003744298454649
SCORE_RS,ILMN,2016-03-28,8,2016-04-05,2016-04-06,rollback,0.04681612058504192
SCORE_RS,NOC,2016-03-16,18,2016-04-08,2016-04-11,rollback,0.05311220741051814
SCORE_RS,CELG,2016-03-23,14,2016-04-11,2016-04-12,rollback,0.0061343719571564925
SCORE_RS,NEM,2016-04-06,7,2016-04-13,2016-04-14,rollback,0.09333333333333327
SCORE_RS,CVX,2016-04-11,12,2016-04-25,2016-04-26,rollback,0.0534737276762669
SCORE_RS,EW,2016-03-28,23,2016-04-26,2016-04-27,rollback,0.28099784437560804
SCORE_RS,ICE,2016-01-06,79,2016-04-27,2016-04-28,rollback,-0.05317647058823549
SCORE_RS,HBI,2016-01-06,81,2016-04-29,2016-05-02,rollback,-0.013229308005427431
SCORE_RS,HAL,2016-04-07,20,2016-05-03,2016-05-04,rollback,0.11565193216569325
SCORE_RS,NBL,2016-04-12,17,2016-05-03,2016-05-04,rollback,0.10851521672302478
SCORE_RS,EQIX,2016-04-26,13,2016-05-11,2016-05-12,rollback,0.04908595400679827
SCORE_RS,FRT,2016-05-04,7,2016-05-11,2016-05-12,rollback,0.006892534705368325
SCORE_RS,CLX,2016-03-17,44,2016-05-17,2016-05-18,rollback,0.01792593757370775
SCORE_RS,ARG,2016-03-24,41,2016-05-20,2016-05-20,delisted,0.008963862224731
SCORE_RS,CRM,2016-05-13,16,2016-06-03,2016-06-06,rollback,0.09026315789473638
SCORE_RS,SRE,2016-05-02,27,2016-06-07,2016-06-08,rollback,0.05102928385039185
SCORE_RS,MU,2016-04-14,41,2016-06-09,2016-06-10,rollback,0.1417979610750686
SCORE_RS,WDC,2016-04-27,33,2016-06-10,2016-06-13,rollback,0.04807908335205546
SCORE_RS,FE,2016-04-28,32,2016-06-10,2016-06-13,rollback,0.03091521273339426
SCORE_RS,URI,2016-05-18,18,2016-06-10,2016-06-13,rollback,0.1174254317111465
SCORE_RS,CVC,2016-03-29,59,2016-06-20,2016-06-20,delisted,0.055387409200968296
SCORE_RS,ROST,2016-06-15,15,2016-07-05,2016-07-06,rollback,0.045075125208680955
SCORE_RS,ATVI,2016-06-15,17,2016-07-07,2016-07-08,rollback,0.056682267290692145
SCORE_RS,NEM,2016-06-06,27,2016-07-12,2016-07-13,rollback,0.1512747875354119
SCORE_RS,WDC,2016-07-08,6,2016-07-14,2016-07-15,rollback,0.0839408456571551
SCORE_RS,YUM,2016-05-13,45,2016-07-15,2016-07-18,rollback,0.07898645965964324
SCORE_RS,NVDA,2016-07-06,21,2016-08-02,2016-08-03,rollback,0.19038706933219873
SCORE_RS,MRO,2016-05-23,65,2016-08-22,2016-08-23,rollback,0.22222222222222188
SCORE_RS,NOV,2016-07-15,28,2016-08-22,2016-08-23,rollback,0.03823529411764692
SCORE_RS,AABA,2016-06-10,53,2016-08-23,2016-08-24,rollback,0.1495807411414647
SCORE_RS,APTV,2016-08-24,7,2016-08-31,2016-09-01,rollback,0.04196625091709483
SCORE_RS,APA,2016-06-08,69,2016-09-13,2016-09-14,rollback,-0.032033898305084074
SCORE_RS,D,2016-08-23,25,2016-09-26,2016-09-27,rollback,0.006808064938466085
SCORE_RS,NI,2016-05-04,103,2016-09-27,2016-09-28,rollback,0.0728218465539654
SCORE_RS,RHT,2016-09-15,15,2016-10-04,2016-10-05,rollback,0.08293677770224339
SCORE_RS,LUV,2016-09-28,6,2016-10-04,2016-10-05,rollback,0.012717363093693201
SCORE_RS,FSLR,2016-07-18,71,2016-10-24,2016-10-25,rollback,-0.144616026711185
SCORE_RS,VRSN,2016-06-15,94,2016-10-25,2016-10-26,rollback,-0.06793382611756316
SCORE_RS,HBAN,2016-10-05,19,2016-10-28,2016-10-31,rollback,0.05840886203424045
SCORE_RS,CMG,2016-09-27,37,2016-11-15,2016-11-16,rollback,-0.04886769964243154
SCORE_RS,SHW,2016-08-03,76,2016-11-16,2016-11-17,rollback,-0.1302365964836122
SCORE_RS,SLG,2016-09-01,55,2016-11-16,2016-11-17,rollback,-0.1157735596087649
SCORE_RS,FCX,2016-10-26,18,2016-11-17,2016-11-18,rollback,0.31961722488038324
SCORE_RS,STT,2016-10-05,36,2016-11-22,2016-11-23,rollback,0.08807569222206713
SCORE_RS,APC,2016-11-16,13,2016-12-02,2016-12-05,rollback,0.11199999999999966
SCORE_RS,MON,2016-11-17,16,2016-12-08,2016-12-09,rollback,0.042014302741358645
SCORE_RS,PKI,2016-11-17,20,2016-12-14,2016-12-15,rollback,0.03692188107267835
SCORE_RS,BWA,2016-11-18,19,2016-12-14,2016-12-15,rollback,0.10957356678904251
SCORE_RS,PCG,2016-12-09,5,2016-12-14,2016-12-15,rollback,0.004561581348200949
SCORE_RS,DTE,2016-11-23,17,2016-12-15,2016-12-16,rollback,0.041262658909717365
SCORE_RS,EXC,2016-12-05,14,2016-12-21,2016-12-22,rollback,0.06969696969696959
SCORE_RS,SHW,2016-12-22,19,2017-01-19,2017-01-20,rollback,0.04361074982957702
SCORE_RS,CERN,2016-12-16,25,2017-01-23,2017-01-24,rollback,0.035169749949176765
SCORE_RS,ILMN,2016-12-16,27,2017-01-25,2017-01-26,rollback,0.22689586978017773
SCORE_RS,COG,2017-01-20,21,2017-02-16,2017-02-17,rollback,0.012764084507042472
SCORE_RS,FE,2016-12-16,46,2017-02-22,2017-02-23,rollback,-0.010543130990415595
SCORE_RS,SRCL,2016-10-31,81,2017-02-24,2017-02-27,rollback,0.036737235367372945
SCORE_RS,GT,2017-01-26,22,2017-02-24,2017-02-27,rollback,0.11757269279393112
SCORE_RS,NLSN,2016-08-23,130,2017-02-27,2017-02-28,rollback,-0.16538244690847625
SCORE_RS,PLD,2017-02-17,8,2017-02-28,2017-03-01,rollback,0.019146390107698474
SCORE_RS,PBI,2017-02-27,3,2017-02-28,2017-03-01,index_drop,-0.015703069236259748
SCORE_RS,SO,2017-02-23,6,2017-03-01,2017-03-02,rollback,0.015918367346938522
SCORE_RS,KO,2017-01-24,30,2017-03-06,2017-03-07,rollback,0.012780323125150872
SCORE_RS,SWN,2016-06-21,199,2017-04-03,2017-04-04,index_drop,-0.42422044960116023
SCORE_RS,CHK,2016-07-13,186,2017-04-05,2017-04-06,rollback,0.3755555555555581
SCORE_RS,WYNN,2017-03-02,26,2017-04-05,2017-04-06,rollback,0.13158663679750648
SCORE_RS,MDLZ,2017-04-06,15,2017-04-26,2017-04-27,rollback,0.02776513427400973
SCORE_RS,UAA,2017-04-27,4,2017-05-01,2017-05-02,rollback,0.030405405405405483
SCORE_RS,GOOGL,2017-04-04,32,2017-05-17,2017-05-18,rollback,0.11226415094339615
SCORE_RS,NI,2017-05-18,16,2017-06-08,2017-06-09,rollback,0.05669679539852068
SCORE_RS,AMD,2017-05-02,29,2017-06-09,2017-06-12,rollback,0.0017050298380225648
SCORE_RS,JWN,2017-02-27,81,2017-06-20,2017-06-21,rollback,-0.008419689119171792
SCORE_RS,ADBE,2017-06-21,6,2017-06-27,2017-06-28,rollback,-0.014267990074441794
SCORE_RS,EOG,2017-03-07,85,2017-07-05,2017-07-06,rollback,-0.09830677290836809
SCORE_RS,MOS,2017-06-12,29,2017-07-20,2017-07-21,rollback,0.039557635048915074
SCORE_RS,CTSH,2017-07-06,14,2017-07-24,2017-07-25,rollback,0.05266325609389155
SCORE_RS,MUR,2017-03-02,102,2017-07-25,2017-07-26,index_drop,-0.09573361082206111
SCORE_RS,KMI,2016-10-25,194,2017-08-01,2017-08-02,rollback,-0.0678357175819091
SCORE_RS,SRCL,2017-04-06,85,2017-08-04,2017-08-07,rollback,-0.04805242082271621
SCORE_RS,MRO,2017-03-02,111,2017-08-07,2017-08-08,rollback,-0.2449230769230768
SCORE_RS,ILMN,2017-02-28,117,2017-08-11,2017-08-14,rollback,0.1721464206287191
SCORE_RS,TRIP,2017-07-26,15,2017-08-14,2017-08-15,rollback,0.059938524590164244
SCORE_RS,PRGO,2017-07-21,22,2017-08-18,2017-08-21,rollback,0.02184273232724321
SCORE_RS,ISRG,2017-08-14,11,2017-08-25,2017-08-28,rollback,0.032576014960247646
SCORE_RS,MCO,2017-08-15,14,2017-08-31,2017-09-01,rollback,0.02833575192851101
SCORE_RS,COG,2017-08-02,28,2017-09-08,2017-09-11,rollback,0.03691941246526431
SCORE_RS,HSIC,2017-08-08,26,2017-09-12,2017-09-13,rollback,-0.007062199798881785
SCORE_RS,M,2017-06-28,56,2017-09-14,2017-09-15,rollback,-0.05213270142180171
SCORE_RS,ORLY,2017-08-28,16,2017-09-18,2017-09-19,rollback,0.05255087300823025
SCORE_RS,NDAQ,2017-09-19,4,2017-09-21,2017-09-22,rollback,0.010628335053579852
SCORE_RS,KEY,2017-06-09,76,2017-09-25,2017-09-26,rollback,-0.0032644178454849238
SCORE_RS,NOV,2017-09-01,21,2017-09-29,2017-10-02,rollback,0.15114006514657996
SCORE_RS,AKAM,2016-12-15,203,2017-10-04,2017-10-05,rollback,-0.242628349049544
SCORE_RS,PCAR,2017-08-07,45,2017-10-06,2017-10-09,rollback,0.073462046544438
SCORE_RS,XEC,2017-08-21,35,2017-10-06,2017-10-09,rollback,0.18621041879468914
SCORE_RS,EXC,2017-10-02,20,2017-10-26,2017-10-27,rollback,0.05289605924358676
SCORE_RS,K,2017-09-11,40,2017-11-02,2017-11-03,rollback,-0.08979591836734713
SCORE_RS,INTU,2017-10-09,22,2017-11-06,2017-11-07,rollback,0.06172925038104471
SCORE_RS,HP,2017-10-27,13,2017-11-13,2017-11-14,rollback,0.0836075091929549
SCORE_RS,MCK,2017-09-22,47,2017-11-27,2017-11-28,rollback,-0.04792542016806711
SCORE_RS,COTY,2017-09-15,56,2017-12-01,2017-12-04,rollback,0.0034944670937682165
SCORE_RS,CVS,2017-11-14,15,2017-12-04,2017-12-05,rollback,0.010822206605762386
SCORE_RS,NLSN,2017-09-13,63,2017-12-08,2017-12-11,rollback,-0.03701825557809424
SCORE_RS,TJX,2017-09-26,54,2017-12-08,2017-12-11,rollback,-0.0035135135135132556
SCORE_RS,UPS,2017-11-28,11,2017-12-11,2017-12-12,rollback,0.02432455911736553
SCORE_RS,ANDV,2017-12-05,8,2017-12-13,2017-12-14,rollback,0.017534042156313934
SCORE_RS,ORLY,2017-11-03,30,2017-12-14,2017-12-15,rollback,0.15182070050380103
SCORE_RS,VRTX,2017-10-09,58,2017-12-28,2017-12-29,rollback,-0.034648700673724386
SCORE_RS,RRC,2017-11-07,41,2018-01-04,2018-01-05,rollback,-0.11244143675169149
SCORE_RS,ALXN,2017-12-11,18,2018-01-04,2018-01-05,rollback,0.08645330995177569
SCORE_RS,WU,2018-01-05,9,2018-01-17,2018-01-18,rollback,0.03907455012853478
SCORE_RS,EOG,2017-12-04,33,2018-01-19,2018-01-22,rollback,0.11529847112669178
SCORE_RS,VMC,2017-12-14,26,2018-01-22,2018-01-23,rollback,0.07882333820900356
SCORE_RS,MAT,2018-01-22,5,2018-01-25,2018-01-26,rollback,0.038557213930348055
SCORE_RS,VRSN,2017-12-12,32,2018-01-26,2018-01-29,rollback,0.0033184874683434007
SCORE_RS,CA,2017-07-25,134,2018-02-01,2018-02-02,rollback,-0.008043665613330031
SCORE_RS,SLG,2018-01-29,5,2018-02-01,2018-02-02,rollback,0.00929704425751865
SCORE_RS,FIS,2018-01-05,21,2018-02-02,2018-02-05,rollback,0.05728400252259869
SCORE_RS,AFL,2017-12-29,36,2018-02-20,2018-02-21,rollback,0.0054353980296679705
SCORE_RS,DTE,2018-01-26,18,2018-02-20,2018-02-21,rollback,-0.02669055927567665
SCORE_RS,CME,2018-02-07,12,2018-02-22,2018-02-23,rollback,0.015945043171361695
SCORE_RS,PSA,2017-10-05,100,2018-02-27,2018-02-28,rollback,-0.09645237984243149
SCORE_RS,MOS,2018-02-21,6,2018-02-27,2018-02-28,rollback,-0.023973846712676994
SCORE_RS,AXP,2018-02-02,19,2018-02-28,2018-03-01,rollback,-0.0171807495227565
SCORE_RS,BDX,2018-02-28,10,2018-03-12,2018-03-13,rollback,0.007412010119390855
SCORE_RS,EXR,2017-12-11,65,2018-03-14,2018-03-15,rollback,-0.002437891804039638
SCORE_RS,SCHW,2018-02-02,29,2018-03-14,2018-03-15,rollback,0.02867579908675788
SCORE_RS,EXC,2018-01-18,43,2018-03-19,2018-03-20,rollback,-0.018205128205127763
SCORE_RS,AGN,2018-03-13,7,2018-03-20,2018-03-21,rollback,0.028959105471449087
SCORE_RS,MCHP,2018-02-28,18,2018-03-22,2018-03-23,rollback,0.0814135540147618
SCORE_RS,MRO,2018-03-21,3,2018-03-22,2018-03-23,rollback,0.03250975292587799
SCORE_RS,HRS,2018-03-26,4,2018-03-28,2018-03-29,rollback,0.007114524963797386
SCORE_RS,MRK,2018-03-29,10,2018-04-11,2018-04-12,rollback,0.02239884393063596
SCORE_RS,NFLX,2018-04-12,9,2018-04-23,2018-04-24,rollback,0.03066650738249832
SCORE_RS,HAL,2018-03-26,22,2018-04-24,2018-04-25,rollback,0.08487555839183147
SCORE_RS,KIM,2018-02-21,49,2018-04-30,2018-05-01,rollback,-0.047868852459017286
SCORE_RS,STI,2018-04-25,14,2018-05-11,2018-05-14,rollback,0.02650281314776426
SCORE_RS,NVDA,2018-03-21,40,2018-05-15,2018-05-16,rollback,-0.021338039467351466
SCORE_RS,PWR,2018-02-23,63,2018-05-22,2018-05-23,rollback,-0.006640841173215728
SCORE_RS,UAA,2018-04-24,22,2018-05-22,2018-05-23,rollback,0.17857142857142816
SCORE_RS,SYF,2018-01-23,89,2018-05-29,2018-05-30,rollback,-0.1159309994926434
SCORE_RS,AAP,2018-05-24,6,2018-05-31,2018-06-01,rollback,0.04476159584819972
SCORE_RS,LB,2018-03-01,69,2018-06-06,2018-06-07,rollback,-0.1657359839178022
SCORE_RS,SLG,2018-06-01,16,2018-06-21,2018-06-22,rollback,0.02629819290746971
SCORE_RS,VZ,2018-05-14,35,2018-06-29,2018-07-02,rollback,0.032463529895212506
SCORE_RS,KO,2018-07-02,6,2018-07-09,2018-07-10,rollback,0.016674280493375715
SCORE_RS,PRGO,2017-12-18,142,2018-07-11,2018-07-12,rollback,-0.12613964223889196
SCORE_RS,FOXA,2018-05-01,51,2018-07-11,2018-07-12,rollback,0.3167718912983808
SCORE_RS,CPB,2018-03-15,84,2018-07-12,2018-07-13,rollback,-0.06464050805171251
SCORE_RS,EQIX,2018-05-30,34,2018-07-16,2018-07-17,rollback,0.1199949219245906
SCORE_RS,CCI,2018-06-22,19,2018-07-18,2018-07-19,rollback,0.06280895609188764
SCORE_RS,AZO,2018-07-13,7,2018-07-20,2018-07-23,rollback,0.04017089032107535
SCORE_RS,M,2018-07-19,7,2018-07-26,2018-07-27,rollback,0.047631648584281816
SCORE_RS,PM,2018-07-23,8,2018-07-31,2018-08-01,rollback,0.03128746104051805
SCORE_RS,CB,2018-05-23,51,2018-08-02,2018-08-03,rollback,0.021526128266033062
SCORE_RS,TJX,2018-07-12,24,2018-08-13,2018-08-14,rollback,0.04809007681784716
SCORE_RS,FLR,2018-07-10,28,2018-08-15,2018-08-16,rollback,0.11303298471440071
SCORE_RS,CMG,2018-07-12,27,2018-08-16,2018-08-17,rollback,0.09817565069908007
SCORE_RS,HP,2018-05-16,71,2018-08-23,2018-08-24,rollback,-0.0804020100502516
SCORE_RS,GGP,2018-03-15,115,2018-08-27,2018-08-27,delisted,0.015186378278876811
SCORE_RS,NLSN,2018-06-07,61,2018-08-30,2018-08-31,rollback,-0.15729606759831027
SCORE_RS,IPG,2018-07-17,35,2018-08-31,2018-09-04,rollback,-0.010893246187363759
SCORE_RS,PCG,2018-07-27,27,2018-08-31,2018-09-04,rollback,0.0845894263217104
SCORE_RS,ULTA,2018-08-24,21,2018-09-21,2018-09-24,rollback,0.1684714702207406
SCORE_RS,PM,2018-08-17,27,2018-09-24,2018-09-25,rollback,-0.04456560388763797
SCORE_RS,DVA,2018-08-03,43,2018-10-02,2018-10-03,rollback,-0.010569105691056513
SCORE_RS,GILD,2018-08-31,25,2018-10-04,2018-10-05,rollback,0.00589622641509413
SCORE_RS,PPL,2018-10-05,11,2018-10-18,2018-10-19,rollback,0.027000000000000135
SCORE_RS,KIM,2018-08-16,56,2018-11-01,2018-11-02,rollback,-0.04967085577498531
SCORE_RS,CBS,2018-10-19,12,2018-11-02,2018-11-05,rollback,0.0007085916740474651
SCORE_RS,SLG,2018-09-04,51,2018-11-12,2018-11-13,rollback,-0.08817908790849394
SCORE_RS,UAA,2018-08-14,67,2018-11-14,2018-11-15,rollback,0.06619047619047658
SCORE_RS,TRIP,2018-09-04,57,2018-11-20,2018-11-21,rollback,0.10356944701313031
SCORE_RS,WYNN,2018-11-16,10,2018-11-29,2018-11-30,rollback,0.014438048504293644
SCORE_RS,LRCX,2018-11-02,23,2018-12-04,2018-12-06,rollback,-0.0518537893153731
SCORE_RS,FL,2018-11-05,22,2018-12-04,2018-12-06,rollback,0.11247947454843965
SCORE_RS,KLAC,2018-11-21,10,2018-12-04,2018-12-06,rollback,-0.0147458690650496
SCORE_RS,CL,2018-11-14,22,2018-12-14,2018-12-17,rollback,0.04574638844301737
SCORE_RS,HBI,2018-08-01,113,2019-01-10,2019-01-11,rollback,-0.27419354838709764
SCORE_RS,IPGP,2018-09-24,78,2019-01-14,2019-01-15,rollback,-0.23979257316564273
SCORE_RS,GILD,2018-11-30,30,2019-01-14,2019-01-15,rollback,-0.036426215402265094
SCORE_RS,DVN,2018-09-25,79,2019-01-16,2019-01-17,rollback,-0.38882254597563926
SCORE_RS,ANET,2018-12-07,28,2019-01-16,2019-01-17,rollback,-0.07721193311971408
SCORE_RS,PCG,2018-10-03,74,2019-01-17,2019-01-18,index_drop,-0.859759949463045
SCORE_RS,DE,2018-12-17,25,2019-01-22,2019-01-23,rollback,0.07579231287929833
SCORE_RS,MAT,2018-08-28,102,2019-01-23,2019-01-24,rollback,-0.2411802437459909
SCORE_RS,ALGN,2019-01-17,8,2019-01-28,2019-01-29,rollback,0.07391115193116482
SCORE_RS,ORLY,2019-01-15,17,2019-02-06,2019-02-07,rollback,0.05963516483516518
SCORE_RS,AZO,2019-01-17,15,2019-02-06,2019-02-07,rollback,0.05080592855941779
SCORE_RS,KMB,2019-02-07,5,2019-02-12,2019-02-13,rollback,0.016602248770203776
SCORE_RS,KEY,2019-02-08,10,2019-02-21,2019-02-22,rollback,0.04115226337448541
SCORE_RS,MDT,2019-01-18,26,2019-02-25,2019-02-26,rollback,0.042137370085856496
SCORE_RS,BMY,2018-12-07,61,2019-03-06,2019-03-07,rollback,-0.00995679128311111
SCORE_RS,DLTR,2019-03-07,3,2019-03-08,2019-03-11,rollback,0.027758221864628396
SCORE_RS,EXR,2019-03-11,6,2019-03-15,2019-03-18,rollback,0.02527743526510484
SCORE_RS,NVDA,2019-02-13,26,2019-03-20,2019-03-21,rollback,0.15077448149120576
SCORE_RS,NRG,2019-03-18,6,2019-03-22,2019-03-25,rollback,0.013126491646778593
SCORE_RS,LW,2019-01-29,41,2019-03-26,2019-03-27,rollback,0.024954437123231088
SCORE_RS,CPB,2019-01-15,51,2019-03-27,2019-03-28,rollback,0.08815111619919791
SCORE_RS,ADBE,2019-03-26,7,2019-04-02,2019-04-03,rollback,0.032673080550839284
SCORE_RS,FCX,2019-03-21,13,2019-04-05,2019-04-08,rollback,0.05822187254130551
SCORE_RS,M,2019-03-28,8,2019-04-05,2019-04-08,rollback,0.03872808805544237
SCORE_RS,BKNG,2018-12-07,90,2019-04-16,2019-04-17,rollback,-0.00995597733528919
SCORE_RS,GM,2019-04-03,14,2019-04-22,2019-04-23,rollback,0.030065359477123854
SCORE_RS,HRB,2019-01-24,63,2019-04-23,2019-04-24,rollback,0.03617774282343711
SCORE_RS,DE,2019-02-22,43,2019-04-23,2019-04-24,rollback,0.026380368098159357
SCORE_RS,CVS,2019-01-24,71,2019-05-03,2019-05-06,rollback,-0.14549618320610702
SCORE_RS,NWL,2019-01-11,80,2019-05-06,2019-05-07,rollback,-0.227650219833903
SCORE_RS,COTY,2019-05-06,14,2019-05-22,2019-05-23,rollback,0.15719360568383633
SCORE_RS,XRX,2019-03-27,55,2019-06-12,2019-06-13,rollback,0.08997679012576265
SCORE_RS,TGT,2019-05-23,18,2019-06-17,2019-06-18,rollback,0.12466263976352643
SCORE_RS,BA,2019-04-17,45,2019-06-19,2019-06-20,rollback,-0.028898724290549627
SCORE_RS,DXC,2019-04-24,43,2019-06-21,2019-06-24,rollback,-0.17506067961164995
SCORE_RS,VLO,2019-04-08,61,2019-07-02,2019-07-03,rollback,-0.0697433536655544
SCORE_RS,MYL,2019-06-20,12,2019-07-05,2019-07-08,rollback,0.0548913043478263
SCORE_RS,LB,2019-02-26,94,2019-07-09,2019-07-10,rollback,-0.0355329949238572
SCORE_RS,TWTR,2019-07-03,20,2019-07-30,2019-07-31,rollback,0.13199228437586163
SCORE_RS,CPRT,2019-07-10,46,2019-09-11,2019-09-12,rollback,0.07883597883597826
SCORE_RS,TRIP,2019-04-24,101,2019-09-13,2019-09-16,rollback,-0.24417520969245154
SCORE_RS,COG,2019-07-08,51,2019-09-16,2019-09-17,rollback,-0.23755274261603299
SCORE_RS,ILMN,2019-09-12,5,2019-09-17,2019-09-18,rollback,0.022210814510609023
SCORE_RS,NBL,2019-07-31,36,2019-09-18,2019-09-19,rollback,0.11601455868971722
SCORE_RS,PVH,2019-06-24,63,2019-09-19,2019-09-20,rollback,-0.059026281775097056
SCORE_RS,APA,2019-04-08,119,2019-09-24,2019-09-25,rollback,-0.30120481927710874
SCORE_RS,HSY,2019-09-25,11,2019-10-08,2019-10-09,rollback,0.007533805537669025
SCORE_RS,NFLX,2019-04-23,127,2019-10-18,2019-10-21,rollback,-0.2731655346917029
SCORE_RS,ALGN,2019-06-13,91,2019-10-18,2019-10-21,rollback,-0.31308739850393197
SCORE_RS,FOXA,2019-06-18,91,2019-10-23,2019-10-24,rollback,-0.08971193415637868
SCORE_RS,CTL,2019-10-21,9,2019-10-30,2019-10-31,rollback,0.02880000000000016
SCORE_RS,NCLH,2019-10-21,9,2019-10-30,2019-10-31,rollback,-0.0003923107100822776
SCORE_RS,EOG,2019-10-24,11,2019-11-06,2019-11-07,rollback,0.0022133075114119105
SCORE_RS,BIIB,2019-05-07,131,2019-11-07,2019-11-08,rollback,0.2255870653150256
SCORE_RS,ANTM,2019-09-17,41,2019-11-11,2019-11-12,rollback,0.07752717706681134
SCORE_RS,PGR,2019-11-07,6,2019-11-13,2019-11-14,rollback,0.005484460694698212
SCORE_RS,CDNS,2019-09-19,52,2019-11-29,2019-12-02,rollback,0.03759621077560826
SCORE_RS,NEM,2019-09-18,58,2019-12-06,2019-12-09,rollback,0.01492537313432929
SCORE_RS,EA,2019-10-31,28,2019-12-09,2019-12-10,rollback,0.054026081556614924
SCORE_RS,ULTA,2019-11-12,20,2019-12-09,2019-12-10,rollback,0.04370542378503872
SCORE_RS,SBUX,2019-11-14,24,2019-12-17,2019-12-18,rollback,0.05101070154577836
SCORE_RS,MDLZ,2019-09-20,67,2019-12-23,2019-12-24,rollback,-0.0014540167211932742
SCORE_RS,ATVI,2019-10-31,39,2019-12-24,2019-12-26,rollback,0.05149293760057172
SCORE_RS,DVN,2019-12-09,15,2019-12-27,2019-12-30,rollback,0.12439982540375394
SCORE_RS,NFLX,2019-12-18,8,2019-12-27,2019-12-30,rollback,0.04053626762790108
SCORE_RS,PGR,2019-12-30,7,2020-01-07,2020-01-08,rollback,0.009692605926336473
SCORE_RS,MNST,2019-09-16,89,2020-01-21,2020-01-22,rollback,0.1429059245347457
SCORE_RS,PSA,2019-10-09,73,2020-01-22,2020-01-23,rollback,-0.1033951867757884
SCORE_RS,BA,2020-01-08,23,2020-02-07,2020-02-10,rollback,0.014500601684717118
SCORE_RS,FDX,2020-02-10,6,2020-02-14,2020-02-18,rollback,0.0032115869017630416
SCORE_RS,NRG,2019-12-02,55,2020-02-19,2020-02-20,rollback,-0.007310310057978553
SCORE_RS,CPB,2020-01-22,54,2020-04-06,2020-04-07,rollback,-0.017092257001648292
SCORE_RS,TPR,2019-11-08,107,2020-04-13,2020-04-14,rollback,-0.44032616753150533
SCORE_RS,ALGN,2019-12-24,76,2020-04-13,2020-04-14,rollback,-0.3170951899465554
SCORE_RS,CVS,2019-12-26,75,2020-04-13,2020-04-14,rollback,-0.19839357429718818
SCORE_RS,CFG,2020-01-23,57,2020-04-13,2020-04-14,rollback,-0.45757196495619534
SCORE_RS,MHK,2020-02-18,40,2020-04-13,2020-04-14,rollback,-0.379312865497076
SCORE_RS,CXO,2020-02-20,39,2020-04-14,2020-04-15,rollback,-0.4143275567488409
SCORE_RS,FCX,2020-04-07,7,2020-04-15,2020-04-16,rollback,-0.010178117048345925
SCORE_RS,BWA,2019-12-10,89,2020-04-16,2020-04-17,rollback,-0.36809248554913276
SCORE_RS,KHC,2019-12-10,94,2020-04-23,2020-04-24,rollback,-0.10795631825272978
SCORE_RS,GILD,2020-04-17,9,2020-04-28,2020-04-29,rollback,-0.014089468122578275
SCORE_RS,CCL,2020-04-15,13,2020-04-30,2020-05-01,rollback,0.2542087542087539
SCORE_RS,ALK,2020-04-29,3,2020-04-30,2020-05-01,rollback,-0.07780387551379919
SCORE_RS,LYV,2020-04-14,15,2020-05-01,2020-05-04,rollback,-0.0025207965717164438
SCORE_RS,TDG,2020-04-15,14,2020-05-01,2020-05-04,rollback,0.07760467380720537
SCORE_RS,WLTW,2020-05-04,15,2020-05-21,2020-05-22,rollback,0.10982818628805036
SCORE_RS,JKHY,2020-05-01,18,2020-05-26,2020-05-27,rollback,0.1324528066787114
SCORE_RS,AAL,2020-04-15,32,2020-05-28,2020-05-29,rollback,-0.16293929712460076
SCORE_RS,MLM,2020-05-05,19,2020-05-29,2020-06-01,rollback,0.016910396171231135
SCORE_RS,GPS,2020-05-22,6,2020-05-29,2020-06-01,rollback,0.14250913520097463
SCORE_RS,NI,2020-05-29,6,2020-06-04,2020-06-05,rollback,0.04989517819706468
SCORE_RS,PXD,2020-04-23,34,2020-06-09,2020-06-10,rollback,0.2781711268450746
SCORE_RS,OXY,2020-04-24,34,2020-06-10,2020-06-11,rollback,0.2581100141043724
SCORE_RS,WELL,2020-05-05,27,2020-06-10,2020-06-11,rollback,0.044335977221883205
SCORE_RS,PVH,2020-05-27,12,2020-06-10,2020-06-11,rollback,0.019325502084122537
SCORE_RS,COG,2020-06-01,9,2020-06-10,2020-06-11,rollback,0.027012987012987377
SCORE_RS,SPG,2019-12-30,115,2020-06-11,2020-06-12,rollback,-0.47323848238482435
SCORE_RS,LUV,2020-04-15,42,2020-06-11,2020-06-12,rollback,0.02588904694167815
SCORE_RS,CRM,2020-06-11,10,2020-06-23,2020-06-24,rollback,0.0615375905797102
SCORE_RS,NFLX,2020-06-10,12,2020-06-24,2020-06-25,rollback,0.052431192660550074
SCORE_RS,WST,2020-06-11,13,2020-06-26,2020-06-29,rollback,0.051768033946251624
SCORE_RS,KR,2020-06-05,19,2020-06-30,2020-07-01,rollback,0.024508320726172705
SCORE_RS,EQIX,2020-06-15,15,2020-07-02,2020-07-06,rollback,0.08081698516338198
SCORE_RS,MSCI,2020-06-11,26,2020-07-16,2020-07-17,rollback,0.1390140025124862
