ticker,add_date,add_px,add_dollars,mult,lean,orig_entry,exit_date,exit_px,pos_ret,pos_pnl
SBUX,2017-08-07,55.6,13330.6,1.0,0.01517,2017-07-28,2017-11-14,56.47,0.018,506.82
