run,date,equity,n_pos
SPY,2017-09-08,122927.21,1
SPY,2017-09-11,124238.34,1
SPY,2017-09-12,124657.11,1
SPY,2017-09-13,124716.93,1
SPY,2017-09-14,124677.04,1
SPY,2017-09-15,124228.37,1
SPY,2017-09-18,124492.59,1
SPY,2017-09-19,124617.22,1
SPY,2017-09-20,124662.09,1
SPY,2017-09-21,124328.08,1
SPY,2017-09-22,124353.0,1
SPY,2017-09-25,124098.75,1
SPY,2017-09-26,124173.53,1
SPY,2017-09-27,124657.11,1
SPY,2017-09-28,124806.67,1
SPY,2017-09-29,125245.37,1
SPY,2017-10-02,125788.77,1
SPY,2017-10-03,126057.97,1
SPY,2017-10-04,126207.53,1
SPY,2017-10-05,126955.32,1
SPY,2017-10-06,126810.75,1
SPY,2017-10-09,126601.37,1
SPY,2017-10-10,126935.38,1
SPY,2017-10-11,127134.8,1
SPY,2017-10-12,126945.35,1
SPY,2017-10-13,127099.89,1
SPY,2017-10-16,127269.39,1
SPY,2017-10-17,127359.13,1
SPY,2017-10-18,127483.76,1
SPY,2017-10-19,127518.66,1
SPY,2017-10-20,128176.71,1
SPY,2017-10-23,127678.18,1
SPY,2017-10-24,127902.53,1
SPY,2017-10-25,127269.39,1
SPY,2017-10-26,127433.91,1
SPY,2017-10-27,128475.83,1
SPY,2017-10-30,127997.25,1
SPY,2017-10-31,128196.66,1
SPY,2017-11-01,128366.15,1
SPY,2017-11-02,128416.01,1
SPY,2017-11-03,128844.75,1
SPY,2017-11-06,129044.16,1
SPY,2017-11-07,128954.43,1
SPY,2017-11-08,129173.77,1
SPY,2017-11-09,128705.17,1
SPY,2017-11-10,128665.27,1
SPY,2017-11-13,128784.92,1
SPY,2017-11-14,128485.81,1
SPY,2017-11-15,127842.71,1
SPY,2017-11-16,128929.49,1
SPY,2017-11-17,128550.61,1
SPY,2017-11-20,128769.96,1
SPY,2017-11-21,129612.48,1
SPY,2017-11-22,129497.82,1
SPY,2017-11-24,129796.93,1
SPY,2017-11-27,129732.13,1
SPY,2017-11-28,131048.24,1
SPY,2017-11-29,130968.47,1
SPY,2017-11-30,132115.1,1
SPY,2017-12-01,131840.9,1
SPY,2017-12-04,131681.38,1
SPY,2017-12-05,131207.77,1
SPY,2017-12-06,131232.69,1
SPY,2017-12-07,131646.48,1
SPY,2017-12-08,132364.36,1
SPY,2017-12-11,132763.18,1
SPY,2017-12-12,132997.49,1
SPY,2017-12-13,132982.53,1
SPY,2017-12-14,132439.14,1
SPY,2017-12-15,132862.89,1
SPY,2017-12-18,133705.41,1
SPY,2017-12-19,133191.92,1
SPY,2017-12-20,133122.12,1
SPY,2017-12-21,133396.31,1
SPY,2017-12-22,133361.42,1
SPY,2017-12-26,133201.89,1
SPY,2017-12-27,133266.7,1
SPY,2017-12-28,133540.88,1
SPY,2017-12-29,133037.37,1
SPY,2018-01-02,133989.56,1
SPY,2018-01-03,134837.06,1
SPY,2018-01-04,135405.38,1
SPY,2018-01-05,136307.73,1
SPY,2018-01-08,136556.99,1
SPY,2018-01-09,136866.08,1
SPY,2018-01-10,136656.69,1
SPY,2018-01-11,137653.75,1
SPY,2018-01-12,138551.11,1
SPY,2018-01-16,138077.5,1
SPY,2018-01-17,139393.61,1
SPY,2018-01-18,139159.31,1
SPY,2018-01-19,139792.44,1
SPY,2018-01-22,140929.08,1
SPY,2018-01-23,141228.2,1
SPY,2018-01-24,141173.36,1
SPY,2018-01-25,141233.18,1
SPY,2018-01-26,142868.35,1
SPY,2018-01-29,141921.15,1
SPY,2018-01-30,140465.46,1
SPY,2018-01-31,140535.24,1
SPY,2018-02-01,140375.71,1
SPY,2018-02-02,137319.74,1
SPY,2018-02-05,131576.68,1
SPY,2018-02-06,134169.04,1
SPY,2018-02-07,133441.19,1
SPY,2018-02-08,128435.96,1
SPY,2018-02-09,130365.26,1
SPY,2018-02-12,132279.61,1
SPY,2018-02-13,132608.64,1
SPY,2018-02-14,134398.35,1
SPY,2018-02-15,136113.29,1
SPY,2018-02-16,136153.17,1
SPY,2018-02-20,135300.69,1
SPY,2018-02-21,134627.67,1
SPY,2018-02-22,134802.16,1
SPY,2018-02-23,136950.82,1
SPY,2018-02-26,138541.13,1
SPY,2018-02-27,136811.23,1
SPY,2018-02-28,135425.32,1
SPY,2018-03-01,133456.14,1
SPY,2018-03-02,134144.1,1
SPY,2018-03-05,135694.53,1
SPY,2018-03-06,136038.52,1
SPY,2018-03-07,135988.66,1
SPY,2018-03-08,136646.72,1
SPY,2018-03-09,139024.7,1
SPY,2018-03-12,138850.21,1
SPY,2018-03-13,137952.87,1
SPY,2018-03-14,137244.95,1
SPY,2018-03-15,137095.4,1
SPY,2018-03-16,136696.58,1
SPY,2018-03-19,134847.03,1
SPY,2018-03-20,135076.36,1
SPY,2018-03-21,134817.12,1
SPY,2018-03-22,131447.07,1
SPY,2018-03-23,128645.33,1
SPY,2018-03-26,132164.94,1
SPY,2018-03-27,129916.59,1
SPY,2018-03-28,129532.71,1
SPY,2018-03-29,131187.83,1
SPY,2018-04-02,128356.19,1
SPY,2018-04-03,130001.33,1
SPY,2018-04-04,131392.23,1
SPY,2018-04-05,132429.18,1
SPY,2018-04-06,129477.88,1
SPY,2018-04-09,130115.99,1
SPY,2018-04-10,132184.89,1
SPY,2018-04-11,131491.94,1
SPY,2018-04-12,132573.74,1
SPY,2018-04-13,132184.89,1
SPY,2018-04-16,133271.67,1
SPY,2018-04-17,134697.47,1
SPY,2018-04-18,134797.19,1
SPY,2018-04-19,134049.39,1
SPY,2018-04-20,132912.73,1
SPY,2018-04-23,132892.8,1
SPY,2018-04-24,131103.09,1
SPY,2018-04-25,131427.13,1
SPY,2018-04-26,132763.18,1
SPY,2018-04-27,132887.81,1
SPY,2018-04-30,131865.84,1
SPY,2018-05-01,132100.14,1
SPY,2018-05-02,131212.76,1
SPY,2018-05-03,130923.61,1
SPY,2018-05-04,132618.6,1
SPY,2018-05-07,133067.29,1
SPY,2018-05-08,133067.29,1
SPY,2018-05-09,134353.49,1
SPY,2018-05-10,135609.78,1
SPY,2018-05-11,136023.56,1
SPY,2018-05-14,136088.37,1
SPY,2018-05-15,135151.14,1
SPY,2018-05-16,135719.45,1
SPY,2018-05-17,135604.8,1
SPY,2018-05-18,135265.79,1
SPY,2018-05-21,136282.79,1
SPY,2018-05-22,135903.91,1
SPY,2018-05-23,136277.8,1
SPY,2018-05-24,135998.63,1
SPY,2018-05-25,135674.59,1
SPY,2018-05-29,134114.19,1
SPY,2018-05-30,135903.91,1
SPY,2018-05-31,135071.37,1
SPY,2018-06-01,136397.46,1
SPY,2018-06-04,137045.54,1
SPY,2018-06-05,137145.25,1
SPY,2018-06-06,138291.86,1
SPY,2018-06-07,138276.91,1
SPY,2018-06-08,138685.7,1
SPY,2018-06-11,138870.16,1
SPY,2018-06-12,139049.64,1
SPY,2018-06-13,138605.94,1
SPY,2018-06-14,138954.91,1
SPY,2018-06-15,138157.27,1
SPY,2018-06-18,137873.1,1
SPY,2018-06-19,137344.66,1
SPY,2018-06-20,137578.97,1
SPY,2018-06-21,136716.51,1
SPY,2018-06-22,136965.77,1
SPY,2018-06-25,135101.28,1
SPY,2018-06-26,135400.4,1
SPY,2018-06-27,134278.71,1
SPY,2018-06-28,135046.45,1
SPY,2018-06-29,135240.87,1
SPY,2018-07-02,135530.01,1
SPY,2018-07-03,135051.43,1
SPY,2018-07-05,136153.17,1
SPY,2018-07-06,137304.79,1
SPY,2018-07-09,138541.13,1
SPY,2018-07-10,139039.66,1
SPY,2018-07-11,138022.65,1
SPY,2018-07-12,139273.96,1
SPY,2018-07-13,139383.64,1
SPY,2018-07-16,139259.01,1
SPY,2018-07-17,139822.35,1
SPY,2018-07-18,140116.48,1
SPY,2018-07-19,139588.04,1
SPY,2018-07-20,139428.51,1
SPY,2018-07-23,139687.75,1
SPY,2018-07-24,140390.66,1
SPY,2018-07-25,141587.15,1
SPY,2018-07-26,141253.12,1
SPY,2018-07-27,140295.96,1
SPY,2018-07-30,139563.12,1
SPY,2018-07-31,140251.08,1
SPY,2018-08-01,140016.77,1
SPY,2018-08-02,140779.53,1
SPY,2018-08-03,141382.75,1
SPY,2018-08-06,141901.22,1
SPY,2018-08-07,142369.82,1
SPY,2018-08-08,142310.0,1
SPY,2018-08-09,142115.58,1
SPY,2018-08-10,141163.39,1
SPY,2018-08-13,140634.95,1
SPY,2018-08-14,141532.3,1
SPY,2018-08-15,140475.42,1
SPY,2018-08-16,141612.07,1
SPY,2018-08-17,142110.59,1
SPY,2018-08-20,142414.7,1
SPY,2018-08-21,142748.71,1
SPY,2018-08-22,142663.97,1
SPY,2018-08-23,142474.53,1
SPY,2018-08-24,143332.0,1
SPY,2018-08-27,144463.65,1
SPY,2018-08-28,144533.45,1
SPY,2018-08-29,145311.16,1
SPY,2018-08-30,144722.88,1
SPY,2018-08-31,144727.87,1
SPY,2018-09-04,144478.61,1
SPY,2018-09-05,144089.75,1
SPY,2018-09-06,143656.04,1
SPY,2018-09-07,143376.86,1
SPY,2018-09-10,143626.13,1
SPY,2018-09-11,144099.72,1
SPY,2018-09-12,144134.62,1
SPY,2018-09-13,144987.1,1
SPY,2018-09-14,145012.04,1
SPY,2018-09-17,144244.3,1
SPY,2018-09-18,145026.99,1
SPY,2018-09-19,145181.53,1
SPY,2018-09-20,146358.05,1
SPY,2018-09-21,145565.39,1
SPY,2018-09-24,145081.82,1
SPY,2018-09-25,144947.22,1
SPY,2018-09-26,144513.51,1
SPY,2018-09-27,144917.31,1
SPY,2018-09-28,144932.27,1
SPY,2018-10-01,145435.79,1
SPY,2018-10-02,145351.03,1
SPY,2018-10-03,145430.8,1
SPY,2018-10-04,144294.15,1
SPY,2018-10-05,143486.54,1
SPY,2018-10-08,143486.54,1
SPY,2018-10-09,143277.15,1
SPY,2018-10-10,138740.54,1
SPY,2018-10-11,135684.57,1
SPY,2018-10-12,137569.01,1
SPY,2018-10-15,136796.28,1
SPY,2018-10-16,139787.45,1
SPY,2018-10-17,139812.38,1
SPY,2018-10-18,137793.33,1
SPY,2018-10-19,137718.56,1
SPY,2018-10-22,137100.39,1
SPY,2018-10-23,136402.43,1
SPY,2018-10-24,132269.64,1
SPY,2018-10-25,134642.63,1
SPY,2018-10-26,132274.62,1
SPY,2018-10-29,131541.78,1
SPY,2018-10-30,133491.03,1
SPY,2018-10-31,134916.83,1
SPY,2018-11-01,136352.59,1
SPY,2018-11-02,135544.98,1
SPY,2018-11-05,136292.77,1
SPY,2018-11-06,137155.22,1
SPY,2018-11-07,140091.56,1
SPY,2018-11-08,139837.3,1
SPY,2018-11-09,138471.34,1
SPY,2018-11-12,135883.98,1
SPY,2018-11-13,135629.72,1
SPY,2018-11-14,134702.47,1
SPY,2018-11-15,136108.3,1
SPY,2018-11-16,136462.27,1
SPY,2018-11-19,134154.08,1
SPY,2018-11-20,131671.4,1
SPY,2018-11-21,132120.07,1
SPY,2018-11-23,131237.68,1
SPY,2018-11-26,133356.43,1
SPY,2018-11-27,133805.1,1
SPY,2018-11-28,136886.01,1
SPY,2018-11-29,136586.9,1
SPY,2018-11-30,137419.44,1
SPY,2018-12-03,139239.06,1
SPY,2018-12-04,134727.39,1
SPY,2018-12-06,134522.99,1
SPY,2018-12-07,131397.22,1
SPY,2018-12-10,131646.48,1
SPY,2018-12-11,131676.39,1
SPY,2018-12-12,132339.43,1
SPY,2018-12-13,132294.56,1
SPY,2018-12-14,129851.78,1
SPY,2018-12-17,127304.29,1
SPY,2018-12-18,127164.71,1
SPY,2018-12-19,125260.32,1
SPY,2018-12-20,123221.34,1
SPY,2018-12-21,119995.86,1
SPY,2018-12-24,116825.22,1
SPY,2018-12-26,122727.8,1
SPY,2018-12-27,123670.02,1
SPY,2018-12-28,123510.49,1
SPY,2018-12-31,124592.3,1
SPY,2019-01-02,124721.91,1
SPY,2019-01-03,121745.7,1
SPY,2019-01-04,125823.66,1
SPY,2019-01-07,126815.74,1
SPY,2019-01-08,128007.21,1
SPY,2019-01-09,128605.45,1
SPY,2019-01-10,129059.12,1
SPY,2019-01-11,129108.97,1
SPY,2019-01-14,128321.29,1
SPY,2019-01-15,129791.95,1
SPY,2019-01-16,130106.03,1
SPY,2019-01-17,131093.11,1
SPY,2019-01-18,132837.96,1
SPY,2019-01-22,131043.25,1
SPY,2019-01-23,131317.45,1
SPY,2019-01-24,131387.24,1
SPY,2019-01-25,132498.96,1
SPY,2019-01-28,131491.94,1
SPY,2019-01-29,131317.45,1
SPY,2019-01-30,133396.31,1
SPY,2019-01-31,134567.85,1
SPY,2019-02-01,134632.66,1
