run,ticker,entry_date,entry_px,shares,last_date,exit_date,exit_px,reason
LEAN_TIEBREAK,NWL,2017-10-04,43.05,319.3285,2017-12-05,2017-12-06,31.7,rollback
LEAN_TIEBREAK,F,2017-11-01,12.4,1082.0819,2017-12-05,2017-12-06,12.4,rollback
LEAN_TIEBREAK,T,2017-11-14,34.19,382.3455,2017-12-06,2017-12-07,36.13,rollback
LEAN_TIEBREAK,CMCSA,2017-11-10,36.5,358.7215,2017-12-07,2017-12-08,38.5,rollback
LEAN_TIEBREAK,TJX,2017-11-14,33.8,386.7379,2017-12-08,2017-12-11,36.87,rollback
LEAN_TIEBREAK,CMG,2017-09-05,6.386,2071.7752,2017-12-14,2017-12-15,6.256,rollback
LEAN_TIEBREAK,VZ,2017-10-20,49.45,284.4574,2017-12-20,2017-12-21,52.81,rollback
LEAN_TIEBREAK,GOOGL,2017-12-08,52.5905,264.5003,2017-12-20,2017-12-21,53.7695,rollback
LEAN_TIEBREAK,GOOG,2017-12-08,51.8745,268.1376,2017-12-21,2017-12-22,53.0555,rollback
LEAN_TIEBREAK,MU,2017-12-21,45.55,317.2004,2018-01-08,2018-01-09,45.27,rollback
LEAN_TIEBREAK,AMD,2017-10-04,13.31,1032.8911,2018-01-09,2018-01-10,11.63,rollback
LEAN_TIEBREAK,FCX,2017-12-07,14.2,972.0091,2018-01-09,2018-01-10,19.07,rollback
LEAN_TIEBREAK,CSX,2017-08-15,16.9633,780.2487,2018-01-10,2018-01-11,19.54,rollback
LEAN_TIEBREAK,GLW,2017-12-11,32.4,430.2287,2018-01-10,2018-01-11,33.44,rollback
LEAN_TIEBREAK,AMAT,2017-12-21,53.18,271.6765,2018-01-10,2018-01-11,53.47,rollback
LEAN_TIEBREAK,TJX,2018-01-11,38.075,395.8019,2018-01-16,2018-01-17,38.36,rollback
LEAN_TIEBREAK,AES,2017-08-09,11.45,1157.8469,2018-01-24,2018-01-25,11.15,rollback
LEAN_TIEBREAK,COP,2017-12-06,51.07,272.5582,2018-01-25,2018-01-26,59.7,rollback
LEAN_TIEBREAK,PM,2018-01-18,105.46,146.8167,2018-01-25,2018-01-26,107.36,rollback
LEAN_TIEBREAK,C,2017-12-22,75.89,189.5109,2018-01-30,2018-01-31,78.78,rollback
LEAN_TIEBREAK,MGM,2018-01-10,33.44,449.2974,2018-01-31,2018-02-01,36.49,rollback
LEAN_TIEBREAK,T,2018-01-29,37.13,433.1723,2018-02-02,2018-02-05,37.81,rollback
LEAN_TIEBREAK,NEE,2018-01-26,38.715,411.1948,2018-02-05,2018-02-06,37.9575,rollback
LEAN_TIEBREAK,NFLX,2017-12-18,19.12,742.4113,2018-02-20,2018-02-21,28.207,rollback
LEAN_TIEBREAK,BA,2018-02-13,340.45,43.9681,2018-02-20,2018-02-21,352.56,rollback
LEAN_TIEBREAK,MU,2018-01-18,44.21,350.2389,2018-02-21,2018-02-22,44.78,rollback
LEAN_TIEBREAK,BMY,2018-01-11,61.99,243.0941,2018-02-22,2018-02-23,66.17,rollback
LEAN_TIEBREAK,GOOGL,2018-02-22,55.9585,279.361,2018-02-27,2018-02-28,56.1,rollback
LEAN_TIEBREAK,PFE,2018-01-17,36.82,414.2338,2018-02-28,2018-03-01,36.12,rollback
LEAN_TIEBREAK,KLAC,2018-02-21,11.081,1416.9367,2018-03-01,2018-03-02,11.005,rollback
LEAN_TIEBREAK,NEE,2018-03-02,38.3,409.0707,2018-03-06,2018-03-07,38.185,rollback
LEAN_TIEBREAK,PCG,2018-03-01,41.09,386.9798,2018-03-07,2018-03-08,41.14,rollback
LEAN_TIEBREAK,M,2018-01-11,25.47,591.7122,2018-03-08,2018-03-09,29.31,rollback
LEAN_TIEBREAK,KO,2018-03-09,44.57,359.858,2018-03-12,2018-03-13,44.67,rollback
LEAN_TIEBREAK,SCHW,2018-02-02,54.75,283.8201,2018-03-14,2018-03-15,56.32,rollback
LEAN_TIEBREAK,INTC,2018-02-21,46.67,336.4444,2018-03-15,2018-03-16,51.17,rollback
LEAN_TIEBREAK,EXC,2018-02-01,38.53,408.8779,2018-03-19,2018-03-20,38.29,rollback
LEAN_TIEBREAK,DHI,2018-03-13,44.6,364.1233,2018-04-06,2018-04-09,45.52,rollback
LEAN_TIEBREAK,MRK,2018-03-16,55.19,290.6463,2018-04-11,2018-04-12,56.6,rollback
LEAN_TIEBREAK,SO,2018-03-02,43.98,356.2215,2018-04-18,2018-04-19,45.35,rollback
LEAN_TIEBREAK,NFLX,2018-04-12,30.9719,508.3096,2018-04-23,2018-04-24,31.9217,rollback
LEAN_TIEBREAK,HST,2018-03-15,18.96,849.2618,2018-04-24,2018-04-25,19.27,rollback
LEAN_TIEBREAK,VZ,2018-03-09,49.2,326.0096,2018-04-26,2018-04-27,50.25,rollback
LEAN_TIEBREAK,KIM,2018-02-23,15.06,1037.7092,2018-04-30,2018-05-01,14.52,rollback
LEAN_TIEBREAK,ABBV,2018-04-27,97.44,165.7151,2018-04-30,2018-05-01,102.1,rollback
LEAN_TIEBREAK,CVX,2018-04-10,117.6,133.0573,2018-05-01,2018-05-02,124.2,rollback
LEAN_TIEBREAK,NVDA,2018-03-21,6.233,2541.4097,2018-05-15,2018-05-16,6.1,rollback
LEAN_TIEBREAK,ORLY,2018-03-07,16.6213,963.3597,2018-05-18,2018-05-21,18.2567,rollback
LEAN_TIEBREAK,WDC,2018-05-16,83.5,197.3388,2018-05-18,2018-05-21,86.63,rollback
LEAN_TIEBREAK,MU,2018-04-19,52.9,303.8872,2018-05-31,2018-06-01,58.81,rollback
LEAN_TIEBREAK,KO,2018-05-24,42.4,392.811,2018-05-31,2018-06-01,43.1,rollback
LEAN_TIEBREAK,F,2018-04-27,11.4,1416.4989,2018-06-11,2018-06-12,12.07,rollback
LEAN_TIEBREAK,HBAN,2018-06-04,15.22,1082.8285,2018-06-11,2018-06-12,15.67,rollback
LEAN_TIEBREAK,CMCSA,2018-04-24,34.09,463.3943,2018-06-18,2018-06-19,32.17,rollback
LEAN_TIEBREAK,CELG,2018-01-29,104.76,128.8449,2018-07-11,2018-07-12,83.88,rollback
LEAN_TIEBREAK,FOXA,2018-05-01,36.43,435.9778,2018-07-11,2018-07-12,47.97,rollback
LEAN_TIEBREAK,MGM,2018-06-13,31.47,540.9308,2018-07-19,2018-07-20,30.71,rollback
LEAN_TIEBREAK,ORCL,2018-05-02,45.89,347.3219,2018-07-26,2018-07-27,48.99,rollback
LEAN_TIEBREAK,PM,2018-05-24,81.6,204.0975,2018-07-31,2018-08-01,86.03,rollback
LEAN_TIEBREAK,HST,2018-07-20,21.4,807.8071,2018-08-03,2018-08-06,21.56,rollback
LEAN_TIEBREAK,WMB,2018-06-19,26.87,625.1848,2018-08-13,2018-08-14,30.76,rollback
LEAN_TIEBREAK,TJX,2018-07-12,47.515,365.3309,2018-08-13,2018-08-14,49.8,rollback
LEAN_TIEBREAK,CMG,2018-07-12,9.1978,1887.3605,2018-08-16,2018-08-17,10.1008,rollback
LEAN_TIEBREAK,GGP,2018-05-01,20.02,793.3799,2018-08-27,2018-08-27,22.06,delisted
LEAN_TIEBREAK,MRO,2018-06-12,21.48,785.6837,2018-08-30,2018-08-31,21.51,rollback
LEAN_TIEBREAK,NLSN,2018-08-15,25.4,674.5103,2018-08-30,2018-08-31,25.93,rollback
LEAN_TIEBREAK,V,2018-08-14,140.3,122.3395,2018-09-17,2018-09-18,146.2,rollback
LEAN_TIEBREAK,GILD,2018-08-31,76.32,226.9817,2018-10-04,2018-10-05,76.77,rollback
LEAN_TIEBREAK,INTC,2018-09-04,48.38,357.8042,2018-10-04,2018-10-05,48.23,rollback
LEAN_TIEBREAK,GE,2018-08-01,67.5344,257.7315,2018-10-11,2018-10-12,62.4512,rollback
LEAN_TIEBREAK,SBUX,2018-10-15,56.37,280.611,2018-10-19,2018-10-22,58.93,rollback
LEAN_TIEBREAK,F,2018-08-28,10.08,1735.5218,2018-11-09,2018-11-12,9.38,rollback
LEAN_TIEBREAK,BAC,2018-10-05,30.6,550.413,2018-11-09,2018-11-12,28.38,rollback
LEAN_TIEBREAK,FITB,2018-08-17,29.78,573.9913,2018-11-12,2018-11-13,27.59,rollback
LEAN_TIEBREAK,KEY,2018-10-05,20.55,819.5521,2018-11-12,2018-11-13,18.27,rollback
LEAN_TIEBREAK,PBCT,2018-11-16,15.96,990.8397,2018-11-19,2018-11-20,15.99,rollback
LEAN_TIEBREAK,AMAT,2018-07-27,48.63,362.9409,2018-11-29,2018-11-30,36.47,rollback
LEAN_TIEBREAK,NWL,2018-02-08,29.38,520.0741,2018-12-04,2018-12-06,23.28,rollback
LEAN_TIEBREAK,PFE,2018-10-22,44.44,354.3828,2018-12-04,2018-12-06,44.58,rollback
LEAN_TIEBREAK,KLAC,2018-11-21,9.562,1662.7265,2018-12-04,2018-12-06,9.421,rollback
LEAN_TIEBREAK,BAX,2018-11-23,64.96,241.8852,2018-12-04,2018-12-06,66.35,rollback
LEAN_TIEBREAK,COTY,2018-09-18,12.33,1372.1694,2019-01-09,2019-01-10,7.29,rollback
LEAN_TIEBREAK,FB,2018-12-07,139.25,113.9353,2019-01-11,2019-01-14,142.0,rollback
LEAN_TIEBREAK,TXN,2018-11-21,97.75,162.6414,2019-01-14,2019-01-15,96.99,rollback
LEAN_TIEBREAK,ANET,2018-12-07,14.8863,1065.7249,2019-01-16,2019-01-17,13.7369,rollback
LEAN_TIEBREAK,HPQ,2018-12-07,23.9,663.7618,2019-01-22,2019-01-23,21.41,rollback
LEAN_TIEBREAK,CSX,2019-01-10,21.27,714.3348,2019-01-22,2019-01-23,22.0267,rollback
LEAN_TIEBREAK,ABT,2019-01-14,68.41,222.9514,2019-01-23,2019-01-24,70.0,rollback
LEAN_TIEBREAK,WMB,2018-11-20,25.11,631.3034,2019-02-05,2019-02-06,27.15,rollback
LEAN_TIEBREAK,KMI,2018-08-07,18.05,978.0264,2019-02-06,2019-02-07,18.02,rollback
LEAN_TIEBREAK,ORLY,2019-01-15,22.75,675.088,2019-02-06,2019-02-07,24.1067,rollback
LEAN_TIEBREAK,AAPL,2019-01-28,38.9475,392.0275,2019-02-11,2019-02-12,42.525,rollback
LEAN_TIEBREAK,WDC,2019-01-25,45.5,341.316,2019-02-15,2019-02-19,48.42,rollback
LEAN_TIEBREAK,WMT,2019-02-08,32.1133,490.5857,2019-02-20,2019-02-21,33.22,rollback
LEAN_TIEBREAK,KEY,2019-02-08,17.01,926.2266,2019-02-21,2019-02-22,17.71,rollback
LEAN_TIEBREAK,MDT,2019-01-18,88.52,177.1109,2019-02-25,2019-02-26,92.25,rollback
LEAN_TIEBREAK,BMY,2018-12-07,53.23,298.0108,2019-03-06,2019-03-07,52.7,rollback
LEAN_TIEBREAK,WFC,2019-02-26,49.49,326.2625,2019-03-19,2019-03-20,51.19,rollback
LEAN_TIEBREAK,NVDA,2019-02-13,3.809,4240.7387,2019-03-20,2019-03-21,4.3833,rollback
LEAN_TIEBREAK,AMZN,2019-02-06,83.5375,191.8979,2019-03-22,2019-03-25,87.8895,rollback
LEAN_TIEBREAK,AMD,2019-03-20,26.49,622.3762,2019-03-22,2019-03-25,26.29,rollback
LEAN_TIEBREAK,DHI,2019-03-08,40.34,386.299,2019-03-26,2019-03-27,42.14,rollback
LEAN_TIEBREAK,FCX,2019-03-21,12.71,1284.5059,2019-04-05,2019-04-08,13.45,rollback
LEAN_TIEBREAK,F,2019-03-27,8.75,1862.9398,2019-04-15,2019-04-16,9.32,rollback
LEAN_TIEBREAK,BKNG,2018-06-01,84.8396,194.4125,2019-04-16,2019-04-17,73.9452,rollback
LEAN_TIEBREAK,BAC,2019-02-19,28.93,567.6795,2019-04-22,2019-04-23,29.99,rollback
LEAN_TIEBREAK,HRB,2019-02-22,24.66,657.3563,2019-04-23,2019-04-24,26.35,rollback
LEAN_TIEBREAK,WMT,2019-04-08,32.8167,495.8744,2019-04-26,2019-04-29,33.96,rollback
LEAN_TIEBREAK,NEE,2019-04-16,47.765,346.4755,2019-05-01,2019-05-02,48.21,rollback
LEAN_TIEBREAK,FB,2019-03-27,167.85,97.11,2019-05-02,2019-05-03,194.38,rollback
LEAN_TIEBREAK,JNJ,2019-04-17,139.0,123.8998,2019-05-02,2019-05-03,141.29,rollback
LEAN_TIEBREAK,CVS,2019-01-24,65.5,235.3829,2019-05-03,2019-05-06,55.97,rollback
LEAN_TIEBREAK,GE,2019-04-29,47.6984,366.6042,2019-05-07,2019-05-08,50.24,rollback
LEAN_TIEBREAK,QCOM,2018-11-30,58.22,278.7898,2019-05-08,2019-05-09,83.37,rollback
LEAN_TIEBREAK,PFE,2019-05-03,41.22,429.538,2019-05-17,2019-05-20,41.4,rollback
LEAN_TIEBREAK,COTY,2019-05-06,11.26,1544.3434,2019-05-22,2019-05-23,13.03,rollback
LEAN_TIEBREAK,DWDP,2019-02-21,56.28,290.222,2019-05-31,2019-05-31,30.52,delisted
LEAN_TIEBREAK,AMD,2019-05-03,28.3,625.7006,2019-06-12,2019-06-13,32.39,rollback
LEAN_TIEBREAK,AMAT,2019-05-20,41.8,410.8953,2019-06-12,2019-06-13,41.61,rollback
LEAN_TIEBREAK,CMG,2019-05-03,14.1514,1251.2149,2019-06-13,2019-06-14,14.6776,rollback
LEAN_TIEBREAK,CVX,2019-05-10,121.17,140.882,2019-06-19,2019-06-20,124.31,rollback
LEAN_TIEBREAK,CTL,2019-03-27,12.25,1330.5383,2019-06-21,2019-06-24,11.38,rollback
LEAN_TIEBREAK,STX,2019-05-09,48.21,354.241,2019-06-25,2019-06-26,47.24,rollback
LEAN_TIEBREAK,WMT,2019-05-23,33.94,492.7302,2019-06-26,2019-06-27,36.6867,rollback
LEAN_TIEBREAK,NVDA,2019-06-14,3.6128,4893.9915,2019-07-02,2019-07-03,4.0793,rollback
LEAN_TIEBREAK,JCI,2019-06-13,39.82,443.1437,2019-07-08,2019-07-09,41.66,rollback
LEAN_TIEBREAK,ANET,2019-06-27,16.0494,1138.5167,2019-07-08,2019-07-09,16.6244,rollback
LEAN_TIEBREAK,ORLY,2019-07-03,25.5333,729.5685,2019-07-19,2019-07-22,26.5413,rollback
LEAN_TIEBREAK,EW,2019-07-10,63.01,297.7995,2019-08-05,2019-08-06,70.4867,rollback
LEAN_TIEBREAK,APC,2019-06-27,70.69,258.475,2019-08-08,2019-08-08,72.77,delisted
LEAN_TIEBREAK,NEE,2019-08-07,52.8475,332.5602,2019-08-14,2019-08-15,53.6575,rollback
LEAN_TIEBREAK,F,2019-06-14,10.01,1766.2466,2019-09-10,2019-09-11,9.29,rollback
LEAN_TIEBREAK,AAPL,2019-08-19,52.655,338.5022,2019-09-13,2019-09-16,54.4325,rollback
LEAN_TIEBREAK,ATVI,2019-04-24,46.45,375.1085,2019-09-16,2019-09-17,55.5,rollback
LEAN_TIEBREAK,VZ,2019-06-20,57.9,313.4658,2019-09-16,2019-09-17,59.32,rollback
LEAN_TIEBREAK,C,2019-06-05,65.45,259.9334,2019-09-19,2019-09-20,70.15,rollback
LEAN_TIEBREAK,FCX,2019-07-22,11.56,1584.3065,2019-09-23,2019-09-24,10.31,rollback
LEAN_TIEBREAK,NFLX,2019-04-23,37.545,460.383,2019-10-18,2019-10-21,27.289,rollback
LEAN_TIEBREAK,ALXN,2019-09-11,109.87,166.8949,2019-10-25,2019-10-28,105.0,rollback
LEAN_TIEBREAK,AMD,2019-06-28,31.08,593.1482,2019-10-29,2019-10-30,32.93,rollback
LEAN_TIEBREAK,MSFT,2019-08-09,138.61,131.3206,2019-10-31,2019-11-01,144.26,rollback
LEAN_TIEBREAK,FTNT,2019-09-17,15.98,1151.5819,2019-10-31,2019-11-01,17.732,rollback
LEAN_TIEBREAK,MRK,2019-09-23,84.91,214.5675,2019-11-01,2019-11-04,85.59,rollback
LEAN_TIEBREAK,XOM,2019-11-04,70.07,267.7108,2019-11-06,2019-11-07,72.03,rollback
LEAN_TIEBREAK,MRO,2019-11-04,12.32,1522.5289,2019-11-06,2019-11-07,12.61,rollback
LEAN_TIEBREAK,JNJ,2019-07-09,141.46,131.324,2019-11-18,2019-11-19,135.0,rollback
LEAN_TIEBREAK,HPQ,2019-10-28,17.46,1057.2427,2019-11-20,2019-11-21,19.81,rollback
LEAN_TIEBREAK,CMG,2019-09-18,16.5,1111.3494,2019-12-04,2019-12-05,16.18,rollback
LEAN_TIEBREAK,KO,2019-10-21,54.45,335.4846,2019-12-05,2019-12-06,54.31,rollback
LEAN_TIEBREAK,NEM,2019-09-18,39.53,463.859,2019-12-06,2019-12-09,40.12,rollback
LEAN_TIEBREAK,SLB,2019-11-21,36.42,517.3927,2019-12-13,2019-12-16,39.11,rollback
LEAN_TIEBREAK,F,2019-11-04,8.93,2100.7201,2019-12-17,2019-12-18,9.39,rollback
LEAN_TIEBREAK,ATVI,2019-10-31,55.93,332.6199,2019-12-24,2019-12-26,58.81,rollback
LEAN_TIEBREAK,HAL,2019-12-05,21.6,876.1245,2019-12-26,2019-12-27,24.55,rollback
LEAN_TIEBREAK,NVDA,2019-11-19,5.2758,3592.4854,2019-12-27,2019-12-30,5.8998,rollback
LEAN_TIEBREAK,NFLX,2019-12-18,31.626,630.9438,2019-12-27,2019-12-30,32.908,rollback
LEAN_TIEBREAK,AMZN,2019-12-17,88.9005,223.6268,2019-12-31,2020-01-02,93.75,rollback
LEAN_TIEBREAK,GIS,2020-01-02,53.63,375.392,2020-01-22,2020-01-23,53.83,rollback
LEAN_TIEBREAK,TSCO,2019-12-06,19.51,973.1726,2020-02-07,2020-02-10,19.234,rollback
LEAN_TIEBREAK,MPC,2019-11-08,65.87,283.0055,2020-02-14,2020-02-18,57.18,rollback
LEAN_TIEBREAK,PEP,2019-12-30,136.7,147.269,2020-02-18,2020-02-19,145.62,rollback
LEAN_TIEBREAK,WMT,2019-11-07,40.0,473.6463,2020-02-19,2020-02-20,39.07,rollback
LEAN_TIEBREAK,AMD,2020-02-10,49.47,398.698,2020-02-21,2020-02-24,48.175,rollback
LEAN_TIEBREAK,NFLX,2020-03-03,38.103,472.1624,2020-04-01,2020-04-02,36.408,rollback
LEAN_TIEBREAK,PM,2019-09-26,74.91,241.2754,2020-04-07,2020-04-08,75.17,rollback
LEAN_TIEBREAK,CVS,2019-12-26,74.7,270.5542,2020-04-13,2020-04-14,59.88,rollback
LEAN_TIEBREAK,HBI,2020-01-02,14.77,1363.1198,2020-04-13,2020-04-14,9.49,rollback
LEAN_TIEBREAK,F,2020-04-09,5.51,2666.4437,2020-04-13,2020-04-14,5.27,rollback
LEAN_TIEBREAK,USB,2019-12-27,60.36,335.6816,2020-04-14,2020-04-15,35.13,rollback
LEAN_TIEBREAK,BAC,2019-12-09,33.5,569.5749,2020-04-15,2020-04-16,22.15,rollback
LEAN_TIEBREAK,T,2020-01-23,38.96,506.9055,2020-04-21,2020-04-22,30.9,rollback
LEAN_TIEBREAK,AAPL,2020-02-20,80.6575,249.5786,2020-04-21,2020-04-22,68.4025,rollback
LEAN_TIEBREAK,GILD,2020-04-17,85.17,168.6111,2020-04-28,2020-04-29,83.97,rollback
LEAN_TIEBREAK,TWTR,2020-04-23,28.43,492.1585,2020-04-28,2020-04-29,30.06,rollback
LEAN_TIEBREAK,CCL,2020-04-15,11.88,1207.8086,2020-04-30,2020-05-01,14.9,rollback
LEAN_TIEBREAK,PFE,2020-04-03,32.63,407.9317,2020-05-01,2020-05-04,37.6,rollback
LEAN_TIEBREAK,HBAN,2020-04-23,7.87,1777.7213,2020-05-01,2020-05-04,8.34,rollback
LEAN_TIEBREAK,SYF,2020-04-23,16.06,871.1063,2020-05-01,2020-05-04,17.95,rollback
LEAN_TIEBREAK,BEN,2020-02-19,26.16,773.94,2020-05-05,2020-05-06,18.12,rollback
LEAN_TIEBREAK,AMAT,2020-05-08,52.41,292.7874,2020-05-21,2020-05-22,55.02,rollback
LEAN_TIEBREAK,FTNT,2020-04-30,21.6,746.4385,2020-05-26,2020-05-27,27.45,rollback
LEAN_TIEBREAK,AAL,2020-04-15,12.52,1146.0103,2020-05-28,2020-05-29,10.48,rollback
LEAN_TIEBREAK,BAC,2020-05-11,23.11,671.8397,2020-05-28,2020-05-29,24.42,rollback
LEAN_TIEBREAK,C,2020-05-11,45.21,343.39,2020-05-28,2020-05-29,48.02,rollback
LEAN_TIEBREAK,F,2020-05-11,5.18,2997.4886,2020-05-29,2020-06-01,5.73,rollback
LEAN_TIEBREAK,GPS,2020-05-22,8.21,1939.4218,2020-05-29,2020-06-01,9.38,rollback
LEAN_TIEBREAK,VZ,2020-05-29,55.33,292.0222,2020-06-01,2020-06-02,55.82,rollback
LEAN_TIEBREAK,HPQ,2020-04-29,15.9,997.8072,2020-06-09,2020-06-10,17.36,rollback
LEAN_TIEBREAK,MRK,2020-05-29,79.46,203.3323,2020-06-09,2020-06-10,82.44,rollback
LEAN_TIEBREAK,OXY,2020-02-20,42.7,471.414,2020-06-10,2020-06-11,17.84,rollback
LEAN_TIEBREAK,SLB,2020-04-23,15.85,882.736,2020-06-10,2020-06-11,19.12,rollback
LEAN_TIEBREAK,WFC,2020-05-27,27.8,615.8009,2020-06-10,2020-06-11,27.2,rollback
LEAN_TIEBREAK,UA,2020-06-02,8.39,1923.5523,2020-06-10,2020-06-11,8.62,rollback
LEAN_TIEBREAK,LRCX,2020-05-11,26.247,591.5129,2020-06-11,2020-06-12,29.2803,rollback
LEAN_TIEBREAK,COTY,2020-06-02,4.5,3586.5357,2020-06-11,2020-06-12,4.95,rollback
LEAN_TIEBREAK,CRM,2020-06-11,176.64,94.9201,2020-06-23,2020-06-24,187.51,rollback
LEAN_TIEBREAK,NFLX,2020-06-10,43.6,420.7267,2020-06-24,2020-06-25,45.886,rollback
LEAN_TIEBREAK,ORCL,2020-06-19,54.21,312.6535,2020-07-13,2020-07-14,56.67,rollback
LEAN_TIEBREAK,GOOGL,2020-06-26,71.6315,226.5586,2020-07-13,2020-07-14,74.6395,rollback
LEAN_TIEBREAK,PFE,2020-05-29,38.27,422.221,2020-07-14,2020-07-15,35.99,rollback
LEAN_TIEBREAK,F,2020-07-15,6.54,2574.1845,2020-07-17,2020-07-20,6.8,rollback
LEAN_TIEBREAK,KO,2020-07-15,46.3,363.5923,2020-07-23,2020-07-24,48.4,rollback
LEAN_TIEBREAK,AMD,2020-06-10,57.2,320.7098,2020-08-17,2020-08-18,82.8,rollback
LEAN_TIEBREAK,V,2020-07-20,194.74,87.2666,2020-08-31,2020-09-01,212.21,rollback
LEAN_TIEBREAK,CMG,2020-06-19,20.8,814.7719,2020-09-03,2020-09-04,26.6578,rollback
LEAN_TIEBREAK,GOOG,2020-08-18,76.309,242.9532,2020-09-03,2020-09-04,81.213,rollback
LEAN_TIEBREAK,KSS,2020-09-04,22.05,834.6068,2020-09-18,2020-09-21,22.53,index_drop
LEAN_TIEBREAK,TWTR,2020-09-21,39.43,442.8311,2020-09-24,2020-09-25,43.21,rollback
LEAN_TIEBREAK,LRCX,2020-09-25,32.472,519.0972,2020-10-16,2020-10-19,36.75,rollback
LEAN_TIEBREAK,CSX,2020-07-15,23.5,716.3185,2020-11-06,2020-11-09,30.1167,rollback
LEAN_TIEBREAK,MS,2020-06-26,48.3,335.9818,2020-11-10,2020-11-11,55.94,rollback
LEAN_TIEBREAK,XOM,2020-07-28,43.91,399.076,2020-11-10,2020-11-11,37.09,rollback
LEAN_TIEBREAK,BAC,2020-09-08,26.14,689.9975,2020-11-12,2020-11-13,26.88,rollback
LEAN_TIEBREAK,MYL,2020-11-11,15.71,1219.3002,2020-11-16,2020-11-16,15.855,delisted
LEAN_TIEBREAK,KMI,2020-11-11,13.07,1465.659,2020-11-18,2020-11-19,13.7,rollback
LEAN_TIEBREAK,MRO,2020-06-19,6.7,2529.8203,2020-11-25,2020-11-27,6.46,rollback
LEAN_TIEBREAK,DVN,2020-06-19,13.42,1262.7726,2020-11-25,2020-11-27,14.98,rollback
LEAN_TIEBREAK,AAL,2020-11-16,12.87,1504.5822,2020-11-27,2020-11-30,14.92,rollback
LEAN_TIEBREAK,ABBV,2020-09-01,95.52,193.4749,2020-12-01,2020-12-02,104.0,rollback
LEAN_TIEBREAK,NFLX,2020-11-30,49.008,425.0558,2020-12-08,2020-12-09,51.053,rollback
LEAN_TIEBREAK,ATVI,2020-10-19,82.28,211.6229,2021-01-04,2021-01-05,90.32,rollback
LEAN_TIEBREAK,NEE,2020-11-27,76.05,274.2269,2021-01-11,2021-01-12,79.65,rollback
LEAN_TIEBREAK,GILD,2020-06-01,75.47,212.8078,2021-01-13,2021-01-14,61.64,rollback
LEAN_TIEBREAK,EBAY,2020-11-20,49.8,395.9481,2021-01-13,2021-01-14,55.83,rollback
LEAN_TIEBREAK,GOOGL,2021-01-14,87.4435,251.943,2021-01-27,2021-01-28,91.55,rollback
LEAN_TIEBREAK,AAPL,2021-01-14,130.8,168.4395,2021-01-28,2021-01-29,135.83,rollback
LEAN_TIEBREAK,KR,2020-11-09,31.98,581.6038,2021-01-29,2021-02-01,34.51,rollback
LEAN_TIEBREAK,MSFT,2020-12-02,214.88,96.9311,2021-01-29,2021-02-01,235.06,rollback
LEAN_TIEBREAK,NOW,2020-11-18,102.25,192.753,2021-02-09,2021-02-10,117.152,rollback
LEAN_TIEBREAK,CSCO,2021-02-02,45.52,480.3585,2021-02-09,2021-02-10,46.15,rollback
LEAN_TIEBREAK,NVDA,2021-02-03,13.636,1608.8794,2021-02-09,2021-02-10,14.4633,rollback
LEAN_TIEBREAK,CMCSA,2021-01-29,50.31,435.9069,2021-02-12,2021-02-16,53.0,rollback
LEAN_TIEBREAK,HPE,2021-01-12,12.04,1814.1094,2021-02-17,2021-02-18,13.91,rollback
LEAN_TIEBREAK,LRCX,2021-02-12,57.018,396.5914,2021-02-22,2021-02-23,55.655,rollback
LEAN_TIEBREAK,AAL,2021-01-28,20.33,1098.2209,2021-02-25,2021-02-26,20.61,rollback
LEAN_TIEBREAK,SCHW,2021-02-16,58.93,390.4859,2021-02-25,2021-02-26,62.91,rollback
LEAN_TIEBREAK,VZ,2021-02-18,56.94,401.7723,2021-02-25,2021-02-26,56.47,rollback
LEAN_TIEBREAK,ORCL,2021-02-23,64.42,359.985,2021-03-04,2021-03-05,67.3101,rollback
LEAN_TIEBREAK,AVGO,2021-03-02,49.037,473.2901,2021-03-29,2021-03-30,46.388,rollback
LEAN_TIEBREAK,WMT,2021-01-05,48.8667,437.075,2021-03-30,2021-03-31,45.1833,rollback
LEAN_TIEBREAK,ORLY,2021-02-11,30.3853,751.5347,2021-04-05,2021-04-06,33.8347,rollback
LEAN_TIEBREAK,CPRT,2020-12-14,29.375,720.6409,2021-04-06,2021-04-07,28.1525,rollback
LEAN_TIEBREAK,NFLX,2021-03-02,55.334,419.4508,2021-04-12,2021-04-13,55.7,rollback
LEAN_TIEBREAK,CMG,2021-03-02,29.8682,776.9992,2021-04-13,2021-04-14,30.719,rollback
LEAN_TIEBREAK,TWTR,2021-04-07,66.64,357.213,2021-04-14,2021-04-15,70.55,rollback
LEAN_TIEBREAK,AMZN,2020-11-27,160.563,129.8929,2021-04-19,2021-04-20,168.68,rollback
LEAN_TIEBREAK,WFC,2021-03-31,39.27,593.185,2021-04-20,2021-04-21,42.24,rollback
LEAN_TIEBREAK,T,2021-03-05,29.01,778.3042,2021-04-26,2021-04-27,30.84,rollback
LEAN_TIEBREAK,MOS,2021-04-14,32.44,735.0426,2021-04-30,2021-05-03,35.3,rollback
LEAN_TIEBREAK,MDLZ,2021-04-21,59.37,393.632,2021-05-04,2021-05-05,60.94,rollback
LEAN_TIEBREAK,JNJ,2021-04-20,161.0,142.3639,2021-05-05,2021-05-06,166.79,rollback
LEAN_TIEBREAK,VZ,2021-05-03,58.23,419.5863,2021-05-07,2021-05-10,59.08,rollback
