run,date,equity,n_pos,units,drawn,gross
ADDS_ONLY,2023-05-09,332618.62,8,10,0.0,301279.91
ADDS_ONLY,2023-05-10,329569.33,8,10,0.0,298230.62
ADDS_ONLY,2023-05-11,327955.41,8,10,0.0,296616.7
ADDS_ONLY,2023-05-12,327952.64,8,10,0.0,296613.93
ADDS_ONLY,2023-05-15,336532.74,8,10,0.0,305194.03
ADDS_ONLY,2023-05-16,333141.97,8,10,0.0,301803.26
ADDS_ONLY,2023-05-17,339964.68,8,10,0.0,308625.97
ADDS_ONLY,2023-05-18,345713.84,8,10,0.0,314375.13
ADDS_ONLY,2023-05-19,342916.46,8,10,0.0,311577.75
ADDS_ONLY,2023-05-22,346889.48,8,10,0.0,321868.84
ADDS_ONLY,2023-05-23,343357.46,8,10,0.0,318336.83
ADDS_ONLY,2023-05-24,337754.96,7,10,0.0,307858.16
ADDS_ONLY,2023-05-25,330406.89,7,10,0.0,300510.09
ADDS_ONLY,2023-05-26,337770.15,7,10,0.0,307873.35
ADDS_ONLY,2023-05-30,344096.07,7,10,0.0,314199.27
ADDS_ONLY,2023-05-31,342498.74,7,10,0.0,312601.95
ADDS_ONLY,2023-06-01,345631.53,7,10,0.0,315734.74
ADDS_ONLY,2023-06-02,354361.58,7,10,0.0,324464.78
ADDS_ONLY,2023-06-05,350940.95,7,10,0.0,321044.15
ADDS_ONLY,2023-06-06,359691.7,7,10,0.0,329794.9
ADDS_ONLY,2023-06-07,367331.44,7,10,0.0,337434.64
ADDS_ONLY,2023-06-08,372550.18,7,10,0.0,342653.38
ADDS_ONLY,2023-06-09,372406.48,6,8,0.0,274057.95
ADDS_ONLY,2023-06-12,378193.65,6,8,0.0,279845.12
ADDS_ONLY,2023-06-13,382953.66,8,10,0.0,360803.25
ADDS_ONLY,2023-06-14,385356.58,8,10,0.0,363206.16
ADDS_ONLY,2023-06-15,388169.25,8,10,0.0,366018.83
ADDS_ONLY,2023-06-16,390382.26,8,10,0.0,376879.58
ADDS_ONLY,2023-06-20,388604.19,8,10,0.0,375101.51
ADDS_ONLY,2023-06-21,380108.79,8,10,0.0,366606.11
ADDS_ONLY,2023-06-22,379293.66,6,6,0.0,232701.09
ADDS_ONLY,2023-06-23,376397.24,7,7,0.0,267600.03
ADDS_ONLY,2023-06-26,376046.43,6,6,0.0,223567.52
ADDS_ONLY,2023-06-27,377475.73,6,6,0.0,224996.82
ADDS_ONLY,2023-06-28,379540.0,9,10,0.0,377842.61
ADDS_ONLY,2023-06-29,382327.51,9,10,0.0,380630.12
ADDS_ONLY,2023-06-30,384023.88,9,10,0.0,382326.49
ADDS_ONLY,2023-07-03,386376.53,9,10,0.0,384679.14
ADDS_ONLY,2023-07-05,386025.69,9,10,0.0,384328.29
ADDS_ONLY,2023-07-06,383185.6,9,10,0.0,381488.21
ADDS_ONLY,2023-07-07,381115.77,8,10,0.0,378660.09
ADDS_ONLY,2023-07-10,380207.45,8,10,0.0,377751.77
ADDS_ONLY,2023-07-11,385174.44,8,10,0.0,382718.76
ADDS_ONLY,2023-07-12,387430.01,8,10,0.0,384974.33
ADDS_ONLY,2023-07-13,389949.97,8,10,0.0,387494.29
ADDS_ONLY,2023-07-14,386169.57,8,10,0.0,383713.89
ADDS_ONLY,2023-07-17,384813.14,8,10,0.0,382352.69
ADDS_ONLY,2023-07-18,390407.68,8,10,0.0,386152.38
ADDS_ONLY,2023-07-19,394173.66,8,10,0.0,387936.37
ADDS_ONLY,2023-07-20,393987.51,8,10,0.0,387750.22
ADDS_ONLY,2023-07-21,394284.12,8,10,0.0,388046.83
ADDS_ONLY,2023-07-24,394731.46,8,10,0.0,388494.17
ADDS_ONLY,2023-07-25,393306.75,8,10,0.0,387069.46
ADDS_ONLY,2023-07-26,393637.26,7,9,0.0,348500.92
ADDS_ONLY,2023-07-27,388351.08,7,9,0.0,343214.74
ADDS_ONLY,2023-07-28,390634.31,7,10,0.0,379077.3
ADDS_ONLY,2023-07-31,392350.04,7,10,0.0,380793.03
ADDS_ONLY,2023-08-01,390020.48,7,10,0.0,376909.0
ADDS_ONLY,2023-08-02,383460.37,7,10,0.0,370348.9
ADDS_ONLY,2023-08-03,381570.24,7,10,0.0,368458.76
ADDS_ONLY,2023-08-04,379607.65,7,10,0.0,366496.18
ADDS_ONLY,2023-08-07,383255.23,7,10,0.0,370143.75
ADDS_ONLY,2023-08-08,381165.74,7,10,0.0,368054.26
ADDS_ONLY,2023-08-09,376836.18,7,10,0.0,363724.71
ADDS_ONLY,2023-08-10,375922.39,7,10,0.0,362810.92
ADDS_ONLY,2023-08-11,374743.64,7,10,0.0,361632.17
ADDS_ONLY,2023-08-14,376784.98,7,10,0.0,363673.5
ADDS_ONLY,2023-08-15,375101.34,7,10,0.0,361989.86
ADDS_ONLY,2023-08-16,370615.92,7,10,0.0,357504.45
ADDS_ONLY,2023-08-17,367330.5,7,10,0.0,354219.02
ADDS_ONLY,2023-08-18,368860.92,7,10,0.0,355749.45
ADDS_ONLY,2023-08-21,370265.0,7,10,0.0,357153.52
ADDS_ONLY,2023-08-22,369345.61,7,10,0.0,356234.13
ADDS_ONLY,2023-08-23,373288.2,7,10,0.0,360176.73
ADDS_ONLY,2023-08-24,366269.24,7,10,0.0,353157.76
ADDS_ONLY,2023-08-25,369361.72,7,10,0.0,356250.24
ADDS_ONLY,2023-08-28,371061.7,7,10,0.0,357950.23
ADDS_ONLY,2023-08-29,379032.76,7,10,0.0,365921.28
ADDS_ONLY,2023-08-30,379851.3,7,10,0.0,366739.83
ADDS_ONLY,2023-08-31,378492.69,7,10,0.0,365381.21
ADDS_ONLY,2023-09-01,379520.02,7,10,0.0,366408.54
ADDS_ONLY,2023-09-05,380374.73,7,10,0.0,367263.26
ADDS_ONLY,2023-09-06,380015.97,7,10,0.0,366904.49
ADDS_ONLY,2023-09-07,379325.45,7,10,0.0,366213.98
ADDS_ONLY,2023-09-08,378985.86,7,10,0.0,365874.38
ADDS_ONLY,2023-09-11,380654.25,7,10,0.0,367542.77
ADDS_ONLY,2023-09-12,370320.77,7,10,0.0,357209.29
ADDS_ONLY,2023-09-13,372858.68,7,10,0.0,359747.2
ADDS_ONLY,2023-09-14,376264.79,7,9,0.0,329249.79
ADDS_ONLY,2023-09-15,373415.17,8,10,0.0,363922.8
ADDS_ONLY,2023-09-18,371630.35,8,10,0.0,362137.98
ADDS_ONLY,2023-09-19,369552.09,8,10,0.0,358798.59
ADDS_ONLY,2023-09-20,367632.11,8,10,0.0,356878.61
ADDS_ONLY,2023-09-21,360940.93,8,10,0.0,350187.43
ADDS_ONLY,2023-09-22,358562.42,8,10,0.0,347808.92
ADDS_ONLY,2023-09-25,358151.85,8,10,0.0,347398.35
ADDS_ONLY,2023-09-26,352073.27,8,10,0.0,341319.77
ADDS_ONLY,2023-09-27,353586.31,8,10,0.0,342832.81
ADDS_ONLY,2023-09-28,358752.87,8,10,0.0,347999.36
ADDS_ONLY,2023-09-29,356491.85,8,10,0.0,345738.35
ADDS_ONLY,2023-10-02,355688.27,8,10,0.0,344934.77
ADDS_ONLY,2023-10-03,348105.32,8,10,0.0,337351.82
ADDS_ONLY,2023-10-04,351859.16,8,10,0.0,341105.66
ADDS_ONLY,2023-10-05,353724.91,8,10,0.0,342971.41
ADDS_ONLY,2023-10-06,357780.23,8,10,0.0,347026.73
ADDS_ONLY,2023-10-09,360490.83,8,10,0.0,349737.33
ADDS_ONLY,2023-10-10,362501.51,8,10,0.0,351748.01
ADDS_ONLY,2023-10-11,361481.16,8,10,0.0,350727.66
ADDS_ONLY,2023-10-12,360408.47,8,10,0.0,349654.97
ADDS_ONLY,2023-10-13,358336.61,8,10,0.0,347583.11
ADDS_ONLY,2023-10-16,361140.63,8,10,0.0,350387.13
ADDS_ONLY,2023-10-17,362284.62,8,10,0.0,351531.12
ADDS_ONLY,2023-10-18,356843.15,8,10,0.0,346089.65
ADDS_ONLY,2023-10-19,354157.19,8,10,0.0,343403.69
ADDS_ONLY,2023-10-20,348369.94,8,9,0.0,299146.24
ADDS_ONLY,2023-10-23,348058.04,8,10,0.0,333605.31
ADDS_ONLY,2023-10-24,351359.2,8,10,0.0,336906.47
ADDS_ONLY,2023-10-25,344891.91,8,10,0.0,330439.18
ADDS_ONLY,2023-10-26,340347.76,8,10,0.0,325047.04
ADDS_ONLY,2023-10-27,342566.28,8,10,0.0,327265.56
ADDS_ONLY,2023-10-30,346088.25,8,10,0.0,330787.53
ADDS_ONLY,2023-10-31,350952.33,8,10,0.0,335651.62
ADDS_ONLY,2023-11-01,357426.17,8,10,0.0,342125.45
ADDS_ONLY,2023-11-02,364190.32,8,10,0.0,348889.6
ADDS_ONLY,2023-11-03,370336.33,8,10,0.0,355035.62
ADDS_ONLY,2023-11-06,370396.82,8,10,0.0,355096.1
ADDS_ONLY,2023-11-07,370496.81,7,10,0.0,357342.8
ADDS_ONLY,2023-11-08,373172.47,7,10,0.0,360018.46
ADDS_ONLY,2023-11-09,373247.08,7,10,0.0,360093.07
ADDS_ONLY,2023-11-10,377986.59,7,10,0.0,364832.58
ADDS_ONLY,2023-11-13,379406.19,7,10,0.0,366252.18
ADDS_ONLY,2023-11-14,385959.28,7,10,0.0,372805.28
ADDS_ONLY,2023-11-15,387140.79,7,10,0.0,373986.79
ADDS_ONLY,2023-11-16,389592.41,7,10,0.0,376438.4
ADDS_ONLY,2023-11-17,389647.42,7,10,0.0,376493.41
ADDS_ONLY,2023-11-20,393005.45,7,10,0.0,379851.44
ADDS_ONLY,2023-11-21,390274.46,7,10,0.0,377120.45
ADDS_ONLY,2023-11-22,392790.42,7,10,0.0,379636.41
ADDS_ONLY,2023-11-24,393295.81,7,10,0.0,380141.8
ADDS_ONLY,2023-11-27,391721.72,6,9,0.0,347882.33
ADDS_ONLY,2023-11-28,389150.19,3,4,0.0,144699.8
ADDS_ONLY,2023-11-29,388023.91,3,4,0.0,141779.8
ADDS_ONLY,2023-11-30,389648.37,4,5,0.0,182233.62
ADDS_ONLY,2023-12-01,391149.81,7,8,0.0,300750.6
ADDS_ONLY,2023-12-04,393755.1,8,9,0.0,342442.53
ADDS_ONLY,2023-12-05,390534.77,8,9,0.0,340739.36
ADDS_ONLY,2023-12-06,394996.9,8,10,0.0,384380.6
ADDS_ONLY,2023-12-07,400327.76,8,10,0.0,389711.46
ADDS_ONLY,2023-12-08,404278.96,8,10,0.0,399189.66
ADDS_ONLY,2023-12-11,406216.45,8,10,0.0,401127.15
ADDS_ONLY,2023-12-12,405719.1,8,10,0.0,400629.8
ADDS_ONLY,2023-12-13,416248.8,8,10,0.0,411159.5
ADDS_ONLY,2023-12-14,419064.16,8,10,0.0,413974.86
ADDS_ONLY,2023-12-15,418936.45,8,10,0.0,413847.15
ADDS_ONLY,2023-12-18,419042.07,8,10,0.0,413952.77
ADDS_ONLY,2023-12-19,425259.96,8,10,0.0,422153.02
ADDS_ONLY,2023-12-20,419800.0,8,10,-0.0,419800.0
ADDS_ONLY,2023-12-21,426628.07,6,8,0.0,351617.02
ADDS_ONLY,2023-12-22,428450.63,8,10,-0.0,428450.63
ADDS_ONLY,2023-12-26,431186.77,8,10,-0.0,431186.77
ADDS_ONLY,2023-12-27,431386.94,8,10,-0.0,431386.94
ADDS_ONLY,2023-12-28,431695.66,7,9,0.0,388607.15
ADDS_ONLY,2023-12-29,429697.09,7,9,0.0,387074.71
ADDS_ONLY,2024-01-02,438628.2,8,10,-0.0,438628.2
ADDS_ONLY,2024-01-03,434132.37,8,10,-0.0,434132.37
ADDS_ONLY,2024-01-04,425277.17,7,8,0.0,333384.14
ADDS_ONLY,2024-01-05,427280.66,7,7,0.0,294933.52
ADDS_ONLY,2024-01-08,426899.6,7,7,0.0,294552.46
ADDS_ONLY,2024-01-09,424757.3,10,10,0.0,416095.66
ADDS_ONLY,2024-01-10,424830.82,9,10,0.0,412977.07
ADDS_ONLY,2024-01-11,425416.6,9,10,0.0,413562.84
ADDS_ONLY,2024-01-12,417161.54,9,10,0.0,405307.78
ADDS_ONLY,2024-01-16,409844.08,9,10,0.0,397990.32
ADDS_ONLY,2024-01-17,407368.66,9,10,0.0,395514.9
ADDS_ONLY,2024-01-18,411908.39,9,10,0.0,400054.63
ADDS_ONLY,2024-01-19,414890.14,9,10,0.0,403036.38
ADDS_ONLY,2024-01-22,412513.73,9,10,0.0,400659.98
ADDS_ONLY,2024-01-23,418276.99,8,10,0.0,402662.53
ADDS_ONLY,2024-01-24,416718.89,8,10,0.0,401104.43
ADDS_ONLY,2024-01-25,431424.97,7,10,0.0,413743.76
ADDS_ONLY,2024-01-26,430757.48,7,10,0.0,413076.26
ADDS_ONLY,2024-01-29,429407.75,7,10,0.0,411726.54
ADDS_ONLY,2024-01-30,425025.76,7,10,0.0,407344.55
ADDS_ONLY,2024-01-31,418473.47,7,10,0.0,398907.53
ADDS_ONLY,2024-02-01,422282.38,7,10,0.0,402716.44
ADDS_ONLY,2024-02-02,419417.23,7,10,0.0,399851.3
ADDS_ONLY,2024-02-05,411727.81,7,10,0.0,392161.88
ADDS_ONLY,2024-02-06,416824.91,7,10,0.0,397258.98
ADDS_ONLY,2024-02-07,419665.67,7,10,0.0,400099.74
ADDS_ONLY,2024-02-08,421513.34,7,10,0.0,401947.41
ADDS_ONLY,2024-02-09,420316.02,7,10,0.0,400750.08
ADDS_ONLY,2024-02-12,424724.81,7,10,0.0,405158.88
ADDS_ONLY,2024-02-13,419178.07,7,10,0.0,399612.13
ADDS_ONLY,2024-02-14,421781.78,7,10,0.0,402215.85
ADDS_ONLY,2024-02-15,426539.58,7,10,0.0,404768.53
ADDS_ONLY,2024-02-16,423251.11,7,10,0.0,401480.05
ADDS_ONLY,2024-02-20,421898.28,7,10,0.0,400127.22
ADDS_ONLY,2024-02-21,426728.71,7,10,0.0,404957.65
ADDS_ONLY,2024-02-22,433968.92,7,10,0.0,412197.86
ADDS_ONLY,2024-02-23,432386.94,7,10,0.0,410615.88
ADDS_ONLY,2024-02-26,429819.59,7,10,0.0,408048.53
ADDS_ONLY,2024-02-27,431679.41,7,9,0.0,368210.81
ADDS_ONLY,2024-02-28,430536.44,8,10,0.0,410009.83
ADDS_ONLY,2024-02-29,436514.95,7,10,0.0,417420.94
ADDS_ONLY,2024-03-01,443754.02,7,10,0.0,424660.01
ADDS_ONLY,2024-03-04,442391.87,7,10,0.0,423297.85
ADDS_ONLY,2024-03-05,441537.46,7,10,0.0,422443.44
ADDS_ONLY,2024-03-06,448268.7,7,10,0.0,429089.92
ADDS_ONLY,2024-03-07,448897.63,7,10,0.0,429718.86
ADDS_ONLY,2024-03-08,452061.41,7,10,0.0,432882.64
ADDS_ONLY,2024-03-11,451432.15,7,10,0.0,432253.37
ADDS_ONLY,2024-03-12,448418.38,7,10,0.0,427055.23
ADDS_ONLY,2024-03-13,454267.85,7,10,0.0,431801.14
ADDS_ONLY,2024-03-14,448250.24,7,10,0.0,425783.54
ADDS_ONLY,2024-03-15,446870.84,7,10,0.0,424404.14
ADDS_ONLY,2024-03-18,448192.45,7,9,0.0,385767.78
ADDS_ONLY,2024-03-19,449173.94,7,10,0.0,431475.06
ADDS_ONLY,2024-03-20,464859.63,7,10,0.0,447160.74
ADDS_ONLY,2024-03-21,464921.07,7,10,0.0,447222.18
ADDS_ONLY,2024-03-22,464257.38,7,10,0.0,449395.03
ADDS_ONLY,2024-03-25,466085.55,6,8,0.0,355368.54
ADDS_ONLY,2024-03-26,465129.37,8,10,0.0,448164.41
ADDS_ONLY,2024-03-27,470773.89,8,10,0.0,453808.93
ADDS_ONLY,2024-03-28,468604.42,8,10,0.0,451639.45
ADDS_ONLY,2024-04-01,468205.42,8,10,0.0,451240.45
ADDS_ONLY,2024-04-02,461455.32,8,10,0.0,443332.63
ADDS_ONLY,2024-04-03,462566.72,8,10,0.0,444444.03
ADDS_ONLY,2024-04-04,454770.99,8,10,0.0,436648.3
ADDS_ONLY,2024-04-05,457666.45,5,7,0.0,313657.0
ADDS_ONLY,2024-04-08,460260.62,7,9,0.0,408074.54
ADDS_ONLY,2024-04-09,458388.5,7,9,0.0,406202.42
ADDS_ONLY,2024-04-10,452229.9,8,10,0.0,445310.63
ADDS_ONLY,2024-04-11,455672.67,8,10,0.0,443802.93
ADDS_ONLY,2024-04-12,443778.08,8,10,0.0,431908.34
ADDS_ONLY,2024-04-15,438178.95,8,10,0.0,426309.21
ADDS_ONLY,2024-04-16,437048.03,8,10,0.0,425178.29
ADDS_ONLY,2024-04-17,435924.98,8,10,0.0,424055.24
ADDS_ONLY,2024-04-18,435622.9,8,10,0.0,423753.16
ADDS_ONLY,2024-04-19,432442.41,8,10,0.0,420572.67
ADDS_ONLY,2024-04-22,433998.1,8,10,0.0,422128.36
ADDS_ONLY,2024-04-23,439134.95,8,10,0.0,427265.21
ADDS_ONLY,2024-04-24,443216.04,8,10,0.0,431346.3
ADDS_ONLY,2024-04-25,444640.92,8,10,0.0,432771.18
ADDS_ONLY,2024-04-26,446752.89,8,10,0.0,434883.15
ADDS_ONLY,2024-04-29,446900.96,8,10,0.0,435031.22
ADDS_ONLY,2024-04-30,438998.47,8,10,0.0,427128.73
ADDS_ONLY,2024-05-01,427806.21,8,10,0.0,415936.47
ADDS_ONLY,2024-05-02,429481.49,8,10,0.0,417611.75
ADDS_ONLY,2024-05-03,433461.19,8,10,0.0,421591.45
ADDS_ONLY,2024-05-06,437153.08,8,10,0.0,425283.34
ADDS_ONLY,2024-05-07,433967.53,8,10,0.0,422097.79
ADDS_ONLY,2024-05-08,440248.95,8,10,0.0,428379.21
ADDS_ONLY,2024-05-09,442883.33,8,10,0.0,431013.59
ADDS_ONLY,2024-05-10,446854.09,8,10,0.0,434984.35
ADDS_ONLY,2024-05-13,448330.29,8,10,0.0,436460.55
ADDS_ONLY,2024-05-14,450374.8,8,10,0.0,438505.06
ADDS_ONLY,2024-05-15,458200.15,8,10,0.0,446330.42
ADDS_ONLY,2024-05-16,456842.47,8,10,0.0,444972.73
ADDS_ONLY,2024-05-17,457084.11,9,10,0.0,448704.58
ADDS_ONLY,2024-05-20,463289.12,9,10,0.0,455493.92
ADDS_ONLY,2024-05-21,462248.64,9,10,0.0,454453.44
ADDS_ONLY,2024-05-22,458166.85,9,10,0.0,448541.22
ADDS_ONLY,2024-05-23,444257.82,9,10,0.0,434632.2
ADDS_ONLY,2024-05-24,449809.49,8,9,0.0,393173.41
ADDS_ONLY,2024-05-28,453358.97,8,9,0.0,396722.89
ADDS_ONLY,2024-05-29,447294.05,8,9,0.0,390657.96
ADDS_ONLY,2024-05-30,449585.64,8,9,0.0,392949.56
ADDS_ONLY,2024-05-31,455914.09,9,10,0.0,444303.24
ADDS_ONLY,2024-06-03,461521.46,9,10,0.0,449910.62
ADDS_ONLY,2024-06-04,469577.89,9,10,0.0,457967.04
ADDS_ONLY,2024-06-05,471821.8,9,10,0.0,460210.95
ADDS_ONLY,2024-06-06,468718.4,8,10,0.0,457867.68
ADDS_ONLY,2024-06-07,464899.31,8,10,0.0,456812.39
ADDS_ONLY,2024-06-10,467653.03,7,9,0.0,415936.69
ADDS_ONLY,2024-06-11,465509.97,7,10,0.0,460442.44
ADDS_ONLY,2024-06-12,466235.77,7,10,0.0,461168.24
ADDS_ONLY,2024-06-13,462083.09,7,10,0.0,454120.83
ADDS_ONLY,2024-06-14,457148.39,7,10,0.0,449186.13
ADDS_ONLY,2024-06-17,460178.96,7,10,0.0,452216.7
ADDS_ONLY,2024-06-18,458366.93,7,10,0.0,450404.67
ADDS_ONLY,2024-06-20,460742.71,7,10,0.0,452780.46
ADDS_ONLY,2024-06-21,466205.27,7,10,0.0,458243.02
ADDS_ONLY,2024-06-24,463433.24,7,10,0.0,455470.98
ADDS_ONLY,2024-06-25,463908.53,7,10,0.0,455450.33
ADDS_ONLY,2024-06-26,463845.38,7,10,0.0,455387.18
ADDS_ONLY,2024-06-27,465696.37,7,10,0.0,457238.17
ADDS_ONLY,2024-06-28,466859.48,7,10,0.0,458401.29
ADDS_ONLY,2024-07-01,465941.16,7,10,0.0,457482.97
ADDS_ONLY,2024-07-02,472872.29,7,10,0.0,464414.09
ADDS_ONLY,2024-07-03,477230.84,7,10,0.0,468772.64
ADDS_ONLY,2024-07-05,479539.04,7,10,0.0,471080.84
ADDS_ONLY,2024-07-08,485848.03,6,9,0.0,427877.47
ADDS_ONLY,2024-07-09,488107.87,6,9,0.0,430137.3
ADDS_ONLY,2024-07-10,491862.46,7,10,0.0,482730.52
ADDS_ONLY,2024-07-11,485665.21,7,10,0.0,476533.26
ADDS_ONLY,2024-07-12,492366.78,8,10,0.0,480422.84
ADDS_ONLY,2024-07-15,493064.14,8,10,0.0,481120.2
ADDS_ONLY,2024-07-16,502596.34,8,10,0.0,490652.41
ADDS_ONLY,2024-07-17,504958.27,8,10,0.0,493014.33
ADDS_ONLY,2024-07-18,498136.17,8,10,0.0,486192.23
ADDS_ONLY,2024-07-19,493954.53,5,5,0.0,251288.86
ADDS_ONLY,2024-07-22,494009.47,4,4,0.0,196504.74
ADDS_ONLY,2024-07-23,491255.98,7,7,0.0,342071.06
ADDS_ONLY,2024-07-24,487521.3,7,8,0.0,387425.46
ADDS_ONLY,2024-07-25,482346.5,6,7,0.0,330485.87
ADDS_ONLY,2024-07-26,499228.77,8,9,0.0,445293.87
ADDS_ONLY,2024-07-29,499571.92,9,10,0.0,495764.3
ADDS_ONLY,2024-07-30,506314.82,9,10,0.0,502507.2
ADDS_ONLY,2024-07-31,514323.86,9,10,0.0,510516.23
ADDS_ONLY,2024-08-01,509199.63,9,10,0.0,505392.01
ADDS_ONLY,2024-08-02,499952.85,9,10,0.0,496145.23
ADDS_ONLY,2024-08-05,489353.26,9,10,0.0,485097.7
ADDS_ONLY,2024-08-06,494181.89,8,8,0.0,385701.13
ADDS_ONLY,2024-08-07,490999.57,10,10,0.0,481897.39
ADDS_ONLY,2024-08-08,497028.34,10,10,0.0,487926.16
ADDS_ONLY,2024-08-09,498172.53,10,10,0.0,489070.35
ADDS_ONLY,2024-08-12,498515.5,10,10,0.0,490862.51
ADDS_ONLY,2024-08-13,518392.0,10,10,0.0,510739.02
ADDS_ONLY,2024-08-14,519083.22,10,10,0.0,511430.23
ADDS_ONLY,2024-08-15,525386.89,10,10,0.0,517733.9
ADDS_ONLY,2024-08-16,524605.36,10,10,0.0,516952.38
ADDS_ONLY,2024-08-19,528202.32,9,10,0.0,514259.22
ADDS_ONLY,2024-08-20,525860.98,9,10,0.0,511917.89
ADDS_ONLY,2024-08-21,529187.65,9,10,0.0,512674.41
ADDS_ONLY,2024-08-22,521997.65,9,10,0.0,505484.41
ADDS_ONLY,2024-08-23,530971.11,9,10,0.0,514457.87
ADDS_ONLY,2024-08-26,529928.69,9,10,0.0,514506.9
ADDS_ONLY,2024-08-27,530475.79,9,10,0.0,518981.58
ADDS_ONLY,2024-08-28,523210.12,8,9,0.0,456920.98
ADDS_ONLY,2024-08-29,525828.68,8,10,0.0,510736.88
ADDS_ONLY,2024-08-30,529333.38,8,10,0.0,514241.58
ADDS_ONLY,2024-09-03,519304.43,8,10,0.0,504212.63
ADDS_ONLY,2024-09-04,520890.89,8,10,0.0,498615.03
ADDS_ONLY,2024-09-05,522034.11,8,10,0.0,499758.25
ADDS_ONLY,2024-09-06,512174.78,8,10,0.0,489898.92
ADDS_ONLY,2024-09-09,520232.93,7,10,0.0,497983.91
ADDS_ONLY,2024-09-10,521378.52,7,10,0.0,499129.49
ADDS_ONLY,2024-09-11,524084.37,7,10,0.0,501835.35
ADDS_ONLY,2024-09-12,527770.66,7,10,0.0,505521.63
ADDS_ONLY,2024-09-13,530622.52,7,10,0.0,508373.49
ADDS_ONLY,2024-09-16,532252.57,7,10,0.0,510003.54
ADDS_ONLY,2024-09-17,532856.95,7,10,0.0,510607.93
ADDS_ONLY,2024-09-18,533091.31,7,10,0.0,510842.28
ADDS_ONLY,2024-09-19,546442.84,7,10,0.0,524193.82
ADDS_ONLY,2024-09-20,538617.1,7,10,0.0,516368.07
ADDS_ONLY,2024-09-23,544146.53,8,10,0.0,517121.75
ADDS_ONLY,2024-09-24,546307.79,8,10,0.0,518790.51
ADDS_ONLY,2024-09-25,542537.55,8,10,0.0,514933.42
ADDS_ONLY,2024-09-26,557201.94,8,10,0.0,529597.81
ADDS_ONLY,2024-09-27,561806.85,8,10,0.0,534202.72
ADDS_ONLY,2024-09-30,561859.9,8,10,0.0,534255.78
ADDS_ONLY,2024-10-01,558402.36,8,10,0.0,530798.23
ADDS_ONLY,2024-10-02,559708.05,5,7,0.0,363737.97
ADDS_ONLY,2024-10-03,559435.69,5,8,0.0,419300.58
ADDS_ONLY,2024-10-04,563191.52,5,8,0.0,423056.41
ADDS_ONLY,2024-10-07,558183.68,7,10,0.0,530570.53
ADDS_ONLY,2024-10-08,554873.2,7,10,0.0,527260.05
ADDS_ONLY,2024-10-09,559024.99,7,10,0.0,529869.43
ADDS_ONLY,2024-10-10,557796.69,7,10,0.0,528641.13
ADDS_ONLY,2024-10-11,562948.73,7,10,0.0,533793.17
ADDS_ONLY,2024-10-14,564112.77,7,10,0.0,534957.22
ADDS_ONLY,2024-10-15,560919.79,7,10,0.0,531764.23
ADDS_ONLY,2024-10-16,565925.57,7,10,0.0,541444.91
ADDS_ONLY,2024-10-17,561342.99,7,10,0.0,536862.33
ADDS_ONLY,2024-10-18,567654.96,7,10,0.0,541901.87
ADDS_ONLY,2024-10-21,560730.63,7,10,0.0,534977.54
ADDS_ONLY,2024-10-22,562028.02,7,10,0.0,533916.79
ADDS_ONLY,2024-10-23,555871.94,7,10,0.0,527760.71
ADDS_ONLY,2024-10-24,554859.91,7,10,0.0,524764.01
ADDS_ONLY,2024-10-25,555118.31,7,10,0.0,525022.41
ADDS_ONLY,2024-10-28,560632.64,7,10,0.0,530536.74
ADDS_ONLY,2024-10-29,561231.54,7,10,0.0,531135.64
ADDS_ONLY,2024-10-30,557496.89,7,10,0.0,527400.99
ADDS_ONLY,2024-10-31,551714.48,7,10,0.0,521618.58
ADDS_ONLY,2024-11-01,557077.26,7,10,0.0,526981.36
ADDS_ONLY,2024-11-04,553908.58,7,10,0.0,523812.68
ADDS_ONLY,2024-11-05,559830.55,7,10,0.0,529734.65
ADDS_ONLY,2024-11-06,560268.99,7,10,0.0,530173.09
ADDS_ONLY,2024-11-07,579207.84,7,10,0.0,549111.94
ADDS_ONLY,2024-11-08,575005.51,7,10,0.0,544909.61
ADDS_ONLY,2024-11-11,574187.01,7,10,0.0,544091.11
ADDS_ONLY,2024-11-12,569250.07,7,10,0.0,539154.16
ADDS_ONLY,2024-11-13,570477.15,7,10,0.0,539104.03
ADDS_ONLY,2024-11-14,562909.96,7,10,0.0,531536.84
ADDS_ONLY,2024-11-15,555936.2,7,10,0.0,524563.08
ADDS_ONLY,2024-11-18,559624.47,7,10,0.0,522349.31
ADDS_ONLY,2024-11-19,558362.33,7,10,0.0,521087.17
ADDS_ONLY,2024-11-20,560608.24,7,10,0.0,523333.07
ADDS_ONLY,2024-11-21,566917.61,7,10,0.0,529642.45
ADDS_ONLY,2024-11-22,572753.77,7,10,0.0,535478.6
ADDS_ONLY,2024-11-25,580159.82,7,10,0.0,542884.65
ADDS_ONLY,2024-11-26,574026.14,6,10,0.0,529039.76
ADDS_ONLY,2024-11-27,573277.82,6,9,0.0,463611.68
ADDS_ONLY,2024-11-29,575883.63,7,10,0.0,523577.36
ADDS_ONLY,2024-12-02,579190.46,7,10,0.0,526884.2
ADDS_ONLY,2024-12-03,573853.33,7,10,0.0,521547.06
ADDS_ONLY,2024-12-04,565159.75,7,10,0.0,512853.49
ADDS_ONLY,2024-12-05,561874.99,7,10,0.0,509274.04
ADDS_ONLY,2024-12-06,564799.64,7,10,0.0,512198.7
