run,date,equity,n_pos,units,drawn,gross
BASELINE,2019-09-20,182890.08,9,9,0.0,155270.84
BASELINE,2019-09-23,182791.13,10,10,0.0,173399.93
BASELINE,2019-09-24,180219.38,9,9,0.0,154502.14
BASELINE,2019-09-25,180342.72,9,9,0.0,154625.48
BASELINE,2019-09-26,179715.32,10,10,0.0,172081.06
BASELINE,2019-09-27,177556.28,10,10,0.0,169922.02
BASELINE,2019-09-30,179076.35,10,10,0.0,171442.09
BASELINE,2019-10-01,178805.27,10,10,0.0,171171.0
BASELINE,2019-10-02,177068.76,10,10,0.0,169434.5
BASELINE,2019-10-03,178566.0,10,10,0.0,170931.74
BASELINE,2019-10-04,180508.16,10,10,0.0,172873.9
BASELINE,2019-10-07,179661.77,10,10,0.0,172027.51
BASELINE,2019-10-08,177805.28,10,10,0.0,170171.02
BASELINE,2019-10-09,178848.67,10,10,0.0,171214.41
BASELINE,2019-10-10,180075.05,10,10,0.0,172440.79
BASELINE,2019-10-11,181502.43,10,10,0.0,173868.17
BASELINE,2019-10-14,182592.29,10,10,0.0,174958.03
BASELINE,2019-10-15,183594.79,10,10,0.0,175960.53
BASELINE,2019-10-16,182849.46,10,10,0.0,175215.2
BASELINE,2019-10-17,184143.64,10,10,0.0,176509.38
BASELINE,2019-10-18,181687.85,10,10,0.0,174053.59
BASELINE,2019-10-21,182884.46,10,10,0.0,180969.35
BASELINE,2019-10-22,180893.91,10,10,0.0,178978.8
BASELINE,2019-10-23,182537.74,10,10,0.0,180622.63
BASELINE,2019-10-24,183774.45,10,10,0.0,181859.35
BASELINE,2019-10-25,183891.37,10,10,0.0,181976.27
BASELINE,2019-10-28,184811.86,10,10,0.0,183850.24
BASELINE,2019-10-29,184392.49,10,10,0.0,183430.87
BASELINE,2019-10-30,186113.47,9,9,0.0,165629.25
BASELINE,2019-10-31,186054.12,10,10,0.0,184182.63
BASELINE,2019-11-01,187594.67,8,8,0.0,146378.71
BASELINE,2019-11-04,187795.04,10,10,0.0,184527.05
BASELINE,2019-11-05,187866.74,10,10,0.0,184598.75
BASELINE,2019-11-06,188240.75,10,10,0.0,184972.75
BASELINE,2019-11-07,187244.12,9,9,0.0,164468.4
BASELINE,2019-11-08,187803.57,10,10,0.0,183678.74
BASELINE,2019-11-11,187302.59,10,10,0.0,183177.77
BASELINE,2019-11-12,187140.54,10,10,0.0,183015.72
BASELINE,2019-11-13,187312.73,10,10,0.0,183187.91
BASELINE,2019-11-14,187790.46,10,10,0.0,183665.64
BASELINE,2019-11-15,189179.82,10,10,0.0,185055.0
BASELINE,2019-11-18,189624.5,10,10,0.0,185499.68
BASELINE,2019-11-19,188450.67,10,10,0.0,185568.69
BASELINE,2019-11-20,188391.09,10,10,0.0,185509.11
BASELINE,2019-11-21,188582.75,10,10,0.0,183620.13
BASELINE,2019-11-22,188163.85,10,10,0.0,183201.22
BASELINE,2019-11-25,189962.01,10,10,0.0,184999.38
BASELINE,2019-11-26,190253.81,10,10,0.0,185291.18
BASELINE,2019-11-27,190835.71,10,10,0.0,185873.08
BASELINE,2019-11-29,190218.88,10,10,0.0,185256.25
BASELINE,2019-12-02,189612.01,10,10,0.0,184649.38
BASELINE,2019-12-03,188721.87,10,10,0.0,183759.25
BASELINE,2019-12-04,189109.86,10,10,0.0,184147.24
BASELINE,2019-12-05,189396.91,10,10,0.0,185395.4
BASELINE,2019-12-06,191707.72,10,10,0.0,188491.24
BASELINE,2019-12-09,191419.86,10,10,0.0,188692.96
BASELINE,2019-12-10,192564.84,10,10,0.0,189837.94
BASELINE,2019-12-11,193988.4,10,10,0.0,191261.5
BASELINE,2019-12-12,198176.66,10,10,0.0,195449.76
BASELINE,2019-12-13,197038.66,10,10,0.0,194311.76
BASELINE,2019-12-16,198766.74,9,9,0.0,175814.73
BASELINE,2019-12-17,199677.47,10,10,0.0,196615.93
BASELINE,2019-12-18,199705.14,10,10,0.0,196891.9
BASELINE,2019-12-19,200858.99,10,10,0.0,198045.75
BASELINE,2019-12-20,201550.73,10,10,0.0,198737.49
BASELINE,2019-12-23,201401.7,10,10,0.0,198588.46
BASELINE,2019-12-24,201784.87,10,10,0.0,198971.63
BASELINE,2019-12-26,202131.52,10,10,0.0,199987.19
BASELINE,2019-12-27,201387.33,10,10,0.0,198016.77
BASELINE,2019-12-30,200284.06,9,9,0.0,175118.17
BASELINE,2019-12-31,200547.48,9,9,0.0,175381.59
BASELINE,2020-01-02,200479.0,10,10,0.0,194644.28
BASELINE,2020-01-03,197879.2,10,10,0.0,192044.47
BASELINE,2020-01-06,198473.43,10,10,0.0,192638.7
BASELINE,2020-01-07,197356.17,10,10,0.0,191521.44
BASELINE,2020-01-08,197892.1,10,10,0.0,192057.37
BASELINE,2020-01-09,197630.06,10,10,0.0,191795.33
BASELINE,2020-01-10,196729.55,10,10,0.0,190894.82
BASELINE,2020-01-13,197775.51,10,10,0.0,191940.78
BASELINE,2020-01-14,198385.46,10,10,0.0,192550.74
BASELINE,2020-01-15,197584.98,10,10,0.0,191750.26
BASELINE,2020-01-16,198593.99,10,10,0.0,192759.26
BASELINE,2020-01-17,198999.3,10,10,0.0,193164.57
BASELINE,2020-01-21,198300.94,10,10,0.0,192466.21
BASELINE,2020-01-22,198498.31,10,10,0.0,192663.58
BASELINE,2020-01-23,197626.16,10,10,0.0,191353.09
BASELINE,2020-01-24,195238.42,10,10,0.0,188965.35
BASELINE,2020-01-27,193556.13,10,10,0.0,187283.06
BASELINE,2020-01-28,194955.44,10,10,0.0,188682.38
BASELINE,2020-01-29,193570.17,10,10,0.0,187297.1
BASELINE,2020-01-30,194416.94,10,10,0.0,188143.88
BASELINE,2020-01-31,191472.09,10,10,0.0,185199.02
BASELINE,2020-02-03,190306.09,10,10,0.0,184033.03
BASELINE,2020-02-04,192244.53,10,10,0.0,185971.46
BASELINE,2020-02-05,196747.06,10,10,0.0,190474.0
BASELINE,2020-02-06,197630.23,10,10,0.0,191357.16
BASELINE,2020-02-07,197691.61,10,10,0.0,191418.54
BASELINE,2020-02-10,199016.43,10,10,0.0,193768.18
BASELINE,2020-02-11,201206.83,10,10,0.0,195958.57
BASELINE,2020-02-12,202081.03,10,10,0.0,196832.77
BASELINE,2020-02-13,202291.87,10,10,0.0,197043.61
BASELINE,2020-02-14,201960.94,10,10,0.0,196712.68
BASELINE,2020-02-18,201971.39,9,9,0.0,180548.97
BASELINE,2020-02-19,202040.67,9,9,0.0,179440.05
BASELINE,2020-02-20,202201.54,10,10,0.0,201384.7
BASELINE,2020-02-21,199101.45,10,10,0.0,198284.61
BASELINE,2020-02-24,189915.0,9,9,0.0,169900.49
BASELINE,2020-02-25,183166.44,9,9,0.0,163151.93
BASELINE,2020-02-26,180167.62,9,9,0.0,160153.11
BASELINE,2020-02-27,173877.86,9,9,0.0,153863.35
BASELINE,2020-02-28,172833.21,9,9,0.0,152818.7
BASELINE,2020-03-02,180040.87,9,9,0.0,160026.36
BASELINE,2020-03-03,174715.84,10,10,0.0,172701.13
BASELINE,2020-03-04,180573.79,10,10,0.0,178559.08
BASELINE,2020-03-05,174170.14,10,10,0.0,172155.43
BASELINE,2020-03-06,169349.01,10,10,0.0,167334.3
BASELINE,2020-03-09,149875.5,10,10,0.0,147860.79
BASELINE,2020-03-10,156767.65,10,10,0.0,154752.94
BASELINE,2020-03-11,148114.44,10,10,0.0,146099.73
BASELINE,2020-03-12,134019.85,10,10,0.0,132005.13
BASELINE,2020-03-13,148175.55,10,10,0.0,146160.84
BASELINE,2020-03-16,131714.61,10,10,0.0,129699.9
BASELINE,2020-03-17,141681.79,10,10,0.0,139667.08
BASELINE,2020-03-18,135491.1,10,10,0.0,133476.39
BASELINE,2020-03-19,135659.31,10,10,0.0,133644.6
BASELINE,2020-03-20,128272.98,10,10,0.0,126258.27
BASELINE,2020-03-23,124089.35,10,10,0.0,122074.64
BASELINE,2020-03-24,131168.23,10,10,0.0,129153.52
BASELINE,2020-03-25,131930.28,10,10,0.0,129915.57
BASELINE,2020-03-26,141170.54,10,10,0.0,139155.83
BASELINE,2020-03-27,136374.03,10,10,0.0,134359.32
BASELINE,2020-03-30,138920.3,10,10,0.0,136905.59
BASELINE,2020-03-31,136802.56,10,10,0.0,134787.85
BASELINE,2020-04-01,130788.97,10,10,0.0,128774.26
BASELINE,2020-04-02,133000.27,9,9,0.0,113803.67
BASELINE,2020-04-03,131245.29,10,10,0.0,125366.16
BASELINE,2020-04-06,138744.63,10,10,0.0,132865.5
BASELINE,2020-04-07,139361.36,10,10,0.0,133482.22
BASELINE,2020-04-08,144464.69,9,9,0.0,120457.95
BASELINE,2020-04-09,146949.78,10,10,0.0,137642.48
BASELINE,2020-04-13,144104.15,10,10,0.0,134796.85
BASELINE,2020-04-14,146218.21,7,7,0.0,93743.56
BASELINE,2020-04-15,143164.05,8,8,0.0,107613.97
BASELINE,2020-04-16,140656.91,7,7,0.0,92497.05
BASELINE,2020-04-17,143987.31,8,8,0.0,110195.24
BASELINE,2020-04-20,141163.6,8,8,0.0,107371.54
BASELINE,2020-04-21,138541.12,8,8,0.0,104749.05
BASELINE,2020-04-22,139458.05,6,6,0.0,72947.18
BASELINE,2020-04-23,140257.95,10,10,0.0,129739.12
BASELINE,2020-04-24,141881.62,10,10,0.0,131362.79
BASELINE,2020-04-27,146611.97,10,10,0.0,136093.15
BASELINE,2020-04-28,151233.39,10,10,0.0,140714.56
BASELINE,2020-04-29,163771.23,9,9,0.0,140187.39
BASELINE,2020-04-30,158548.42,10,10,0.0,151095.71
BASELINE,2020-05-01,149643.41,9,9,0.0,124203.35
BASELINE,2020-05-04,148947.53,6,6,0.0,77729.58
BASELINE,2020-05-05,148567.19,6,6,0.0,77349.24
BASELINE,2020-05-06,147384.62,5,5,0.0,62149.89
BASELINE,2020-05-07,152568.04,5,5,0.0,67333.31
BASELINE,2020-05-08,156325.72,6,6,0.0,86443.65
BASELINE,2020-05-11,155062.37,10,10,0.0,147314.66
BASELINE,2020-05-12,150880.68,10,10,0.0,143132.97
BASELINE,2020-05-13,144887.96,10,10,0.0,137140.25
BASELINE,2020-05-14,149555.71,10,10,0.0,141808.0
BASELINE,2020-05-15,148562.14,10,10,0.0,140814.43
BASELINE,2020-05-18,157840.43,10,10,0.0,150092.72
BASELINE,2020-05-19,156769.75,10,10,0.0,149022.04
BASELINE,2020-05-20,161357.1,10,10,0.0,153609.39
BASELINE,2020-05-21,159293.92,10,10,0.0,151546.21
BASELINE,2020-05-22,158143.82,10,10,0.0,150225.62
BASELINE,2020-05-26,164702.86,10,10,0.0,156784.66
BASELINE,2020-05-27,173213.84,10,10,0.0,161943.97
BASELINE,2020-05-28,164109.05,10,10,0.0,152839.17
BASELINE,2020-05-29,161330.79,10,10,0.0,153674.27
BASELINE,2020-06-01,160956.43,9,9,0.0,134018.85
BASELINE,2020-06-02,161723.1,10,10,0.0,150787.14
BASELINE,2020-06-03,169575.59,10,10,0.0,158639.63
BASELINE,2020-06-04,172053.48,10,10,0.0,161117.52
BASELINE,2020-06-05,180460.87,10,10,0.0,169524.91
BASELINE,2020-06-08,190182.86,10,10,0.0,179246.9
BASELINE,2020-06-09,184604.39,10,10,0.0,173668.43
BASELINE,2020-06-10,177598.33,10,10,0.0,169301.4
BASELINE,2020-06-11,163983.16,7,7,0.0,113871.87
BASELINE,2020-06-12,166363.03,5,5,0.0,81196.25
BASELINE,2020-06-15,167385.48,5,5,0.0,82218.7
BASELINE,2020-06-16,168094.88,5,5,0.0,82928.09
BASELINE,2020-06-17,168585.33,5,5,0.0,83418.55
BASELINE,2020-06-18,169028.8,5,5,0.0,83862.02
BASELINE,2020-06-19,167155.55,10,10,0.0,166771.64
BASELINE,2020-06-22,168498.22,10,10,0.0,168114.32
BASELINE,2020-06-23,166893.41,10,10,0.0,166509.51
BASELINE,2020-06-24,161526.42,9,9,0.0,143352.95
BASELINE,2020-06-25,163166.57,8,8,0.0,125697.28
BASELINE,2020-06-26,158487.59,10,10,0.0,153491.18
BASELINE,2020-06-29,161029.07,10,10,0.0,156032.67
BASELINE,2020-06-30,164536.05,10,10,0.0,159539.64
BASELINE,2020-07-01,163786.87,10,10,0.0,158790.46
BASELINE,2020-07-02,165150.05,10,10,0.0,160153.64
BASELINE,2020-07-06,167405.36,10,10,0.0,162408.95
BASELINE,2020-07-07,163538.73,10,10,0.0,158542.32
BASELINE,2020-07-08,164576.24,10,10,0.0,159579.83
BASELINE,2020-07-09,162912.24,10,10,0.0,157915.83
BASELINE,2020-07-10,165005.58,10,10,0.0,160009.18
BASELINE,2020-07-13,162995.78,10,10,0.0,157999.37
BASELINE,2020-07-14,165504.46,8,8,0.0,125897.07
BASELINE,2020-07-15,169091.07,10,10,0.0,164823.77
BASELINE,2020-07-16,169734.31,10,10,0.0,165467.01
BASELINE,2020-07-17,169315.99,10,10,0.0,165048.69
BASELINE,2020-07-20,170717.23,10,10,0.0,165957.03
BASELINE,2020-07-21,174303.46,10,10,0.0,169543.26
BASELINE,2020-07-22,175792.93,10,10,0.0,171032.73
BASELINE,2020-07-23,173514.08,10,10,0.0,168753.88
BASELINE,2020-07-24,175693.63,9,9,0.0,153344.37
BASELINE,2020-07-27,176215.05,9,9,0.0,153865.78
BASELINE,2020-07-28,173553.0,10,10,0.0,168735.92
BASELINE,2020-07-29,179361.63,10,10,0.0,174544.55
BASELINE,2020-07-30,175903.72,10,10,0.0,171086.64
BASELINE,2020-07-31,174895.28,10,10,0.0,170078.2
BASELINE,2020-08-03,175815.15,10,10,0.0,170998.07
BASELINE,2020-08-04,180936.01,10,10,0.0,176118.93
BASELINE,2020-08-05,183494.24,10,10,0.0,178677.16
BASELINE,2020-08-06,182700.05,10,10,0.0,177882.97
BASELINE,2020-08-07,182954.81,10,10,0.0,178137.73
BASELINE,2020-08-10,184749.41,10,10,0.0,179932.33
BASELINE,2020-08-11,183688.34,10,10,0.0,178871.26
BASELINE,2020-08-12,186808.13,10,10,0.0,181991.05
BASELINE,2020-08-13,184982.06,10,10,0.0,180164.98
BASELINE,2020-08-14,185567.62,10,10,0.0,180750.54
BASELINE,2020-08-17,185618.83,10,10,0.0,180801.75
BASELINE,2020-08-18,185375.16,10,10,0.0,172565.37
BASELINE,2020-08-19,183466.9,10,10,0.0,170657.11
BASELINE,2020-08-20,182434.9,10,10,0.0,169625.11
BASELINE,2020-08-21,181504.97,10,10,0.0,168695.17
BASELINE,2020-08-24,184226.59,10,10,0.0,171416.8
BASELINE,2020-08-25,184776.73,10,10,0.0,171966.93
BASELINE,2020-08-26,183716.11,10,10,0.0,170906.31
BASELINE,2020-08-27,184458.4,10,10,0.0,171648.61
BASELINE,2020-08-28,186780.1,10,10,0.0,173970.3
BASELINE,2020-08-31,185455.18,10,10,0.0,172645.38
BASELINE,2020-09-01,186451.51,10,10,0.0,173622.09
BASELINE,2020-09-02,187164.75,10,10,0.0,174335.33
BASELINE,2020-09-03,183292.08,10,10,0.0,170462.66
BASELINE,2020-09-04,183035.07,9,9,0.0,147187.67
BASELINE,2020-09-08,176976.24,10,10,0.0,159174.4
BASELINE,2020-09-09,177956.0,10,10,0.0,160154.15
BASELINE,2020-09-10,173893.63,10,10,0.0,156091.79
BASELINE,2020-09-11,174764.36,10,10,0.0,156962.52
BASELINE,2020-09-14,177640.6,10,10,0.0,159838.75
BASELINE,2020-09-15,177191.69,10,10,0.0,159389.85
BASELINE,2020-09-16,180303.6,10,10,0.0,162501.76
BASELINE,2020-09-17,179470.36,10,10,0.0,161668.51
BASELINE,2020-09-18,179048.28,10,10,0.0,161246.44
BASELINE,2020-09-21,173392.49,10,10,0.0,154265.92
BASELINE,2020-09-22,173311.2,10,10,0.0,154184.63
BASELINE,2020-09-23,170291.23,10,10,0.0,151164.66
BASELINE,2020-09-24,169461.6,10,10,0.0,150335.02
BASELINE,2020-09-25,169767.1,10,10,0.0,148379.92
BASELINE,2020-09-28,173953.71,10,10,0.0,152566.53
BASELINE,2020-09-29,170879.9,10,10,0.0,149492.72
BASELINE,2020-09-30,171227.71,10,10,0.0,149840.53
BASELINE,2020-10-01,168628.7,10,10,0.0,147241.51
BASELINE,2020-10-02,169203.22,10,10,0.0,147816.04
BASELINE,2020-10-05,173233.58,10,10,0.0,151846.4
BASELINE,2020-10-06,170590.08,10,10,0.0,149202.9
BASELINE,2020-10-07,172830.1,10,10,0.0,151442.92
BASELINE,2020-10-08,176583.14,10,10,0.0,155195.96
BASELINE,2020-10-09,176241.25,10,10,0.0,154854.06
BASELINE,2020-10-12,177968.13,10,10,0.0,156580.94
BASELINE,2020-10-13,176375.84,10,10,0.0,154988.66
BASELINE,2020-10-14,175292.72,10,10,0.0,153905.54
BASELINE,2020-10-15,176544.85,10,10,0.0,155157.66
BASELINE,2020-10-16,173764.6,10,10,0.0,152377.42
BASELINE,2020-10-19,171103.76,10,10,0.0,148070.33
BASELINE,2020-10-20,173204.74,10,10,0.0,150171.31
BASELINE,2020-10-21,171627.76,10,10,0.0,148594.33
BASELINE,2020-10-22,176217.4,10,10,0.0,153183.97
BASELINE,2020-10-23,176510.23,10,10,0.0,153476.8
BASELINE,2020-10-26,172347.35,10,10,0.0,149313.92
BASELINE,2020-10-27,170272.34,10,10,0.0,147238.91
BASELINE,2020-10-28,164742.16,10,10,0.0,141708.73
BASELINE,2020-10-29,166776.03,10,10,0.0,143742.61
BASELINE,2020-10-30,168423.46,10,10,0.0,145390.03
BASELINE,2020-11-02,173173.27,10,10,0.0,150139.84
BASELINE,2020-11-03,175006.53,10,10,0.0,151973.1
BASELINE,2020-11-04,176811.46,10,10,0.0,153778.03
BASELINE,2020-11-05,178349.83,10,10,0.0,155316.4
BASELINE,2020-11-06,175938.1,10,10,0.0,152904.67
BASELINE,2020-11-09,188534.4,10,10,0.0,162547.6
BASELINE,2020-11-10,190366.68,10,10,0.0,164379.88
BASELINE,2020-11-11,189974.0,10,10,0.0,168737.98
BASELINE,2020-11-12,187183.99,10,10,0.0,165947.97
BASELINE,2020-11-13,190437.83,9,9,0.0,150663.95
BASELINE,2020-11-16,194916.2,10,10,0.0,174515.97
BASELINE,2020-11-17,196348.67,9,9,0.0,156626.11
BASELINE,2020-11-18,194491.24,10,10,0.0,174487.52
BASELINE,2020-11-19,197648.96,9,9,0.0,157575.76
BASELINE,2020-11-20,196331.03,10,10,0.0,175985.89
BASELINE,2020-11-23,203619.75,10,10,0.0,183274.62
BASELINE,2020-11-24,208025.63,10,10,0.0,187680.49
BASELINE,2020-11-25,207952.26,10,10,0.0,187607.12
BASELINE,2020-11-27,208474.43,10,10,0.0,194619.76
BASELINE,2020-11-30,207199.8,10,10,0.0,191749.54
BASELINE,2020-12-01,209206.24,10,10,0.0,193755.98
BASELINE,2020-12-02,209005.85,10,10,0.0,194283.21
BASELINE,2020-12-03,207356.37,10,10,0.0,192633.74
BASELINE,2020-12-04,209455.05,10,10,0.0,194732.42
BASELINE,2020-12-07,210073.87,10,10,0.0,195351.24
BASELINE,2020-12-08,212172.56,10,10,0.0,197449.93
BASELINE,2020-12-09,209825.0,9,9,0.0,173412.85
BASELINE,2020-12-10,210625.64,9,9,0.0,174213.49
BASELINE,2020-12-11,210985.45,9,9,0.0,174573.29
BASELINE,2020-12-14,210578.4,10,10,0.0,195345.65
BASELINE,2020-12-15,213769.16,10,10,0.0,198536.42
BASELINE,2020-12-16,215982.63,10,10,0.0,200749.89
BASELINE,2020-12-17,216405.64,10,10,0.0,201172.9
BASELINE,2020-12-18,216353.91,10,10,0.0,201121.17
BASELINE,2020-12-21,214663.65,10,10,0.0,199430.91
BASELINE,2020-12-22,215047.49,10,10,0.0,199814.75
BASELINE,2020-12-23,214916.19,10,10,0.0,199683.45
BASELINE,2020-12-24,214835.12,10,10,0.0,199602.38
BASELINE,2020-12-28,215696.52,10,10,0.0,200463.78
BASELINE,2020-12-29,215716.67,10,10,0.0,200483.93
BASELINE,2020-12-30,216093.28,10,10,0.0,200860.54
BASELINE,2020-12-31,216906.88,10,10,0.0,201674.13
BASELINE,2021-01-04,213482.93,10,10,0.0,198250.18
BASELINE,2021-01-05,215906.33,10,10,0.0,202938.45
BASELINE,2021-01-06,216172.5,10,10,0.0,203204.62
BASELINE,2021-01-07,217113.28,10,10,0.0,204145.4
BASELINE,2021-01-08,219095.6,10,10,0.0,206127.72
BASELINE,2021-01-11,217954.43,10,10,0.0,204986.55
BASELINE,2021-01-12,220458.88,10,10,0.0,207512.55
BASELINE,2021-01-13,219896.03,10,10,0.0,206949.7
BASELINE,2021-01-14,219588.73,10,10,0.0,215521.45
BASELINE,2021-01-15,217613.92,10,10,0.0,213546.64
BASELINE,2021-01-19,218303.09,10,10,0.0,214235.81
BASELINE,2021-01-20,222316.32,10,10,0.0,218249.03
BASELINE,2021-01-21,222501.55,10,10,0.0,218434.26
BASELINE,2021-01-22,222644.74,10,10,0.0,218577.46
BASELINE,2021-01-25,223353.66,10,10,0.0,219286.37
BASELINE,2021-01-26,224334.49,10,10,0.0,220267.21
BASELINE,2021-01-27,222349.32,10,10,0.0,218282.04
BASELINE,2021-01-28,219884.66,10,10,0.0,215101.52
BASELINE,2021-01-29,214795.64,10,10,0.0,209086.25
BASELINE,2021-02-01,216829.96,8,8,0.0,168286.23
BASELINE,2021-02-02,219264.68,9,9,0.0,192597.81
BASELINE,2021-02-03,220522.64,10,10,0.0,215805.41
BASELINE,2021-02-04,223651.53,10,10,0.0,218934.31
BASELINE,2021-02-05,225064.62,10,10,0.0,220347.39
BASELINE,2021-02-08,229846.21,10,10,0.0,225128.98
BASELINE,2021-02-09,229061.04,10,10,0.0,224343.81
BASELINE,2021-02-10,228671.45,7,7,0.0,155968.59
BASELINE,2021-02-11,226121.6,8,8,0.0,176265.76
BASELINE,2021-02-12,229090.11,9,9,0.0,201858.43
BASELINE,2021-02-16,231281.72,10,10,0.0,227005.36
BASELINE,2021-02-17,231593.22,10,10,0.0,227316.85
BASELINE,2021-02-18,228729.84,10,10,0.0,222120.18
BASELINE,2021-02-19,230821.37,10,10,0.0,224211.72
BASELINE,2021-02-22,231861.74,10,10,0.0,225252.09
BASELINE,2021-02-23,231129.45,10,10,0.0,225660.37
BASELINE,2021-02-24,234916.74,10,10,0.0,229447.65
BASELINE,2021-02-25,230350.07,10,10,0.0,224880.99
BASELINE,2021-02-26,228935.3,7,7,0.0,153613.28
BASELINE,2021-03-01,232374.48,7,7,0.0,157052.46
BASELINE,2021-03-02,230161.89,10,10,0.0,224500.86
BASELINE,2021-03-03,226111.46,10,10,0.0,220450.44
BASELINE,2021-03-04,223066.22,10,10,0.0,217405.19
BASELINE,2021-03-05,228372.46,10,10,0.0,221082.82
BASELINE,2021-03-08,226967.27,10,10,0.0,219677.62
BASELINE,2021-03-09,228692.77,10,10,0.0,221403.12
BASELINE,2021-03-10,231446.02,10,10,0.0,224156.38
BASELINE,2021-03-11,233585.8,10,10,0.0,226296.15
BASELINE,2021-03-12,234260.79,10,10,0.0,226971.15
BASELINE,2021-03-15,235879.11,10,10,0.0,228589.46
BASELINE,2021-03-16,234125.34,10,10,0.0,226835.69
BASELINE,2021-03-17,235854.42,10,10,0.0,228564.77
BASELINE,2021-03-18,229737.84,10,10,0.0,222448.2
BASELINE,2021-03-19,230410.01,10,10,0.0,223120.36
BASELINE,2021-03-22,231962.36,10,10,0.0,224672.71
BASELINE,2021-03-23,230690.5,10,10,0.0,223400.85
BASELINE,2021-03-24,230165.53,10,10,0.0,222875.89
BASELINE,2021-03-25,230169.4,10,10,0.0,222879.75
BASELINE,2021-03-26,234174.0,10,10,0.0,226884.36
BASELINE,2021-03-29,233300.04,10,10,0.0,226010.39
BASELINE,2021-03-30,232604.91,10,10,0.0,226557.1
BASELINE,2021-03-31,233540.75,10,10,0.0,231060.35
BASELINE,2021-04-01,237152.44,10,10,0.0,234672.04
BASELINE,2021-04-05,236682.46,10,10,0.0,234202.05
BASELINE,2021-04-06,237771.48,10,10,0.0,233574.95
BASELINE,2021-04-07,239405.5,10,10,0.0,238747.85
BASELINE,2021-04-08,239866.97,10,10,0.0,239209.32
BASELINE,2021-04-09,240294.6,10,10,0.0,239636.94
BASELINE,2021-04-12,240144.95,10,10,0.0,239487.3
BASELINE,2021-04-13,238994.36,10,10,-0.0,238994.36
BASELINE,2021-04-14,240371.11,10,10,-0.0,240371.11
BASELINE,2021-04-15,240652.44,10,10,0.0,239619.79
BASELINE,2021-04-16,241031.37,10,10,0.0,239998.71
BASELINE,2021-04-19,240516.5,10,10,0.0,239483.84
BASELINE,2021-04-20,235945.65,10,10,-0.0,235945.65
BASELINE,2021-04-21,238191.2,10,10,0.0,236529.21
BASELINE,2021-04-22,238180.62,10,10,0.0,236518.63
BASELINE,2021-04-23,241122.05,10,10,0.0,239460.06
BASELINE,2021-04-26,242027.87,10,10,0.0,240365.88
BASELINE,2021-04-27,243198.65,10,10,0.0,241724.4
BASELINE,2021-04-28,245973.22,10,10,0.0,244498.97
BASELINE,2021-04-29,244242.32,10,10,0.0,242768.07
BASELINE,2021-04-30,242694.72,10,10,0.0,241220.47
BASELINE,2021-05-03,245767.55,10,10,0.0,242803.99
BASELINE,2021-05-04,244502.24,10,10,0.0,241538.68
BASELINE,2021-05-05,247617.77,9,9,0.0,220678.27
BASELINE,2021-05-06,249060.26,9,9,0.0,223142.8
BASELINE,2021-05-07,252517.9,10,10,0.0,251393.36
BASELINE,2021-05-10,251265.76,10,10,0.0,250743.78
BASELINE,2021-05-11,249168.85,10,10,0.0,248978.15
BASELINE,2021-05-12,245963.89,7,7,0.0,167726.41
BASELINE,2021-05-13,247801.33,7,7,0.0,169563.85
BASELINE,2021-05-14,251672.04,7,7,0.0,170556.79
BASELINE,2021-05-17,254818.92,8,8,0.0,198865.56
BASELINE,2021-05-18,254886.5,8,8,0.0,198933.13
BASELINE,2021-05-19,253963.11,10,10,0.0,248310.55
BASELINE,2021-05-20,256242.06,10,10,0.0,250589.5
BASELINE,2021-05-21,257784.57,10,10,0.0,252132.01
BASELINE,2021-05-24,259998.32,10,10,0.0,254345.76
BASELINE,2021-05-25,260876.56,10,10,0.0,255224.0
BASELINE,2021-05-26,265902.29,10,10,0.0,261021.82
BASELINE,2021-05-27,269150.38,10,10,0.0,264269.91
BASELINE,2021-05-28,268173.59,10,10,0.0,263293.11
BASELINE,2021-06-01,270949.32,10,10,0.0,266068.84
BASELINE,2021-06-02,275112.65,10,10,0.0,270232.17
BASELINE,2021-06-03,274160.78,10,10,0.0,269280.3
BASELINE,2021-06-04,276499.95,7,7,0.0,187500.61
BASELINE,2021-06-07,276089.56,9,9,0.0,242455.85
BASELINE,2021-06-08,275119.52,9,9,0.0,243602.25
BASELINE,2021-06-09,275415.9,10,10,0.0,271438.8
BASELINE,2021-06-10,277112.92,10,10,0.0,273135.81
BASELINE,2021-06-11,277699.08,10,10,0.0,273721.98
BASELINE,2021-06-14,275491.52,9,9,0.0,242982.36
BASELINE,2021-06-15,273671.6,8,8,0.0,213705.39
BASELINE,2021-06-16,271768.67,10,10,0.0,266616.31
BASELINE,2021-06-17,273013.98,10,10,0.0,267861.63
BASELINE,2021-06-18,270299.46,10,10,0.0,265147.11
BASELINE,2021-06-21,271840.63,10,10,0.0,266688.28
BASELINE,2021-06-22,273556.53,10,10,0.0,268404.18
BASELINE,2021-06-23,274182.13,10,10,0.0,269029.78
BASELINE,2021-06-24,276407.52,10,10,0.0,270832.7
BASELINE,2021-06-25,278368.38,10,10,0.0,271429.15
BASELINE,2021-06-28,278722.59,10,10,0.0,271783.36
BASELINE,2021-06-29,277668.48,10,10,0.0,270729.26
BASELINE,2021-06-30,282194.78,10,10,0.0,275255.56
BASELINE,2021-07-01,281163.63,10,10,0.0,274224.4
BASELINE,2021-07-02,280814.2,10,10,0.0,273874.98
