run,ticker,entry_date,entry_px,shares,exit_date,exit_px,reason,last_date
SCORE_S_N10,NAVI,2017-12-18,13.34,1037.7717,2018-01-09,13.64,rollback,2018-01-08
SCORE_S_N10,FCX,2017-08-22,14.91,852.5221,2018-01-10,19.07,rollback,2018-01-09
SCORE_S_N10,AMD,2017-09-18,12.77,1038.66,2018-01-10,11.63,rollback,2018-01-09
SCORE_S_N10,COP,2017-12-06,51.07,263.5374,2018-01-26,59.7,rollback,2018-01-25
SCORE_S_N10,HLT,2017-08-07,63.34,203.0264,2018-02-01,85.33,rollback,2018-01-31
SCORE_S_N10,MGM,2018-01-10,33.44,436.7863,2018-02-01,36.49,rollback,2018-01-31
SCORE_S_N10,KO,2018-01-02,45.91,313.7327,2018-02-02,47.35,rollback,2018-02-01
SCORE_S_N10,VAR,2018-01-09,111.71,131.7388,2018-02-06,117.86,rollback,2018-02-05
SCORE_S_N10,AJG,2018-01-10,63.69,229.3432,2018-02-23,68.53,rollback,2018-02-22
SCORE_S_N10,CME,2018-02-07,158.67,90.0657,2018-02-23,161.2,rollback,2018-02-22
SCORE_S_N10,ETR,2018-02-01,39.235,384.2776,2018-02-27,38.5,rollback,2018-02-26
SCORE_S_N10,AXP,2018-02-02,99.53,150.4988,2018-03-01,97.82,rollback,2018-02-28
SCORE_S_N10,ALGN,2018-02-23,261.99,55.3455,2018-03-01,255.0,rollback,2018-02-28
SCORE_S_N10,DISCK,2018-02-27,23.68,620.2339,2018-03-01,22.95,rollback,2018-02-28
SCORE_S_N10,BBY,2018-03-01,74.45,192.0399,2018-03-05,72.86,rollback,2018-03-02
SCORE_S_N10,SEE,2018-01-26,49.18,314.0715,2018-03-08,43.83,rollback,2018-03-07
SCORE_S_N10,PCG,2018-03-01,41.09,347.97,2018-03-08,41.14,rollback,2018-03-07
SCORE_S_N10,EVHC,2017-06-12,56.21,227.1419,2018-03-09,43.0,rollback,2018-03-08
SCORE_S_N10,IVZ,2018-01-05,36.99,402.2182,2018-03-14,34.23,rollback,2018-03-13
SCORE_S_N10,EXC,2018-02-01,38.53,391.2894,2018-03-20,38.29,rollback,2018-03-19
SCORE_S_N10,MRO,2018-03-21,15.38,914.5002,2018-03-23,15.88,rollback,2018-03-22
SCORE_S_N10,BWA,2018-03-14,51.51,284.3156,2018-04-09,51.66,rollback,2018-04-06
SCORE_S_N10,ULTA,2018-04-09,208.29,66.6118,2018-04-12,214.17,rollback,2018-04-11
SCORE_S_N10,JBHT,2018-03-08,119.06,121.6396,2018-04-18,119.77,rollback,2018-04-17
SCORE_S_N10,DISCK,2018-03-05,23.0,621.52,2018-04-19,21.73,rollback,2018-04-18
SCORE_S_N10,FMC,2018-03-08,82.93,174.6428,2018-04-25,80.62,rollback,2018-04-24
SCORE_S_N10,HAL,2018-03-26,47.01,292.3952,2018-04-25,51.0,rollback,2018-04-24
SCORE_S_N10,CXO,2018-04-12,146.75,95.2508,2018-04-25,152.23,rollback,2018-04-24
SCORE_S_N10,KIM,2018-02-23,15.06,962.7651,2018-05-01,14.52,rollback,2018-04-30
SCORE_S_N10,AMD,2018-04-18,10.51,1365.2686,2018-05-01,10.83,rollback,2018-04-30
SCORE_S_N10,WHR,2018-04-25,155.49,88.8258,2018-05-01,154.2,rollback,2018-04-30
SCORE_S_N10,JWN,2018-04-26,48.6,288.2387,2018-05-01,49.9,rollback,2018-04-30
SCORE_S_N10,STI,2018-04-25,3377.0,4.0901,2018-05-14,3466.5,rollback,2018-05-11
SCORE_S_N10,QRVO,2018-05-02,72.0,192.4446,2018-05-21,80.47,rollback,2018-05-18
SCORE_S_N10,MU,2018-04-19,52.9,270.087,2018-06-01,58.81,rollback,2018-05-31
SCORE_S_N10,LB,2018-03-01,44.77,319.3835,2018-06-07,37.35,rollback,2018-06-06
SCORE_S_N10,AYI,2017-10-05,176.74,76.1613,2018-06-18,121.9,index_drop,2018-06-15
SCORE_S_N10,ABC,2018-06-07,87.34,162.3511,2018-06-26,91.91,rollback,2018-06-25
SCORE_S_N10,VZ,2018-05-14,48.67,294.4861,2018-07-02,50.25,rollback,2018-06-29
SCORE_S_N10,PRGO,2017-12-13,86.19,159.1793,2018-07-12,75.72,rollback,2018-07-11
SCORE_S_N10,FOXA,2018-05-01,36.43,380.932,2018-07-12,47.97,rollback,2018-07-11
SCORE_S_N10,FOX,2018-05-01,35.86,386.9482,2018-07-12,47.44,rollback,2018-07-11
SCORE_S_N10,CELG,2018-07-02,78.75,189.0837,2018-07-12,83.88,rollback,2018-07-11
SCORE_S_N10,XRAY,2018-06-18,44.54,331.9849,2018-08-02,47.09,rollback,2018-08-01
SCORE_S_N10,GWW,2018-07-12,311.4,48.5281,2018-08-06,340.1,rollback,2018-08-03
SCORE_S_N10,EQR,2018-06-26,63.64,235.3765,2018-08-13,65.91,rollback,2018-08-10
SCORE_S_N10,TJX,2018-07-12,47.515,318.0552,2018-08-14,49.8,rollback,2018-08-13
SCORE_S_N10,CMG,2018-07-12,9.1978,1643.1266,2018-08-17,10.1008,rollback,2018-08-16
SCORE_S_N10,ALK,2018-06-01,61.0,233.9601,2018-08-22,66.22,rollback,2018-08-21
SCORE_S_N10,HP,2018-08-13,62.4,245.6888,2018-08-24,65.88,rollback,2018-08-23
SCORE_S_N10,GGP,2018-05-01,20.02,693.1397,2018-08-27,22.06,delisted,2018-08-27
SCORE_S_N10,REGN,2018-08-22,376.24,42.1375,2018-09-07,395.42,rollback,2018-09-06
SCORE_S_N10,ULTA,2018-08-24,240.1,65.873,2018-09-24,280.55,rollback,2018-09-21
SCORE_S_N10,ABBV,2018-08-02,93.58,161.7765,2018-11-14,89.05,rollback,2018-11-13
SCORE_S_N10,UAA,2018-08-14,21.0,728.5393,2018-11-15,22.39,rollback,2018-11-14
SCORE_S_N10,MLM,2018-07-12,228.22,66.2119,2018-11-21,187.35,rollback,2018-11-20
SCORE_S_N10,DISH,2018-11-14,32.33,442.1829,2018-11-30,33.08,rollback,2018-11-29
SCORE_S_N10,WYNN,2018-11-16,105.97,134.9443,2018-11-30,107.5,rollback,2018-11-29
SCORE_S_N10,NWL,2018-03-09,27.39,531.5394,2018-12-06,23.28,rollback,2018-12-04
SCORE_S_N10,FL,2018-08-17,49.45,312.9249,2018-12-06,54.2,rollback,2018-12-04
SCORE_S_N10,KLAC,2018-11-21,9.562,1482.3909,2018-12-06,9.421,rollback,2018-12-04
SCORE_S_N10,MU,2018-08-28,52.42,303.5121,2019-01-15,35.02,rollback,2019-01-14
SCORE_S_N10,IPGP,2018-09-24,167.77,92.1698,2019-01-15,127.54,rollback,2019-01-14
SCORE_S_N10,DLTR,2018-11-30,88.63,165.8822,2019-01-17,93.29,rollback,2019-01-16
SCORE_S_N10,ANET,2018-12-07,14.8863,965.0211,2019-01-17,13.7369,rollback,2019-01-16
SCORE_S_N10,NKTR,2018-05-21,1284.9,11.2415,2019-01-24,656.55,rollback,2019-01-23
SCORE_S_N10,MAT,2018-11-30,13.76,1068.4158,2019-01-24,11.83,rollback,2019-01-23
SCORE_S_N10,ALGN,2019-01-17,206.87,67.388,2019-01-29,222.16,rollback,2019-01-28
SCORE_S_N10,UAL,2019-01-17,86.65,160.8753,2019-02-01,87.21,rollback,2019-01-31
SCORE_S_N10,EFX,2018-08-06,127.74,120.7337,2019-02-07,106.27,rollback,2019-02-06
SCORE_S_N10,ORLY,2019-01-15,22.75,610.2139,2019-02-07,24.1067,rollback,2019-02-06
SCORE_S_N10,KMB,2019-02-07,113.84,124.5768,2019-02-13,115.73,rollback,2019-02-12
SCORE_S_N10,EIX,2019-02-08,57.48,250.6393,2019-02-25,61.61,rollback,2019-02-22
SCORE_S_N10,COTY,2019-02-01,7.75,1827.6403,2019-03-05,11.16,rollback,2019-03-04
SCORE_S_N10,BMY,2018-12-07,53.23,269.8643,2019-03-07,52.7,rollback,2019-03-06
SCORE_S_N10,DLTR,2019-03-07,99.43,146.5793,2019-03-11,102.19,rollback,2019-03-08
SCORE_S_N10,EXR,2019-03-11,97.32,149.959,2019-03-18,99.78,rollback,2019-03-15
SCORE_S_N10,NVDA,2019-02-13,3.809,3934.7604,2019-03-21,4.3833,rollback,2019-03-20
SCORE_S_N10,ALGN,2019-03-18,252.7,59.344,2019-03-25,269.75,rollback,2019-03-22
SCORE_S_N10,LW,2019-01-29,71.33,196.9695,2019-03-27,73.11,rollback,2019-03-26
SCORE_S_N10,CPB,2019-01-15,34.94,397.3003,2019-03-28,38.02,rollback,2019-03-27
SCORE_S_N10,BF.B,2018-09-07,53.66,292.8422,2019-04-03,52.84,rollback,2019-04-02
SCORE_S_N10,M,2019-03-28,24.53,616.8904,2019-04-08,25.48,rollback,2019-04-05
SCORE_S_N10,HAL,2019-03-21,29.85,506.4101,2019-04-10,30.96,rollback,2019-04-09
SCORE_S_N10,PKI,2019-03-26,95.38,159.3356,2019-04-12,101.06,rollback,2019-04-11
SCORE_S_N10,BKNG,2018-12-07,74.6888,192.3489,2019-04-17,73.9452,rollback,2019-04-16
SCORE_S_N10,HRB,2019-01-24,25.43,552.2717,2019-04-24,26.35,rollback,2019-04-23
SCORE_S_N10,CVS,2019-01-24,65.5,214.427,2019-05-06,55.97,rollback,2019-05-03
SCORE_S_N10,UNH,2019-02-25,267.58,56.756,2019-05-14,240.64,rollback,2019-05-13
SCORE_S_N10,COTY,2019-05-06,11.26,1331.4836,2019-05-23,13.03,rollback,2019-05-22
SCORE_S_N10,CHD,2019-05-14,73.57,197.8653,2019-06-12,76.7,rollback,2019-06-11
SCORE_S_N10,XRX,2019-03-27,21.4133,709.5946,2019-06-13,23.34,rollback,2019-06-12
SCORE_S_N10,TGT,2019-05-23,77.81,188.8839,2019-06-18,87.51,rollback,2019-06-17
SCORE_S_N10,BA,2019-04-17,384.1,40.734,2019-06-20,373.0,rollback,2019-06-19
SCORE_S_N10,CTL,2019-06-12,10.62,1391.2289,2019-06-24,11.38,rollback,2019-06-21
SCORE_S_N10,MYL,2019-06-20,18.4,825.144,2019-07-08,19.41,rollback,2019-07-05
SCORE_S_N10,HFC,2019-04-12,51.21,307.4522,2019-07-17,47.66,rollback,2019-07-16
SCORE_S_N10,XEC,2019-03-05,75.21,196.5323,2019-09-13,45.2,rollback,2019-09-12
SCORE_S_N10,TRIP,2019-04-24,53.65,290.3296,2019-09-16,40.55,rollback,2019-09-13
SCORE_S_N10,COG,2019-07-08,23.7,636.0387,2019-09-17,18.07,rollback,2019-09-16
SCORE_S_N10,PVH,2019-06-24,92.84,162.1042,2019-09-20,87.36,rollback,2019-09-19
SCORE_S_N10,STI,2019-04-03,3121.5,4.9192,2019-09-23,3348.0,rollback,2019-09-20
SCORE_S_N10,NLSN,2019-04-10,26.25,588.7944,2019-09-23,22.34,rollback,2019-09-20
SCORE_S_N10,APA,2019-04-08,35.69,434.7002,2019-09-25,24.94,rollback,2019-09-24
SCORE_S_N10,HSY,2019-09-25,155.3,85.3535,2019-10-09,156.47,rollback,2019-10-08
SCORE_S_N10,REGN,2019-09-23,297.36,45.3281,2019-10-17,301.21,rollback,2019-10-16
SCORE_S_N10,ALGN,2019-06-13,312.82,47.399,2019-10-21,214.88,rollback,2019-10-18
SCORE_S_N10,WCG,2019-09-20,270.16,50.3516,2019-10-24,280.12,rollback,2019-10-23
SCORE_S_N10,CTL,2019-10-21,12.5,1092.5618,2019-10-31,12.86,rollback,2019-10-30
SCORE_S_N10,UNH,2019-09-16,232.82,59.1291,2019-11-06,249.71,rollback,2019-11-05
SCORE_S_N10,INCY,2019-09-23,81.01,166.3924,2019-11-07,83.84,rollback,2019-11-06
SCORE_S_N10,EOG,2019-10-24,72.29,191.8274,2019-11-07,72.45,rollback,2019-11-06
SCORE_S_N10,FOX,2019-06-18,36.09,411.5005,2019-11-12,34.21,rollback,2019-11-11
SCORE_S_N10,ANTM,2019-09-17,258.49,53.2639,2019-11-12,278.53,rollback,2019-11-11
SCORE_S_N10,PGR,2019-11-07,71.11,198.2009,2019-11-14,71.5,rollback,2019-11-13
SCORE_S_N10,EIX,2019-11-14,68.71,204.4078,2019-11-26,70.02,rollback,2019-11-25
SCORE_S_N10,DVA,2019-10-17,56.99,236.3478,2019-11-27,72.59,rollback,2019-11-26
SCORE_S_N10,CBOE,2019-11-12,115.01,121.4438,2019-11-27,119.56,rollback,2019-11-26
SCORE_S_N10,MKTX,2019-11-12,359.81,38.8203,2019-12-03,397.23,rollback,2019-12-02
SCORE_S_N10,ULTA,2019-11-06,246.11,57.1248,2019-12-10,251.7,rollback,2019-12-09
SCORE_S_N10,WYNN,2019-11-26,123.9,115.3782,2019-12-16,130.33,rollback,2019-12-13
SCORE_S_N10,HOLX,2019-11-07,49.56,284.3697,2019-12-18,53.05,rollback,2019-12-17
SCORE_S_N10,ATVI,2019-10-31,55.93,247.2903,2019-12-26,58.81,rollback,2019-12-24
SCORE_S_N10,UA,2019-11-27,17.23,835.9951,2019-12-26,19.41,rollback,2019-12-24
SCORE_S_N10,SEE,2019-07-17,43.73,340.5624,2019-12-27,40.32,rollback,2019-12-26
SCORE_S_N10,XEC,2019-12-03,46.93,301.4845,2019-12-27,52.53,rollback,2019-12-26
SCORE_S_N10,MNST,2019-09-16,29.285,470.1087,2020-01-22,33.47,rollback,2020-01-21
SCORE_S_N10,PSA,2019-10-09,246.82,52.6401,2020-01-23,221.3,rollback,2020-01-22
SCORE_S_N10,PRGO,2019-11-27,50.83,283.3656,2020-01-31,57.46,rollback,2020-01-30
SCORE_S_N10,DHI,2019-12-16,54.8,272.8682,2020-02-05,57.49,rollback,2020-02-04
SCORE_S_N10,DG,2019-12-26,156.22,97.9171,2020-02-26,162.05,rollback,2020-02-25
SCORE_S_N10,CPB,2020-01-22,48.56,324.0022,2020-04-07,47.73,rollback,2020-04-06
SCORE_S_N10,CBOE,2020-02-27,120.35,116.9066,2020-04-13,92.84,rollback,2020-04-09
SCORE_S_N10,CVS,2019-12-26,74.7,204.7841,2020-04-14,59.88,rollback,2020-04-13
SCORE_S_N10,PEAK,2019-12-27,33.96,449.8974,2020-04-14,27.55,rollback,2020-04-13
SCORE_S_N10,RL,2020-02-05,124.89,123.6343,2020-04-14,77.58,rollback,2020-04-13
SCORE_S_N10,FCX,2020-04-07,7.86,1523.4888,2020-04-16,7.78,rollback,2020-04-15
SCORE_S_N10,AVGO,2020-01-23,31.518,494.7724,2020-04-21,25.456,rollback,2020-04-20
SCORE_S_N10,KHC,2019-12-10,32.05,456.9477,2020-04-24,28.59,rollback,2020-04-23
SCORE_S_N10,GILD,2020-04-17,85.17,144.6196,2020-04-29,83.97,rollback,2020-04-28
SCORE_S_N10,DISH,2019-12-18,34.77,432.8927,2020-05-01,24.4,rollback,2020-04-30
SCORE_S_N10,CCL,2020-04-15,11.88,1019.3841,2020-05-01,14.9,rollback,2020-04-30
SCORE_S_N10,ALK,2020-04-29,34.06,388.4316,2020-05-01,31.41,rollback,2020-04-30
SCORE_S_N10,LYV,2020-04-14,39.67,309.0398,2020-05-04,39.57,rollback,2020-05-01
SCORE_S_N10,TDG,2020-04-15,308.1,39.3044,2020-05-04,332.01,rollback,2020-05-01
SCORE_S_N10,BEN,2020-01-31,26.0,596.8104,2020-05-06,18.12,rollback,2020-05-05
SCORE_S_N10,WLTW,2020-05-04,181.01,67.3304,2020-05-22,200.89,rollback,2020-05-21
SCORE_S_N10,JKHY,2020-05-01,160.51,79.9935,2020-05-27,181.77,rollback,2020-05-26
SCORE_S_N10,FTNT,2020-05-06,21.978,568.0195,2020-05-27,27.45,rollback,2020-05-26
SCORE_S_N10,ISRG,2020-05-06,171.77,72.6746,2020-05-27,188.8333,rollback,2020-05-26
SCORE_S_N10,MLM,2020-05-05,188.05,67.5225,2020-06-01,191.23,rollback,2020-05-29
SCORE_S_N10,GPS,2020-05-22,8.21,1591.5393,2020-06-01,9.38,rollback,2020-05-29
SCORE_S_N10,PXD,2020-04-23,83.33,140.7879,2020-06-10,106.51,rollback,2020-06-09
SCORE_S_N10,ADS,2020-05-27,52.96,262.1987,2020-06-10,61.99,rollback,2020-06-09
SCORE_S_N10,OXY,2020-04-24,14.18,832.0975,2020-06-11,17.84,rollback,2020-06-10
SCORE_S_N10,WELL,2020-05-05,49.17,258.226,2020-06-11,51.35,rollback,2020-06-10
SCORE_S_N10,PVH,2020-05-27,52.78,263.1061,2020-06-11,53.8,rollback,2020-06-10
SCORE_S_N10,KSS,2020-05-27,20.54,676.0151,2020-06-11,21.51,rollback,2020-06-10
SCORE_S_N10,COG,2020-06-01,19.25,672.8449,2020-06-11,19.77,rollback,2020-06-10
SCORE_S_N10,UAL,2020-04-13,32.63,377.7916,2020-06-12,37.51,rollback,2020-06-11
SCORE_S_N10,CRM,2020-06-11,176.64,82.0707,2020-06-24,187.51,rollback,2020-06-23
SCORE_S_N10,NFLX,2020-06-10,43.6,373.11,2020-06-25,45.886,rollback,2020-06-24
SCORE_S_N10,WST,2020-06-11,212.1,68.3531,2020-06-29,223.08,rollback,2020-06-26
SCORE_S_N10,EQIX,2020-06-15,669.29,21.107,2020-07-06,723.38,rollback,2020-07-02
SCORE_S_N10,RMD,2020-06-11,164.69,88.0214,2020-07-13,192.93,rollback,2020-07-10
SCORE_S_N10,MSCI,2020-06-11,326.37,44.4233,2020-07-17,371.74,rollback,2020-07-16
SCORE_S_N10,WBA,2019-12-27,58.92,259.2966,2020-08-12,42.3,rollback,2020-08-11
SCORE_S_N10,EIX,2020-07-17,56.5,278.5673,2020-10-12,56.16,rollback,2020-10-09
SCORE_S_N10,PEP,2020-06-10,133.28,122.0497,2020-10-15,141.16,rollback,2020-10-14
SCORE_S_N10,SCHW,2020-08-12,35.5,442.3064,2020-11-05,40.8,rollback,2020-11-04
SCORE_S_N10,MS,2020-07-13,51.03,304.739,2020-11-11,55.94,rollback,2020-11-10
SCORE_S_N10,INFO,2020-10-12,79.4,198.4495,2020-11-13,90.57,rollback,2020-11-12
SCORE_S_N10,SYY,2020-06-24,56.69,266.1615,2020-11-19,71.34,rollback,2020-11-18
SCORE_S_N10,FLIR,2020-06-01,46.32,279.6118,2020-11-27,39.78,rollback,2020-11-25
SCORE_S_N10,CXO,2020-10-15,47.45,328.6758,2020-12-01,59.44,rollback,2020-11-30
SCORE_S_N10,CSCO,2020-06-29,46.34,322.8738,2020-12-09,44.47,rollback,2020-12-08
SCORE_S_N10,WDC,2020-11-16,42.64,387.4702,2020-12-10,49.985,rollback,2020-12-09
SCORE_S_N10,NEE,2020-11-27,76.05,226.5581,2021-01-12,79.65,rollback,2021-01-11
SCORE_S_N10,GILD,2020-06-25,75.8,195.959,2021-01-14,61.64,rollback,2021-01-13
SCORE_S_N10,INCY,2020-12-01,84.46,203.0892,2021-01-14,93.4,rollback,2021-01-13
SCORE_S_N10,ETSY,2021-01-12,185.06,99.9416,2021-01-21,218.55,rollback,2021-01-20
SCORE_S_N10,AES,2020-12-09,21.18,826.6612,2021-01-22,27.14,rollback,2021-01-21
SCORE_S_N10,DXCM,2020-06-11,94.5,153.4301,2021-02-09,101.4375,rollback,2021-02-08
SCORE_S_N10,LOW,2020-12-10,159.49,107.5799,2021-03-24,181.12,rollback,2021-03-23
SCORE_S_N10,SWK,2020-07-06,141.45,109.5045,2021-03-30,199.58,rollback,2021-03-29
SCORE_S_N10,WHR,2020-11-19,192.08,86.6434,2021-03-30,215.54,rollback,2021-03-29
SCORE_S_N10,ZTS,2021-01-22,164.65,114.4193,2021-03-31,157.53,rollback,2021-03-30
SCORE_S_N10,ISRG,2021-01-14,271.43,69.3745,2021-04-08,255.3167,rollback,2021-04-07
SCORE_S_N10,BLL,2021-03-30,84.76,239.4234,2021-04-08,86.78,rollback,2021-04-07
SCORE_S_N10,TPR,2021-04-08,43.09,484.6935,2021-04-20,44.83,rollback,2021-04-19
SCORE_S_N10,PEAK,2021-01-21,29.9,636.1065,2021-04-23,34.15,rollback,2021-04-22
SCORE_S_N10,APA,2021-02-09,17.65,1103.0489,2021-05-03,20.29,rollback,2021-04-30
SCORE_S_N10,ABBV,2021-03-30,106.86,189.9171,2021-05-12,114.85,rollback,2021-05-11
SCORE_S_N10,ATVI,2021-05-12,94.28,225.9383,2021-05-24,95.93,rollback,2021-05-21
SCORE_S_N10,CCL,2021-05-03,28.02,784.2066,2021-06-04,30.92,rollback,2021-06-03
SCORE_S_N10,BA,2021-05-24,235.14,91.4342,2021-06-04,251.51,rollback,2021-06-03
SCORE_S_N10,ESS,2021-04-08,281.16,63.6954,2021-06-07,305.78,rollback,2021-06-04
SCORE_S_N10,ILMN,2021-04-20,401.83,53.3409,2021-06-17,443.79,rollback,2021-06-16
SCORE_S_N10,LB,2020-11-11,34.24,474.8744,2021-06-29,71.41,rollback,2021-06-28
SCORE_S_N10,DRI,2021-04-23,144.98,149.3333,2021-06-29,142.72,rollback,2021-06-28
SCORE_S_N10,PAYC,2020-11-05,393.87,39.2244,2021-07-01,362.13,rollback,2021-06-30
SCORE_S_N10,ALB,2021-06-29,170.0,132.4347,2021-07-19,174.2,rollback,2021-07-16
SCORE_S_N10,MKTX,2021-03-24,523.75,38.6498,2021-08-06,492.42,rollback,2021-08-05
SCORE_S_N10,ZION,2021-06-04,58.3,377.0884,2021-08-10,54.03,rollback,2021-08-09
SCORE_S_N10,CTVA,2021-06-04,46.2,475.8734,2021-08-17,45.0,rollback,2021-08-16
SCORE_S_N10,SCHW,2021-06-17,74.14,296.6784,2021-08-18,72.25,rollback,2021-08-17
SCORE_S_N10,GILD,2021-06-07,67.605,324.3539,2021-08-20,71.67,rollback,2021-08-19
SCORE_S_N10,ETSY,2021-08-18,193.83,111.5631,2021-08-30,210.76,rollback,2021-08-27
SCORE_S_N10,PENN,2021-08-06,72.25,305.4015,2021-09-09,82.11,rollback,2021-09-08
SCORE_S_N10,NOW,2021-08-20,118.21,181.6135,2021-09-09,131.156,rollback,2021-09-08
SCORE_S_N10,EQIX,2021-08-17,820.0,26.4138,2021-09-10,845.67,rollback,2021-09-09
SCORE_S_N10,BAX,2021-07-19,81.1,259.4897,2021-09-22,82.23,rollback,2021-09-21
SCORE_S_N10,APA,2021-08-30,19.06,1193.0866,2021-09-29,21.33,rollback,2021-09-28
SCORE_S_N10,AAL,2021-09-10,20.28,1116.7678,2021-09-29,21.51,rollback,2021-09-28
SCORE_S_N10,ORCL,2021-09-09,89.6,252.9984,2021-10-22,96.29,rollback,2021-10-21
SCORE_S_N10,KSU,2021-09-09,290.86,77.9405,2021-11-04,311.12,rollback,2021-11-03
SCORE_S_N10,REG,2021-01-14,47.115,399.6869,2021-11-05,75.24,rollback,2021-11-04
SCORE_S_N10,HBI,2021-09-29,19.02,1200.1073,2021-11-05,17.99,rollback,2021-11-04
SCORE_S_N10,GPS,2021-03-31,30.18,675.883,2021-11-09,24.59,rollback,2021-11-08
SCORE_S_N10,LOW,2021-09-22,208.05,106.1194,2021-11-09,235.055,rollback,2021-11-08
SCORE_S_N10,LRCX,2021-06-29,64.69,348.0102,2021-11-11,61.359,rollback,2021-11-10
SCORE_S_N10,WDC,2021-10-22,57.455,394.9501,2021-11-16,58.91,rollback,2021-11-15
SCORE_S_N10,ALLE,2021-11-05,131.97,177.5673,2021-11-19,135.21,rollback,2021-11-18
SCORE_S_N10,ULTA,2021-09-30,378.49,59.8568,2021-11-29,407.36,rollback,2021-11-26
SCORE_S_N10,INTC,2021-11-09,51.54,454.5153,2021-12-09,51.3,rollback,2021-12-08
SCORE_S_N10,D,2021-11-16,75.95,313.6131,2021-12-13,75.86,rollback,2021-12-10
SCORE_S_N10,SBUX,2021-11-19,112.729,208.1544,2021-12-14,114.57,rollback,2021-12-13
SCORE_S_N10,CPB,2021-11-09,40.98,571.6664,2021-12-22,42.22,rollback,2021-12-21
SCORE_S_N10,DXC,2021-11-05,34.51,679.0707,2021-12-29,32.56,rollback,2021-12-28
SCORE_S_N10,DG,2021-11-29,225.0,102.0827,2022-01-05,233.97,rollback,2022-01-04
SCORE_S_N10,OXY,2021-12-13,30.2,757.7888,2022-01-06,33.23,rollback,2022-01-05
SCORE_S_N10,LUV,2021-12-29,42.23,541.9686,2022-01-06,44.48,rollback,2022-01-05
SCORE_S_N10,NUE,2022-01-05,118.38,201.9066,2022-01-07,117.5,rollback,2022-01-06
SCORE_S_N10,CINF,2022-01-07,116.65,202.7444,2022-01-11,119.0,rollback,2022-01-10
SCORE_S_N10,DISCA,2021-07-01,30.73,731.2796,2022-01-12,28.5,rollback,2022-01-11
SCORE_S_N10,IP,2021-08-10,58.68,376.4262,2022-01-12,48.55,rollback,2022-01-11
SCORE_S_N10,DISCK,2021-11-04,24.86,937.4905,2022-01-13,28.05,rollback,2022-01-12
SCORE_S_N10,MDT,2021-11-11,122.39,193.0832,2022-01-19,107.39,rollback,2022-01-18
SCORE_S_N10,EA,2022-01-19,135.52,170.8528,2022-01-25,133.57,rollback,2022-01-24
SCORE_S_N10,LVS,2022-01-12,39.25,609.7622,2022-01-28,42.33,rollback,2022-01-27
SCORE_S_N10,NOW,2021-12-14,128.418,176.475,2022-02-03,113.642,rollback,2022-02-02
SCORE_S_N10,CAH,2022-01-28,52.28,411.9047,2022-02-10,53.65,rollback,2022-02-09
SCORE_S_N10,NCLH,2022-01-10,22.44,1070.766,2022-02-11,22.57,rollback,2022-02-10
SCORE_S_N10,PENN,2021-12-22,50.0,447.3098,2022-02-14,48.72,rollback,2022-02-11
SCORE_S_N10,TPR,2022-01-07,41.18,574.34,2022-02-14,39.44,rollback,2022-02-11
SCORE_S_N10,BBY,2022-01-25,98.64,223.2811,2022-03-08,103.94,rollback,2022-03-07
SCORE_S_N10,MO,2022-02-14,50.37,460.437,2022-03-08,52.9,rollback,2022-03-07
SCORE_S_N10,CTRA,2021-12-09,20.43,1119.2391,2022-03-09,25.65,rollback,2022-03-08
SCORE_S_N10,HRL,2022-02-14,48.04,482.7929,2022-03-10,50.12,rollback,2022-03-09
SCORE_S_N10,SLB,2022-03-08,43.05,533.9881,2022-03-10,43.1,rollback,2022-03-09
SCORE_S_N10,TER,2022-01-13,165.61,144.5942,2022-03-22,121.37,rollback,2022-03-21
SCORE_S_N10,MOH,2022-03-10,308.78,73.3206,2022-03-24,332.92,rollback,2022-03-23
SCORE_S_N10,FANG,2022-03-22,139.33,174.0366,2022-03-25,141.92,rollback,2022-03-24
SCORE_S_N10,MLM,2022-02-11,382.29,61.6157,2022-03-31,387.98,rollback,2022-03-30
SCORE_S_N10,EBAY,2022-01-12,66.87,357.888,2022-04-01,57.87,rollback,2022-03-31
SCORE_S_N10,TWTR,2022-02-10,36.56,640.1646,2022-04-01,39.16,rollback,2022-03-31
SCORE_S_N10,EMR,2022-03-09,97.37,235.2716,2022-04-01,99.08,rollback,2022-03-31
SCORE_S_N10,DISCK,2022-02-03,27.1,830.6762,2022-04-08,24.42,delisted,2022-04-08
SCORE_S_N10,VLO,2022-03-09,87.5,261.8233,2022-04-12,102.6,rollback,2022-04-11
SCORE_S_N10,VRSK,2022-03-10,184.535,122.6803,2022-04-12,216.95,rollback,2022-04-11
SCORE_S_N10,MKC,2022-04-01,100.01,246.7511,2022-04-14,102.14,rollback,2022-04-13
SCORE_S_N10,TSN,2022-03-31,88.45,278.6614,2022-04-25,94.68,rollback,2022-04-22
SCORE_S_N10,TAP,2022-04-12,52.88,456.6615,2022-04-25,53.75,rollback,2022-04-22
SCORE_S_N10,SLB,2022-04-11,42.64,566.1177,2022-05-19,40.04,rollback,2022-05-18
SCORE_S_N10,RMD,2022-04-04,246.6,99.7612,2022-06-06,212.96,rollback,2022-06-03
SCORE_S_N10,FRC,2022-01-12,205.66,116.3609,2022-06-08,151.94,rollback,2022-06-07
SCORE_S_N10,CERN,2022-04-25,93.67,250.4964,2022-06-07,94.92,delisted,2022-06-07
